# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240902
# 종료일: 20240908
페이지 경로 및 화면 클래스,기기 카테고리,조회수,세션수,활성 사용자,활성 사용자당 조회수,활성 사용자당 평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/archives/18065,desktop,15,15,14,1.0714285714285714,23.285714285714285,66,0,0
/global/archives/category/corporates/sk-ie-technology,desktop,15,14,8,1.875,14.625,65,0,0
/global/archives/16286,desktop,14,12,10,1.4,10.3,59,0,0
/global/archives/18546,mobile,14,12,9,1.5555555555555556,93.22222222222223,51,0,0
/global/archives/18690,desktop,14,12,12,1.1666666666666667,19.166666666666668,59,0,0
/global/archives/18783,desktop,14,12,10,1.4,11.4,51,0,0
/global/archives/19014,desktop,14,14,8,1.75,85.625,62,0,0
/global/archives/category/corporates/sk-enterm,desktop,14,9,7,2,4,60,0,0
/global/legal-notices,desktop,14,18,11,1.2727272727272727,19.09090909090909,61,0,0
/global/archives/10939,desktop,13,9,7,1.8571428571428572,80.57142857142857,59,0,0
/global/archives/17476,mobile,13,9,7,1.8571428571428572,44.857142857142854,49,0,0
/global/archives/17569,desktop,13,16,12,1.0833333333333333,23,59,0,0
/global/archives/18445,desktop,13,15,13,1,78.07692307692308,70,0,0
/global/archives/18770,mobile,13,12,12,1.0833333333333333,33.166666666666664,46,0,0
/global/archives/category/insight/trend_report,desktop,13,13,9,1.4444444444444444,18.11111111111111,48,0,0
/global/archives/12220,desktop,12,6,3,4,190.66666666666666,36,0,0
/global/archives/15259,desktop,12,6,5,2.4,29,50,0,0
/global/archives/15490,mobile,12,9,7,1.7142857142857142,102.42857142857143,50,0,0
/global/archives/15664,desktop,12,12,9,1.3333333333333333,45.44444444444444,52,0,0
/global/archives/16060,mobile,12,12,5,2.4,2,42,0,0
/global/archives/17356,desktop,12,13,11,1.0909090909090908,57.45454545454545,53,0,0
/global/archives/18361,desktop,12,13,8,1.5,130.375,47,0,0
/global/archives/18743,desktop,12,9,9,1.3333333333333333,32.333333333333336,43,0,0
/global/archives/13780,desktop,11,12,11,1,96.27272727272727,46,0,0
/global/archives/17595,desktop,11,9,6,1.8333333333333333,30.666666666666668,44,0,0
/global/archives/17623,desktop,11,11,10,1.1,92.6,54,0,0
/global/archives/18659,mobile,11,9,5,2.2,2.6,35,0,0
/global/archives/4612,desktop,11,10,6,1.8333333333333333,71.83333333333333,48,0,0
/global/archives/16060,desktop,10,10,9,1.1111111111111112,42.44444444444444,48,0,0
/global/archives/17950,desktop,10,11,7,1.4285714285714286,47,48,0,0
/global/archives/9910,mobile,10,11,8,1.25,20.25,45,0,0
/global/archives/category/press-room/issue-fact,desktop,10,8,8,1.25,6.875,37,0,0
/global/archives/tag/financial-results,desktop,10,6,5,2,18.4,38,0,0
/global/archives/16480,desktop,9,8,4,2.25,22,34,0,0
/global/archives/17499,desktop,9,10,9,1,53.55555555555556,46,0,0
/global/archives/4921,desktop,9,11,3,3,69.33333333333333,43,0,0
/global/archives/category/people,desktop,9,8,8,1.125,9.75,32,0,0
/global/archives/tag/2024-q2,desktop,9,4,3,3,21.333333333333332,35,0,0
/global/archives/12106,desktop,8,7,7,1.1428571428571428,42.57142857142857,33,0,0
/global/archives/15687,desktop,8,7,6,1.3333333333333333,41.666666666666664,38,0,0
/global/archives/18140,desktop,8,8,4,2,7.75,27,0,0
/global/archives/18690,mobile,8,5,4,2,4.5,25,0,0
/global/archives/3123,desktop,8,7,5,1.6,16.8,35,0,0
/global/archives/4751,desktop,8,8,8,1,35.75,35,0,0
/global/archives/7445,desktop,8,9,9,0.8888888888888888,14.88888888888889,35,0,0
/global/archives/category/corporates/sk-earthon,mobile,8,2,2,4,16,24,0,0
/global/archives/category/insight,desktop,8,8,7,1.1428571428571428,18.714285714285715,35,0,0
/global/archives/10774,desktop,7,7,7,1,44.57142857142857,32,0,0
/global/archives/11161,desktop,7,6,4,1.75,22.75,33,0,0
/global/archives/13329,desktop,7,9,7,1,58.142857142857146,35,0,0
/global/archives/13521,desktop,7,7,7,1,17.142857142857142,36,0,0
/global/archives/15937,desktop,7,7,4,1.75,109.5,31,0,0
/global/archives/16376,desktop,7,6,5,1.4,32.4,30,0,0
/global/archives/16532,mobile,7,6,5,1.4,34.2,26,0,0
/global/archives/16834,desktop,7,11,8,0.875,28.75,39,0,0
/global/archives/17426,mobile,7,5,5,1.4,40.2,24,0,0
/global/archives/17990,mobile,7,5,5,1.4,77,29,0,0
/global/archives/18374,desktop,7,6,6,1.1666666666666667,28.833333333333332,28,0,0
/global/archives/18388,desktop,7,8,7,1,14.428571428571429,32,0,0
/global/archives/3709,desktop,7,8,4,1.75,19.25,32,0,0
/global/archives/4921,mobile,7,5,5,1.4,7,28,0,0
/global/archives/category/corporates/sk-rading-international,desktop,7,4,4,1.75,12.25,28,0,0
/global/archives/tag/pbat,mobile,7,4,4,1.75,20.5,27,0,0
/global/latestnews,mobile,7,5,5,1.4,37.6,27,0,0
/global/archives/10913,desktop,6,6,5,1.2,17,24,0,0
/global/archives/12022,desktop,6,7,7,0.8571428571428571,11.428571428571429,26,0,0
/global/archives/12688,desktop,6,6,5,1.2,144.8,25,0,0
/global/archives/14193,desktop,6,7,5,1.2,82.6,29,0,0
/global/archives/14766,desktop,6,7,6,1,11.333333333333334,27,0,0
/global/archives/15007,mobile,6,5,4,1.5,36,24,0,0
/global/archives/16493,desktop,6,6,6,1,18.833333333333332,27,0,0
/global/archives/17313,desktop,6,7,5,1.2,50.6,29,0,0
/global/archives/17737,desktop,6,6,6,1,42.333333333333336,30,0,0
/global/archives/18421,desktop,6,5,5,1.2,24.6,25,0,0
/global/archives/5892,desktop,6,5,5,1.2,14.8,28,0,0
/global/archives/tag/sko,desktop,6,5,4,1.5,13.75,30,0,0
/global/archives/10872,desktop,5,4,4,1.25,62,21,0,0
/global/archives/11807,desktop,5,6,3,1.6666666666666667,34,21,0,0
/global/archives/12147,mobile,5,5,5,1,44.2,24,0,0
/global/archives/12306,desktop,5,4,4,1.25,32,20,0,0
/global/archives/13595,desktop,5,3,3,1.6666666666666667,91.66666666666667,21,0,0
/global/archives/15462,desktop,5,7,5,1,14.6,23,0,0
/global/archives/15840,desktop,5,4,4,1.25,55.75,21,0,0
/global/archives/16939,desktop,5,5,3,1.6666666666666667,44.333333333333336,19,0,0
/global/archives/16970,desktop,5,3,3,1.6666666666666667,7.333333333333333,21,0,0
/global/archives/17446,desktop,5,6,4,1.25,40,20,0,0
/global/archives/18283,mobile,5,6,5,1,16.4,24,0,0
/global/archives/18301,mobile,5,6,6,0.8333333333333334,0.6666666666666666,22,0,0
/global/archives/18639,desktop,5,5,4,1.25,99.5,20,0,0
/global/archives/18743,mobile,5,4,4,1.25,8.75,19,0,0
/global/archives/3962,desktop,5,4,4,1.25,124.5,23,0,0
/global/archives/6253,mobile,5,4,4,1.25,20.5,20,0,0
/global/archives/9493,desktop,5,5,4,1.25,10.5,21,0,0
/global/archives/9668,desktop,5,5,5,1,6.6,21,0,0
/global/archives/category/corporate/sk-enmove,desktop,5,5,3,1.6666666666666667,24.333333333333332,23,0,0
/global/archives/category/corporates/sk-earthon,desktop,5,5,5,1,13,21,0,0
/global/archives/category/corporates/sk-incheon-petrochem,desktop,5,5,5,1,10,19,0,0
/global/archives/tag/nickel,desktop,5,5,5,1,13.2,24,0,0
/global/archives/10133,desktop,4,4,3,1.3333333333333333,15.666666666666666,20,0,0
/global/archives/1399,desktop,4,4,4,1,54.25,17,0,0
/global/archives/14634,desktop,4,4,3,1.3333333333333333,14.333333333333334,18,0,0
/global/archives/15865,desktop,4,6,4,1,11.75,19,0,0
/global/archives/15865,mobile,4,5,1,4,12,12,0,0
/global/archives/16154,desktop,4,3,3,1.3333333333333333,4.666666666666667,18,0,0
/global/archives/16448,desktop,4,5,4,1,11.75,16,0,0
/global/archives/16463,mobile,4,4,4,1,10,17,0,0
/global/archives/16787,desktop,4,4,4,1,5.25,17,0,0
/global/archives/17216,mobile,4,4,4,1,60.75,21,0,0
/global/archives/17460,mobile,4,4,4,1,11.5,18,0,0
/global/archives/17817,desktop,4,3,3,1.3333333333333333,42.666666666666664,19,0,0
/global/archives/18167,desktop,4,3,3,1.3333333333333333,32,19,0,0
/global/archives/18301,desktop,4,5,4,1,42,19,0,0
/global/archives/18436,desktop,4,5,4,1,12.75,20,0,0
/global/archives/18571,desktop,4,4,4,1,53,15,0,0
/global/archives/4360,desktop,4,4,4,1,121,19,0,0
/global/archives/4793,desktop,4,3,2,2,41.5,16,0,0
/global/archives/9740,desktop,4,4,2,2,89.5,16,0,0
/global/archives/9998,desktop,4,3,2,2,27,18,0,0
/global/archives/category/corporate/sk-energy,desktop,4,3,3,1.3333333333333333,12,16,0,0
/global/archives/category/corporates,mobile,4,4,3,1.3333333333333333,18,16,0,0
/global/archives/category/corporates/sk-enmove,desktop,4,3,3,1.3333333333333333,5.666666666666667,15,0,0
/global/archives/tag/ncm811,desktop,4,2,2,2,11,16,0,0
/global/terms-and-conditions,desktop,4,3,3,1.3333333333333333,23,18,0,0
/global/archives/10835,desktop,3,2,2,1.5,16.5,11,0,0
/global/archives/10897,desktop,3,3,3,1,13.666666666666666,10,0,0
/global/archives/11004,desktop,3,3,3,1,62.333333333333336,15,0,0
/global/archives/11596,desktop,3,3,2,1.5,4.5,12,0,0
/global/archives/11853,desktop,3,3,3,1,6.666666666666667,12,0,0
/global/archives/12036,desktop,3,3,3,1,9.666666666666666,14,0,0
/global/archives/12603,mobile,3,3,2,1.5,2.5,10,0,0
/global/archives/13103,desktop,3,3,3,1,36.333333333333336,15,0,0
/global/archives/14226,desktop,3,3,3,1,9.666666666666666,12,0,0
/global/archives/14309,desktop,3,4,4,0.75,9,13,0,0
/global/archives/14333,desktop,3,3,3,1,16.333333333333332,13,0,0
/global/archives/14770,desktop,3,3,3,1,18,13,0,0
/global/archives/15592,desktop,3,4,2,1.5,5,15,0,0
/global/archives/15937,mobile,3,4,2,1.5,2,13,0,0
/global/archives/16583,desktop,3,4,3,1,34,14,0,0
/global/archives/17022,desktop,3,2,2,1.5,10.5,11,0,0
/global/archives/17169,desktop,3,3,2,1.5,39.5,14,0,0
/global/archives/17386,desktop,3,4,3,1,18.333333333333332,16,0,0
/global/archives/17796,desktop,3,3,2,1.5,47.5,12,0,0
/global/archives/17950,mobile,3,4,2,1.5,14,13,0,0
/global/archives/18022,mobile,3,3,3,1,17.333333333333332,13,0,0
/global/archives/18208,desktop,3,4,1,3,0,13,0,0
/global/archives/18708,desktop,3,4,3,1,42.666666666666664,13,0,0
/global/archives/19045,mobile,3,2,2,1.5,56,9,0,0
/global/archives/1960,desktop,3,4,3,1,5.666666666666667,16,0,0
/global/archives/2490,desktop,3,2,2,1.5,41,12,0,0
/global/archives/4776,desktop,3,5,4,0.75,71.75,19,0,0
/global/archives/5892,mobile,3,3,3,1,69.66666666666667,13,0,0
/global/archives/5944,desktop,3,4,3,1,4,15,0,0
/global/archives/6377,mobile,3,3,3,1,0,12,0,0
/global/archives/7221,desktop,3,3,3,1,0,9,0,0
/global/archives/7245,desktop,3,4,2,1.5,52,15,0,0
/global/archives/7670,mobile,3,3,3,1,0,12,0,0
/global/archives/8899,desktop,3,6,3,1,3.6666666666666665,18,0,0
/global/archives/9616,desktop,3,3,3,1,40.333333333333336,14,0,0
/global/archives/category/corporate/sk-on,desktop,3,3,3,1,8,11,0,0
/global/archives/category/corporates/sk-geo-centric,desktop,3,2,2,1.5,29.5,12,0,0
/global/archives/category/insight/expert-voice,desktop,3,2,2,1.5,29,9,0,0
/global/archives/category/people/inno-people,desktop,3,3,3,1,17.666666666666668,10,0,0
/global/archives/category/people/sustainability,desktop,3,4,3,1,3.3333333333333335,12,0,0
/global/archives/tag/earnings,desktop,3,2,2,1.5,6,11,0,0
/global/archives/tag/shepherd-ccs-project,desktop,3,1,1,3,20,12,0,0
/global/archives/tag/skba,desktop,3,2,2,1.5,39.5,14,0,0
/global/archives/tag/skba,mobile,3,1,1,3,21,11,0,0
/global/archives/tag/sk综合化学上海,desktop,3,1,1,3,12,13,0,0
/global/privacy-policy,desktop,3,4,2,1.5,7.5,12,0,0
/global/sustainability-report,desktop,3,3,3,1,5.666666666666667,14,0,0
/global/archives/10159,desktop,2,2,2,1,11.5,11,0,0
/global/archives/10535,mobile,2,2,1,2,0,7,0,0
/global/archives/1058,desktop,2,2,1,2,47,9,0,0
/global/archives/1058,mobile,2,2,2,1,116.5,10,0,0
/global/archives/10610,desktop,2,2,2,1,14,10,0,0
/global/archives/11087,mobile,2,2,2,1,0,8,0,0
/global/archives/12022,mobile,2,3,3,0.6666666666666666,12.666666666666666,11,0,0
/global/archives/12072,desktop,2,3,2,1,130.5,12,0,0
/global/archives/12274/skee,desktop,2,2,2,1,23,11,0,0
/global/archives/12319,desktop,2,1,1,2,23,8,0,0
/global/archives/12667,mobile,2,2,2,1,81,9,0,0
/global/archives/12692,desktop,2,2,2,1,259,12,0,0
/global/archives/12950,desktop,2,2,2,1,24.5,10,0,0
/global/archives/12950,mobile,2,1,1,2,9,6,0,0
/global/archives/13103,mobile,2,2,2,1,0,8,0,0
/global/archives/13513,desktop,2,2,2,1,10,9,0,0
/global/archives/1398,desktop,2,1,1,2,0,6,0,0
/global/archives/14065,mobile,2,2,1,2,0,7,0,0
/global/archives/14193,mobile,2,2,2,1,8,16,0,0
/global/archives/14226,mobile,2,1,1,2,16,7,0,0
/global/archives/14415,desktop,2,3,2,1,4,10,0,0
/global/archives/14628,desktop,2,3,1,2,0,7,0,0
/global/archives/14800,desktop,2,2,2,1,8,10,0,0
/global/archives/15204,desktop,2,2,2,1,13,7,0,0
/global/archives/15374,mobile,2,2,1,2,5,6,0,0
/global/archives/15574,mobile,2,2,2,1,0,8,0,0
/global/archives/15638,desktop,2,2,2,1,16.5,6,0,0
/global/archives/15664,mobile,2,2,1,2,0,7,0,0
/global/archives/15687,mobile,2,1,1,2,16,9,0,0
/global/archives/16169,desktop,2,2,2,1,19.5,8,0,0
/global/archives/16480,mobile,2,2,1,2,0,6,0,0
/global/archives/17313,mobile,2,2,2,1,0,7,0,0
/global/archives/17386,mobile,2,2,2,1,16,7,0,0
/global/archives/17817,mobile,2,2,0,0,0,6,0,0
/global/archives/17989,desktop,2,2,2,1,70,10,0,0
/global/archives/18140,mobile,2,2,0,0,0,6,0,0
/global/archives/18478,desktop,2,2,2,1,24.5,8,0,0
/global/archives/18608,mobile,2,2,2,1,19,8,0,0
/global/archives/18695,desktop,2,2,1,2,109,7,0,0
/global/archives/2026,desktop,2,2,2,1,3,9,0,0
/global/archives/2293,desktop,2,3,2,1,28,11,0,0
/global/archives/253,desktop,2,2,2,1,14.5,9,0,0
/global/archives/3674,desktop,2,2,2,1,1,8,0,0
/global/archives/4146,desktop,2,2,1,2,0,7,0,0
/global/archives/4218,desktop,2,1,1,2,82,9,0,0
/global/archives/4499,mobile,2,2,2,1,162.5,10,0,0
/global/archives/4728,desktop,2,3,2,1,35,12,0,0
/global/archives/4844,desktop,2,2,2,1,15.5,9,0,0
/global/archives/489,desktop,2,2,2,1,16,10,0,0
/global/archives/6090,desktop,2,2,2,1,0,8,0,0
/global/archives/6462,desktop,2,2,2,1,28.5,9,0,0
/global/archives/6517,desktop,2,1,1,2,44,8,0,0
/global/archives/7292,desktop,2,2,2,1,13.5,9,0,0
/global/archives/7445,mobile,2,2,2,1,15.5,8,0,0
/global/archives/7596,mobile,2,1,1,2,0,7,0,0
/global/archives/7670,desktop,2,1,1,2,18,8,0,0
/global/archives/7961,desktop,2,1,1,2,54,9,0,0
/global/archives/8067,mobile,2,1,1,2,0,5,0,0
/global/archives/822,desktop,2,2,2,1,0.5,9,0,0
/global/archives/8350,desktop,2,2,2,1,45.5,9,0,0
/global/archives/8846,desktop,2,2,2,1,48.5,11,0,0
/global/archives/8914,desktop,2,2,2,1,207,9,0,0
/global/archives/9419,desktop,2,4,1,2,0,10,0,0
/global/archives/9509,desktop,2,1,1,2,24,8,0,0
/global/archives/9548,desktop,2,2,2,1,13,8,0,0
/global/archives/9695,desktop,2,3,2,1,6.5,10,0,0
/global/archives/9709,desktop,2,3,2,1,59,11,0,0
/global/archives/9893,desktop,2,2,0,0,0,7,0,0
/global/archives/9951,desktop,2,3,2,1,0,9,0,0
/global/archives/category/corporate/sk-ie-technology,desktop,2,2,2,1,15.5,9,0,0
/global/archives/category/corporates/sk-energy,mobile,2,2,2,1,27.5,7,0,0
/global/archives/category/corporates/sk-ie-technology,mobile,2,2,2,1,0,6,0,0
/global/archives/category/corporates/sk-rading-international,mobile,2,2,2,1,12.5,7,0,0
/global/archives/category/people/ceo-leaders,desktop,2,2,2,1,9,8,0,0
/global/archives/tag/assb,desktop,2,1,1,2,12,7,0,0
/global/archives/tag/bayu-undan-ccs-project,desktop,2,2,2,1,7.5,9,0,0
/global/archives/tag/bmic,desktop,2,1,1,2,9,9,0,0
/global/archives/tag/ceo-park-sang-kyu,desktop,2,1,1,2,12,8,0,0
/global/archives/tag/ecopro,desktop,2,2,2,1,13,8,0,0
/global/archives/tag/green-bonds,desktop,2,2,2,1,9.5,9,0,0
/global/archives/tag/iest,desktop,2,1,1,2,8,9,0,0
/global/archives/tag/northvolt,desktop,2,1,1,2,8,8,0,0
/global/archives/tag/pbat,desktop,2,3,2,1,1,11,0,0
/global/archives/tag/revenue,desktop,2,1,1,2,6,8,0,0
/global/archives/tag/sk-innovation,desktop,2,1,1,2,18,8,0,0
/global/archives/tag/sk-supex-council,desktop,2,1,1,2,40,10,0,0
/global/archives/tag/sken,desktop,2,2,2,1,4.5,11,0,0
/global/archives/tag/skeo,desktop,2,2,2,1,27.5,10,0,0
/global/archives/tag/skti,mobile,2,1,1,2,6,7,0,0
/global/archives/tag/sustainable-aviation-fuel,desktop,2,1,1,2,25,8,0,0
/global/archives/tag/turkey,mobile,2,1,1,2,4,8,0,0
/global/archives/tag/中国,desktop,2,1,1,2,4,4,0,0
/global/404,desktop,1,1,1,1,2,4,0,0
"/global/archivThe company is expanding its battery production facility in Komárom, Hungary, with an additional investment to increase capacity to 30 GWh per year, catering to the European EV market.es/16463",desktop,1,1,1,1,0,3,0,0
/global/archives,desktop,1,1,1,1,3,4,0,0
/global/archives/,desktop,1,1,1,1,2,4,0,0
/global/archives/10460,desktop,1,3,1,1,0,8,0,0
/global/archives/10478,desktop,1,1,1,1,10,4,0,0
/global/archives/10535,desktop,1,1,1,1,106,5,0,0
/global/archives/10654,desktop,1,1,1,1,8,5,0,0
/global/archives/10767,desktop,1,1,1,1,44,5,0,0
/global/archives/10767,mobile,1,1,1,1,0,4,0,0
/global/archives/10774,mobile,1,1,1,1,35,5,0,0
/global/archives/10802,desktop,1,1,1,1,21,5,0,0
/global/archives/10835,tablet,1,1,1,1,65,5,0,0
/global/archives/10872,mobile,1,1,1,1,0,3,0,0
/global/archives/10939,mobile,1,1,1,1,12,3,0,0
/global/archives/11004,mobile,1,1,1,1,31,6,0,0
/global/archives/11037,desktop,1,1,1,1,12,5,0,0
/global/archives/11058,desktop,1,1,1,1,11,5,0,0
/global/archives/11147,mobile,1,1,1,1,11,5,0,0
/global/archives/11180,desktop,1,1,1,1,24,5,0,0
/global/archives/11342,desktop,1,1,1,1,5,5,0,0
/global/archives/11376,mobile,1,1,1,1,0,4,0,0
/global/archives/11475,mobile,1,1,1,1,6,5,0,0
/global/archives/11512,mobile,1,1,1,1,19,5,0,0
/global/archives/11527,desktop,1,1,1,1,118,3,0,0
/global/archives/11537,desktop,1,1,1,1,0,3,0,0
/global/archives/11573,mobile,1,1,1,1,0,4,0,0
/global/archives/11683,desktop,1,1,1,1,12,5,0,0
/global/archives/11853,mobile,1,1,1,1,0,4,0,0
/global/archives/12008,desktop,1,1,1,1,6,4,0,0
/global/archives/12036,tablet,1,1,1,1,0,4,0,0
/global/archives/12044,desktop,1,1,1,1,17,5,0,0
/global/archives/12091,desktop,1,1,1,1,3,5,0,0
/global/archives/12106,mobile,1,1,1,1,2,4,0,0
/global/archives/12125,desktop,1,1,1,1,0,4,0,0
/global/archives/12147,desktop,1,1,1,1,35,5,0,0
/global/archives/12190,desktop,1,1,1,1,1,3,0,0
/global/archives/12241,desktop,1,1,1,1,13,4,0,0
/global/archives/12349,desktop,1,1,1,1,8,4,0,0
/global/archives/12373,desktop,1,1,1,1,122,4,0,0
/global/archives/12413,desktop,1,1,1,1,3,4,0,0
/global/archives/1257,desktop,1,1,1,1,22,5,0,0
/global/archives/12603,desktop,1,1,1,1,4,4,0,0
/global/archives/12823,desktop,1,1,1,1,0,3,0,0
/global/archives/12878,mobile,1,1,1,1,26,5,0,0
/global/archives/12928,desktop,1,1,1,1,4,3,0,0
/global/archives/13018,desktop,1,1,1,1,28,5,0,0
/global/archives/13130,desktop,1,1,1,1,3,4,0,0
/global/archives/13211,desktop,1,1,1,1,42,5,0,0
/global/archives/13374,desktop,1,1,1,1,6,5,0,0
/global/archives/13521,mobile,1,1,1,1,8,5,0,0
/global/archives/13595,mobile,1,1,1,1,110,5,0,0
/global/archives/13667,desktop,1,1,1,1,4,5,0,0
/global/archives/1399,mobile,1,1,1,1,203,3,0,0
/global/archives/14004,mobile,1,1,1,1,0,4,0,0
/global/archives/14078,mobile,1,1,1,1,22,5,0,0
/global/archives/14243,desktop,1,1,1,1,58,4,0,0
/global/archives/14243,mobile,1,1,1,1,0,2,0,0
/global/archives/14264,desktop,1,1,0,0,0,4,0,0
/global/archives/14302,desktop,1,1,0,0,0,3,0,0
/global/archives/14309,mobile,1,1,1,1,2,5,0,0
/global/archives/14634,mobile,1,1,1,1,0,4,0,0
/global/archives/14766,mobile,1,1,1,1,0,4,0,0
/global/archives/14962,desktop,1,1,1,1,793,4,0,0
/global/archives/15007,desktop,1,1,1,1,121,5,0,0
/global/archives/15103,mobile,1,1,1,1,0,4,0,0
/global/archives/1521,desktop,1,1,1,1,41,5,0,0
/global/archives/15353,mobile,1,2,1,1,0,6,0,0
/global/archives/15497,mobile,1,1,1,1,7,5,0,0
/global/archives/15574,desktop,1,1,1,1,8,3,0,0
/global/archives/15610,desktop,1,1,1,1,5,5,0,0
/global/archives/15610,mobile,1,1,1,1,96,5,0,0
/global/archives/15840,mobile,1,1,1,1,25,5,0,0
/global/archives/15902,desktop,1,1,1,1,30,5,0,0
/global/archives/15964,desktop,1,1,1,1,0,3,0,0
/global/archives/15985,desktop,1,1,1,1,2,4,0,0
/global/archives/15985,mobile,1,1,1,1,3,5,0,0
/global/archives/16169,mobile,1,1,1,1,85,5,0,0
/global/archives/16187,desktop,1,1,1,1,0,2,0,0
/global/archives/16376,mobile,1,1,1,1,35,5,0,0
/global/archives/16493,mobile,1,1,1,1,8,5,0,0
/global/archives/16532,tablet,1,1,1,1,0,4,0,0
/global/archives/16613,mobile,1,1,0,0,0,3,0,0
/global/archives/16719,desktop,1,1,1,1,43,4,0,0
/global/archives/16787,mobile,1,1,1,1,16,5,0,0
/global/archives/16834,mobile,1,1,1,1,0,4,0,0
/global/archives/16881,desktop,1,1,1,1,19,5,0,0
/global/archives/16925,desktop,1,1,1,1,11,5,0,0
/global/archives/16925,mobile,1,1,1,1,6,3,0,0
/global/archives/16952,desktop,1,1,1,1,9,4,0,0
/global/archives/17047,desktop,1,1,1,1,214,5,0,0
/global/archives/17047/4-sk이노베이션_ces2024_sk원더랜드_sk-wonderland_판타스틱아일랜드_1,tablet,1,1,1,1,0,4,0,0
/global/archives/17144,mobile,1,1,1,1,0,3,0,0
/global/archives/17169,mobile,1,1,1,1,52,4,0,0
/global/archives/1722,desktop,1,1,1,1,29,5,0,0
/global/archives/17292,desktop,1,1,1,1,96,4,0,0
/global/archives/17356,mobile,1,1,1,1,12,5,0,0
/global/archives/1744,desktop,1,1,1,1,40,4,0,0
/global/archives/17476,desktop,1,1,1,1,8,5,0,0
/global/archives/17499,mobile,1,1,1,1,116,5,0,0
/global/archives/17514,desktop,1,1,1,1,45,5,0,0
/global/archives/17569,mobile,1,1,1,1,426,6,0,0
/global/archives/17623,mobile,1,1,1,1,0,4,0,0
/global/archives/1768,desktop,1,1,1,1,3,4,0,0
/global/archives/17697,mobile,1,1,1,1,71,6,0,0
/global/archives/17844,desktop,1,2,1,1,0,6,0,0
/global/archives/17863,desktop,1,1,1,1,3,3,0,0
/global/archives/17893,desktop,1,1,1,1,0,4,0,0
/global/archives/17965,desktop,1,1,1,1,25,4,0,0
/global/archives/17978,desktop,1,2,1,1,0,5,0,0
/global/archives/18022,desktop,1,1,1,1,20,5,0,0
/global/archives/18332,desktop,1,1,1,1,1,3,0,0
