# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20241028
# 종료일: 20241103
페이지 경로 및 화면 클래스,기기 카테고리,조회수,세션수,활성 사용자,활성 사용자당 조회수,활성 사용자당 평균 참여 시간,이벤트 수,주요 이벤트,총수익
/global/archives/16448,desktop,10,10,7,1.4285714285714286,45.142857142857146,44,0,0
/global/archives/19149,desktop,10,12,9,1.1111111111111112,39.77777777777778,39,0,0
/global/archives/category/corporates/sk-earthon,desktop,10,6,6,1.6666666666666667,36.333333333333336,41,0,0
/global/archives/10774,desktop,9,11,9,1,10.555555555555555,49,0,0
/global/archives/11004,desktop,9,7,5,1.8,57.8,39,0,0
/global/archives/17047,desktop,9,6,6,1.5,28,37,0,0
/global/archives/17737,desktop,9,10,6,1.5,24,44,0,0
/global/archives/17817,desktop,9,10,9,1,14.333333333333334,46,0,0
/global/archives/6313,desktop,9,4,3,3,20.666666666666668,32,0,0
/global/archives/category/press-room/issue-fact,desktop,9,9,6,1.5,33.5,31,0,0
/global/archives/18659,desktop,8,9,8,1,12.375,37,0,0
/global/archives/4921,mobile,8,10,9,0.8888888888888888,14.11111111111111,40,0,0
/global/archives/7445,desktop,8,10,7,1.1428571428571428,35.285714285714285,39,0,0
/global/archives/7906,desktop,8,7,6,1.3333333333333333,19.833333333333332,35,0,0
/global/archives/category/corporates/sk-enterm,desktop,8,7,7,1.1428571428571428,9.428571428571429,35,0,0
/global/archives/category/insight,desktop,8,9,8,1,5.25,30,0,0
/global/archives/tag/sustainability-report,desktop,8,8,8,1,3,40,0,0
/global/archives/10610,desktop,7,7,7,1,10.428571428571429,30,0,0
/global/archives/11087,desktop,7,7,5,1.4,35.8,28,0,0
/global/archives/14415,desktop,7,5,4,1.75,87.75,30,0,0
/global/archives/15462,desktop,7,8,6,1.1666666666666667,40.333333333333336,33,0,0
/global/archives/16154,desktop,7,9,7,1,13.857142857142858,38,0,0
/global/archives/17446,desktop,7,7,7,1,25,27,0,0
/global/archives/17623,mobile,7,6,6,1.1666666666666667,0.3333333333333333,26,0,0
/global/archives/18065,desktop,7,8,7,1,19.571428571428573,26,0,0
/global/archives/18436,desktop,7,6,5,1.4,31.6,30,0,0
/global/archives/3820,desktop,7,6,6,1.1666666666666667,23,27,0,0
/global/archives/category/insight/trend_report,desktop,7,7,6,1.1666666666666667,12,24,0,0
/global/archives/category/people/sustainability,desktop,7,5,5,1.4,14.4,30,0,0
/global/archives/tag/sustainability,desktop,7,7,7,1,4,35,0,0
/global/archives/10835,desktop,6,5,5,1.2,35.8,27,0,0
/global/archives/12036,desktop,6,6,1,6,0,22,0,0
/global/archives/12293,desktop,6,1,1,6,30,22,0,0
/global/archives/13521,desktop,6,7,6,1,112,28,0,0
/global/archives/13544,mobile,6,5,4,1.5,58,25,0,0
/global/archives/13595,desktop,6,6,5,1.2,28.8,27,0,0
/global/archives/16532,desktop,6,7,5,1.2,55.6,27,0,0
/global/archives/17313,desktop,6,7,6,1,15.333333333333334,28,0,0
/global/archives/17514,desktop,6,6,4,1.5,81.25,28,0,0
/global/archives/17569,desktop,6,6,5,1.2,159,25,0,0
/global/archives/17893,desktop,6,5,4,1.5,47.25,23,0,0
/global/archives/18022,desktop,6,6,4,1.5,22.5,28,0,0
/global/archives/18770,mobile,6,5,5,1.2,42.6,24,0,0
/global/archives/19349,desktop,6,7,6,1,23.166666666666668,23,0,0
/global/archives/3674,desktop,6,7,4,1.5,4,27,0,0
/global/archives/3962,desktop,6,6,5,1.2,6,26,0,0
/global/archives/9740,desktop,6,7,4,1.5,16.75,27,0,0
/global/archives/category/corporates/sk-on,mobile,6,3,3,2,62.666666666666664,20,0,0
/global/archives/category/corporates/sk-rading-international,desktop,6,4,4,1.5,22,26,0,0
/global/archives/category/insight/expert-voice,desktop,6,5,5,1.2,52.8,25,0,0
/global/archives/tag/hungary,mobile,6,1,1,6,112,23,0,0
/global/archives/tag/sk-energy-americas,desktop,6,3,3,2,19.666666666666668,28,0,0
/global/archives/10654,desktop,5,6,4,1.25,25,23,0,0
/global/archives/10985,desktop,5,2,2,2.5,52.5,19,0,0
/global/archives/11527,desktop,5,2,2,2.5,12.5,20,0,0
/global/archives/12008,desktop,5,4,4,1.25,15.75,18,0,0
/global/archives/13748,desktop,5,4,4,1.25,147.5,20,0,0
/global/archives/13932,desktop,5,3,3,1.6666666666666667,21,21,0,0
/global/archives/14309,desktop,5,5,5,1,9.8,22,0,0
/global/archives/15259,desktop,5,6,5,1,0,21,0,0
/global/archives/15490,mobile,5,5,4,1.25,28.75,21,0,0
/global/archives/17950,desktop,5,6,5,1,36,21,0,0
/global/archives/18361,desktop,5,5,5,1,41.2,22,0,0
/global/archives/18388,desktop,5,5,5,1,26.8,24,0,0
/global/archives/19202,mobile,5,5,4,1.25,30.75,18,0,0
/global/archives/4308,desktop,5,3,3,1.6666666666666667,32,17,0,0
/global/archives/489,desktop,5,6,4,1.25,35.5,25,0,0
/global/archives/5772,desktop,5,4,4,1.25,10.75,20,0,0
/global/archives/9709,desktop,5,5,5,1,9.4,21,0,0
/global/archives/category/ces/ces-2023,mobile,5,1,1,5,53,15,0,0
/global/archives/category/people/inno-people,desktop,5,7,5,1,15,20,0,0
/global/archives/tag/lithium-ion-batteries,desktop,5,1,1,5,34,20,0,0
/global/archives/tag/yubase,mobile,5,3,2,2.5,25.5,16,0,0
/global/archives/11004,mobile,4,3,3,1.3333333333333333,86.66666666666667,15,0,0
/global/archives/11161,desktop,4,4,3,1.3333333333333333,246.66666666666666,19,0,0
/global/archives/11400,desktop,4,2,2,2,56,18,0,0
/global/archives/11807,desktop,4,3,3,1.3333333333333333,53.333333333333336,17,0,0
/global/archives/12147,desktop,4,5,4,1,8.5,18,0,0
/global/archives/12220,desktop,4,4,3,1.3333333333333333,14.666666666666666,18,0,0
/global/archives/12306,mobile,4,1,1,4,84,14,0,0
/global/archives/14193,desktop,4,6,4,1,0,18,0,0
/global/archives/14226,desktop,4,6,4,1,8,21,0,0
/global/archives/15374,mobile,4,3,3,1.3333333333333333,29.666666666666668,17,0,0
/global/archives/15574,desktop,4,5,4,1,5.5,15,0,0
/global/archives/15760,desktop,4,3,3,1.3333333333333333,36.333333333333336,18,0,0
/global/archives/15937,desktop,4,4,3,1.3333333333333333,45.333333333333336,17,0,0
/global/archives/16376,mobile,4,4,2,2,2.5,15,0,0
/global/archives/16493,desktop,4,5,3,1.3333333333333333,99.33333333333333,19,0,0
/global/archives/17386,mobile,4,3,1,4,3,11,0,0
/global/archives/17476,desktop,4,5,3,1.3333333333333333,81,20,0,0
/global/archives/17476,mobile,4,4,3,1.3333333333333333,7.666666666666667,16,0,0
/global/archives/17499,mobile,4,4,4,1,62,17,0,0
/global/archives/17595,mobile,4,3,2,2,24.5,11,0,0
/global/archives/17844,desktop,4,4,2,2,17.5,16,0,0
/global/archives/19095,desktop,4,4,3,1.3333333333333333,0,14,0,0
/global/archives/19149,mobile,4,4,4,1,1,16,0,0
/global/archives/19349,mobile,4,4,4,1,14.5,15,0,0
/global/archives/303,desktop,4,4,4,1,1.5,15,0,0
/global/archives/4499,desktop,4,3,3,1.3333333333333333,8.666666666666666,17,0,0
/global/archives/4612,desktop,4,4,4,1,9.5,18,0,0
/global/archives/9910,mobile,4,4,4,1,90.25,19,0,0
/global/archives/category/corporate/sk-energy,desktop,4,3,3,1.3333333333333333,18.666666666666668,17,0,0
/global/archives/category/corporate/sk-enmove,desktop,4,4,3,1.3333333333333333,27,18,0,0
/global/archives/category/corporates/sk-incheon-petrochem,desktop,4,3,3,1.3333333333333333,7.333333333333333,15,0,0
/global/archives/category/corporates/sk-innovation,mobile,4,3,3,1.3333333333333333,28.666666666666668,13,0,0
/global/archives/tag/s-pack,desktop,4,2,2,2,16.5,17,0,0
/global/archives/1058,desktop,3,3,2,1.5,30.5,13,0,0
/global/archives/10802,desktop,3,4,3,1,19.333333333333332,13,0,0
/global/archives/11596,desktop,3,3,3,1,18,15,0,0
/global/archives/12022,mobile,3,3,3,1,3,13,0,0
/global/archives/12147,mobile,3,3,3,1,23.333333333333332,15,0,0
/global/archives/12269,desktop,3,4,3,1,4,15,0,0
/global/archives/12692,desktop,3,3,3,1,23.666666666666668,14,0,0
/global/archives/12891,desktop,3,4,3,1,33.666666666666664,12,0,0
/global/archives/12950,desktop,3,4,4,0.75,14.75,11,0,0
/global/archives/13103,desktop,3,3,3,1,29.333333333333332,10,0,0
/global/archives/13184,desktop,3,2,2,1.5,17,14,0,0
/global/archives/13544,desktop,3,3,3,1,5.333333333333333,12,0,0
/global/archives/13780,mobile,3,3,3,1,16.333333333333332,12,0,0
/global/archives/14628,desktop,3,3,3,1,11.666666666666666,10,0,0
/global/archives/14688,desktop,3,3,3,1,30.333333333333332,13,0,0
/global/archives/14766,desktop,3,3,3,1,16,13,0,0
/global/archives/14962,mobile,3,3,2,1.5,0,9,0,0
/global/archives/16493,mobile,3,3,3,1,2.3333333333333335,11,0,0
/global/archives/16719,desktop,3,3,3,1,125,14,0,0
/global/archives/16939,desktop,3,2,2,1.5,14.5,10,0,0
/global/archives/17022,desktop,3,3,3,1,19,15,0,0
/global/archives/17169,mobile,3,3,3,1,39.333333333333336,14,0,0
/global/archives/17460,mobile,3,3,3,1,16.333333333333332,14,0,0
/global/archives/17817,mobile,3,3,1,3,18,10,0,0
/global/archives/17863,desktop,3,2,2,1.5,22,11,0,0
/global/archives/18140,mobile,3,3,2,1.5,0,11,0,0
/global/archives/18608,mobile,3,1,1,3,104,13,0,0
/global/archives/2557,desktop,3,1,1,3,38,11,0,0
/global/archives/4499,mobile,3,3,3,1,4,13,0,0
/global/archives/4751,desktop,3,4,3,1,1524.6666666666667,12,0,0
/global/archives/4776,mobile,3,2,2,1.5,48,12,0,0
/global/archives/497,desktop,3,3,1,3,0,12,0,0
/global/archives/6343,desktop,3,3,3,1,7.333333333333333,12,0,0
/global/archives/6462,desktop,3,3,3,1,21.666666666666668,12,0,0
/global/archives/6807,desktop,3,3,2,1.5,58.5,13,0,0
/global/archives/7245,desktop,3,4,3,1,2.3333333333333335,15,0,0
/global/archives/7906,mobile,3,2,2,1.5,59,11,0,0
/global/archives/8067,desktop,3,2,2,1.5,50.5,14,0,0
/global/archives/8310,desktop,3,3,2,1.5,70.5,12,0,0
/global/archives/8899,desktop,3,4,3,1,37.666666666666664,16,0,0
/global/archives/8914,mobile,3,1,1,3,46,10,0,0
/global/archives/9509,desktop,3,3,1,3,0,12,0,0
/global/archives/9509,mobile,3,3,3,1,69,14,0,0
/global/archives/9695,desktop,3,3,3,1,20.666666666666668,14,0,0
/global/archives/category/corporate/sk-on,desktop,3,3,2,1.5,26.5,12,0,0
/global/archives/category/corporates/sk-ie-technology,desktop,3,2,2,1.5,17.5,12,0,0
/global/archives/category/people/inno-people,mobile,3,1,1,3,0,6,0,0
/global/archives/tag/all-solid-state,desktop,3,1,1,3,8,12,0,0
/global/archives/tag/batteries,desktop,3,1,1,3,9,12,0,0
/global/archives/tag/egg-program,desktop,3,2,2,1.5,11,14,0,0
/global/archives/tag/financial-results,desktop,3,2,2,1.5,13,12,0,0
/global/archives/tag/green-bonds,desktop,3,1,1,3,24,8,0,0
/global/archives/tag/lithium-ion-battery,desktop,3,1,1,3,31,14,0,0
/global/archives/tag/oh-jong-hoon,desktop,3,1,1,3,17,12,0,0
/global/archives/tag/poe,desktop,3,2,2,1.5,1,12,0,0
/global/archives/tag/pouch-type-battery,desktop,3,3,3,1,6.333333333333333,15,0,0
/global/archives/tag/sko,desktop,3,4,2,1.5,7,15,0,0
/global/family-site-links,desktop,3,3,3,1,8.666666666666666,19,0,0
/global/latestnews,mobile,3,3,3,1,3,10,0,0
/global/legal-notices,desktop,3,3,1,3,3,10,0,0
/global/,tablet,2,2,1,2,20,18,0,0
/global/archives/10073,mobile,2,1,1,2,42,6,0,0
/global/archives/10133,mobile,2,2,2,1,16,9,0,0
/global/archives/10535,desktop,2,2,2,1,7,8,0,0
/global/archives/10713,tablet,2,1,1,2,48,9,0,0
/global/archives/10767,desktop,2,3,2,1,3.5,10,0,0
/global/archives/10842,desktop,2,3,1,2,0,10,0,0
/global/archives/10913,desktop,2,3,2,1,5.5,11,0,0
/global/archives/11147,mobile,2,2,2,1,19,11,0,0
/global/archives/114530,mobile,2,1,1,2,1,9,0,0
/global/archives/11537,desktop,2,2,2,1,65.5,6,0,0
/global/archives/11992,desktop,2,2,2,1,26.5,8,0,0
/global/archives/12072,desktop,2,3,2,1,18.5,12,0,0
/global/archives/12471,desktop,2,2,2,1,7,6,0,0
/global/archives/12667,desktop,2,3,2,1,339,10,0,0
/global/archives/12667,mobile,2,1,1,2,64,6,0,0
/global/archives/13374,desktop,2,3,2,1,0,9,0,0
/global/archives/13521,mobile,2,2,2,1,0.5,9,0,0
/global/archives/13595,mobile,2,2,2,1,27,8,0,0
/global/archives/14065,desktop,2,3,2,1,0,10,0,0
/global/archives/14264,desktop,2,2,2,1,27,6,0,0
/global/archives/14493,desktop,2,2,2,1,5.5,9,0,0
/global/archives/14634,mobile,2,2,2,1,16,9,0,0
/global/archives/14766,mobile,2,3,1,2,0,9,0,0
/global/archives/1493,mobile,2,2,2,1,62,8,0,0
/global/archives/15007,desktop,2,2,2,1,32,9,0,0
/global/archives/15067,desktop,2,2,2,1,22.5,10,0,0
/global/archives/15067,mobile,2,2,2,1,34.5,7,0,0
/global/archives/15103,desktop,2,1,1,2,36,10,0,0
/global/archives/15430,desktop,2,2,2,1,72.5,10,0,0
/global/archives/15654,desktop,2,1,1,2,44,6,0,0
/global/archives/15664,mobile,2,2,2,1,0.5,9,0,0
/global/archives/15687,mobile,2,2,2,1,127.5,8,0,0
/global/archives/15865,mobile,2,2,1,2,0,6,0,0
/global/archives/15937,mobile,2,2,2,1,4,11,0,0
/global/archives/15985,desktop,2,2,2,1,41,11,0,0
/global/archives/16308,desktop,2,2,2,1,6,11,0,0
/global/archives/16480,desktop,2,2,2,1,14,10,0,0
/global/archives/16738,desktop,2,2,2,1,14,10,0,0
/global/archives/16834,mobile,2,1,1,2,4,5,0,0
/global/archives/16881,desktop,2,3,2,1,25.5,10,0,0
/global/archives/16970,desktop,2,3,2,1,0,9,0,0
/global/archives/17010,desktop,2,3,2,1,7.5,9,0,0
/global/archives/17022,mobile,2,2,2,1,0,8,0,0
/global/archives/17990,desktop,2,2,2,1,0,8,0,0
/global/archives/17990,tablet,2,1,1,2,36,7,0,0
/global/archives/18107,tablet,2,2,2,1,54,9,0,0
/global/archives/18283,mobile,2,2,1,2,6,8,0,0
/global/archives/18301,desktop,2,2,2,1,110,10,0,0
/global/archives/18332,desktop,2,1,1,2,48,9,0,0
/global/archives/18361,mobile,2,2,2,1,35.5,9,0,0
/global/archives/18445,mobile,2,2,2,1,0,7,0,0
/global/archives/18571,desktop,2,3,2,1,0,10,0,0
/global/archives/18571,mobile,2,2,2,1,7,10,0,0
/global/archives/18690,desktop,2,3,2,1,30.5,8,0,0
/global/archives/18753,desktop,2,3,3,0.6666666666666666,0,5,0,0
/global/archives/18989,desktop,2,2,2,1,6.5,9,0,0
/global/archives/19328,tablet,2,2,1,2,0,6,0,0
/global/archives/2329,desktop,2,3,2,1,0,8,0,0
/global/archives/2490,mobile,2,2,1,2,395,8,0,0
/global/archives/298,desktop,2,2,2,1,17.5,11,0,0
/global/archives/4146,mobile,2,2,2,1,8,10,0,0
/global/archives/4309,desktop,2,3,2,1,8,11,0,0
/global/archives/4776,desktop,2,2,2,1,9,8,0,0
/global/archives/4921,desktop,2,2,2,1,5,9,0,0
/global/archives/564,desktop,2,3,2,1,46.5,10,0,0
/global/archives/5981,desktop,2,2,1,2,3,8,0,0
/global/archives/6216,mobile,2,2,2,1,3.5,9,0,0
/global/archives/7043,desktop,2,2,2,1,98.5,9,0,0
/global/archives/7302,desktop,2,2,2,1,7,8,0,0
/global/archives/7476,desktop,2,2,2,1,15.5,9,0,0
/global/archives/7596,mobile,2,2,2,1,13,9,0,0
/global/archives/7633,desktop,2,2,2,1,5.5,9,0,0
/global/archives/7761,desktop,2,2,2,1,4,7,0,0
/global/archives/7870,desktop,2,2,2,1,39.5,10,0,0
/global/archives/7991,desktop,2,1,1,2,8,7,0,0
/global/archives/8046,desktop,2,2,1,2,18,9,0,0
/global/archives/8087,desktop,2,2,2,1,40,9,0,0
/global/archives/8327,desktop,2,2,2,1,18,10,0,0
/global/archives/8350,desktop,2,3,2,1,2,11,0,0
/global/archives/8383,mobile,2,2,1,2,0,7,0,0
/global/archives/8400,desktop,2,3,2,1,0,10,0,0
/global/archives/9191,desktop,2,3,2,1,13,6,0,0
/global/archives/9394,desktop,2,1,1,2,24,8,0,0
/global/archives/9668,desktop,2,3,2,1,28.5,7,0,0
/global/archives/category/corporate/sk-energy,mobile,2,2,2,1,38,9,0,0
/global/archives/category/corporate/sk-rading-international,desktop,2,2,1,2,6,8,0,0
/global/archives/category/people/onsite-report,desktop,2,2,2,1,353,11,0,0
/global/archives/category/press-room/financial-results,mobile,2,2,2,1,5.5,8,0,0
/global/archives/category/social-value/csr-program,desktop,2,2,2,1,5,10,0,0
/global/archives/category/social-value/social-enterprise,desktop,2,2,2,1,5.5,10,0,0
/global/archives/tag/2024gmf,mobile,2,1,1,2,6,8,0,0
/global/archives/tag/ecopro-bm,desktop,2,2,2,1,13,7,0,0
/global/archives/tag/executive-appointments,desktop,2,1,1,2,19,8,0,0
/global/archives/tag/f-150-lightning,desktop,2,3,1,2,11,11,0,0
/global/archives/tag/ford,desktop,2,1,1,2,10,8,0,0
/global/archives/tag/houston,desktop,2,1,1,2,7,7,0,0
/global/archives/tag/ketapu-cluster,desktop,2,2,2,1,5,8,0,0
/global/archives/tag/liquid-immersion-cooling,desktop,2,1,1,2,18,9,0,0
/global/archives/tag/malaysia,mobile,2,1,1,2,0,6,0,0
/global/archives/tag/ncm811,desktop,2,1,1,2,17,8,0,0
/global/archives/tag/ncm811,mobile,2,2,2,1,8.5,8,0,0
/global/archives/tag/nexlene,desktop,2,1,1,2,30,8,0,0
/global/archives/tag/northvolt,mobile,2,2,2,1,2.5,11,0,0
/global/archives/tag/rhee-jang-weon,desktop,2,1,1,2,3,8,0,0
/global/archives/tag/secondary-batteries,desktop,2,1,1,2,10,8,0,0
/global/archives/tag/sk-hi-tech-battery-materials-china,desktop,2,1,1,2,16,10,0,0
/global/archives/tag/sk-hi-tech-battery-materials-poland,desktop,2,2,2,1,2,9,0,0
/global/archives/tag/sk-hi-tech-battery-materials-poland,mobile,2,1,1,2,0,5,0,0
/global/archives/tag/sk-on-hungary,mobile,2,1,1,2,14,7,0,0
/global/archives/tag/skba,desktop,2,2,2,1,6,8,0,0
/global/archives/tag/skgca,desktop,2,1,1,2,18,8,0,0
/global/archives/tag/skti,desktop,2,3,2,1,0.5,11,0,0
/global/archives/tag/sk综合化学,desktop,2,2,2,1,18,8,0,0
/global/archives/tag/sk综合化学上海,desktop,2,2,2,1,8.5,10,0,0
/global/archives/tag/solid-power,mobile,2,2,2,1,37.5,11,0,0
/global/archives/tag/ulsan-clx,desktop,2,2,2,1,23,9,0,0
/global/archives/tag/中韩石化,desktop,2,2,2,1,7,9,0,0
/global/privacy-policy,desktop,2,2,2,1,1.5,7,0,0
/global/who-we-are,mobile,2,1,1,2,11,6,0,0
/global/,smart tv,1,1,1,1,0,5,0,0
/global/404,desktop,1,1,1,1,2,6,0,0
/global/archives/10031,desktop,1,2,1,1,0,5,0,0
/global/archives/10066,desktop,1,1,1,1,1,4,0,0
/global/archives/10326,desktop,1,1,1,1,0,4,0,0
/global/archives/10445,desktop,1,1,1,1,0,3,0,0
/global/archives/10610,mobile,1,1,1,1,22,5,0,0
/global/archives/10654,mobile,1,1,1,1,53,5,0,0
/global/archives/10654,tablet,1,1,1,1,129,5,0,0
/global/archives/10697,desktop,1,1,1,1,245,4,0,0
/global/archives/107411,desktop,1,1,1,1,1,6,0,0
/global/archives/107411,mobile,1,1,1,1,0,3,0,0
/global/archives/10774,mobile,1,1,1,1,77,5,0,0
/global/archives/10872,desktop,1,1,1,1,25,6,0,0
/global/archives/10985,mobile,1,1,1,1,73,6,0,0
/global/archives/11037,desktop,1,1,1,1,0,4,0,0
/global/archives/11125,desktop,1,1,1,1,5,4,0,0
/global/archives/11125,mobile,1,1,1,1,0,4,0,0
/global/archives/11147,desktop,1,1,1,1,8,5,0,0
/global/archives/11214,desktop,1,2,1,1,5,7,0,0
/global/archives/11286,desktop,1,1,1,1,0,3,0,0
/global/archives/11342,desktop,1,1,1,1,11,4,0,0
/global/archives/11486,mobile,1,1,1,1,32,4,0,0
/global/archives/11512,desktop,1,1,1,1,114,3,0,0
/global/archives/1175,desktop,1,1,1,1,0,2,0,0
/global/archives/11758,desktop,1,1,1,1,2,5,0,0
/global/archives/11889,desktop,1,1,1,1,0,4,0,0
/global/archives/11980,mobile,1,1,1,1,356,5,0,0
/global/archives/12091,desktop,1,1,1,1,0,3,0,0
/global/archives/12274/skee,desktop,1,1,1,1,10,5,0,0
/global/archives/12274/skee,mobile,1,1,1,1,2,5,0,0
/global/archives/1237,desktop,1,1,1,1,22,4,0,0
/global/archives/12373,desktop,1,1,1,1,1,4,0,0
/global/archives/12483,desktop,1,1,1,1,18,5,0,0
/global/archives/1257,desktop,1,1,1,1,13,4,0,0
/global/archives/12617,desktop,1,2,1,1,2,4,0,0
/global/archives/12688,desktop,1,1,1,1,111,4,0,0
/global/archives/12692,mobile,1,1,1,1,10,3,0,0
/global/archives/13211,mobile,1,1,1,1,0,4,0,0
/global/archives/13313,desktop,1,1,1,1,10,5,0,0
/global/archives/13327,mobile,1,1,1,1,13,5,0,0
/global/archives/13437,desktop,1,1,1,1,10,5,0,0
/global/archives/13513,desktop,1,1,1,1,13,3,0,0
