# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240101
# 종료일: 20240107
페이지 경로 및 화면 클래스,국가,조회수,세션수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,전환,총 수익
/global/archives/category/press-room/press-release,Thailand,3,3,1,3,45,13,0,0
/global/archives/tag/ccus,United States,3,1,1,3,17,12,0,0
/global/archives/tag/depolymerization,South Korea,3,1,1,3,13,12,0,0
/global/archives/tag/lithium-ion-battery,India,3,2,2,1.5,10.5,12,0,0
/global/archives/tag/ncm811,South Korea,3,1,1,3,58,13,0,0
/global/archives/tag/sk-wonderland,South Korea,3,3,3,1,6.333333333333333,16,0,0
/global/archives/tag/sk-wonderland,United States,3,1,1,3,7,11,0,0
/global/archives/tag/skei-singapore,Singapore,3,2,2,1.5,17.5,14,0,0
/global/archives/tag/skeo,South Korea,3,3,3,1,9.333333333333334,15,0,0
/global/,Austria,2,2,2,1,40,9,0,0
/global/,Hong Kong,2,2,2,1,19,11,0,0
/global/,Mexico,2,1,1,2,44,9,0,0
/global/,Norway,2,1,1,2,2,7,0,0
/global/,Spain,2,2,1,2,65,9,0,0
/global/archives/10535,South Korea,2,2,2,1,36,11,0,0
/global/archives/10535,United States,2,1,1,2,183,9,0,0
/global/archives/1058,Singapore,2,4,2,1,0,12,0,0
/global/archives/10654,United States,2,2,2,1,150.5,10,0,0
/global/archives/10872,India,2,2,1,2,0,7,0,0
/global/archives/10872,South Korea,2,1,1,2,2,8,0,0
/global/archives/11087,South Korea,2,2,2,1,15.5,9,0,0
/global/archives/1114,South Korea,2,2,1,2,0,6,0,0
/global/archives/11161,South Korea,2,3,1,2,1,8,0,0
/global/archives/11400,France,2,2,1,2,0,8,0,0
/global/archives/11596,Netherlands,2,1,1,2,0,6,0,0
/global/archives/11807,Singapore,2,2,1,2,520,8,0,0
/global/archives/11807,Vietnam,2,2,1,2,1,6,0,0
/global/archives/12022,India,2,3,2,1,0,8,0,0
/global/archives/12022,Indonesia,2,2,2,1,36,10,0,0
/global/archives/12106,Singapore,2,1,1,2,50,7,0,0
/global/archives/12220,South Korea,2,2,2,1,19.5,11,0,0
/global/archives/12306,Japan,2,2,2,1,29.5,8,0,0
/global/archives/12319,United States,2,2,2,1,30.5,7,0,0
/global/archives/12610,South Korea,2,3,1,2,0,8,0,0
/global/archives/12688,Canada,2,1,1,2,223,9,0,0
/global/archives/12950,India,2,2,2,1,32.5,9,0,0
/global/archives/13130,South Korea,2,2,2,1,72,10,0,0
/global/archives/13130,United States,2,2,2,1,17,8,0,0
/global/archives/13211,United Kingdom,2,1,1,2,22,7,0,0
/global/archives/13230,United Kingdom,2,2,1,2,97,9,0,0
/global/archives/13329,South Korea,2,4,2,1,1.5,9,0,0
/global/archives/13521,South Korea,2,2,2,1,14.5,9,0,0
/global/archives/13780,India,2,2,1,2,6,7,0,0
/global/archives/13850,South Korea,2,2,1,2,31,7,0,0
/global/archives/13932,South Korea,2,1,1,2,28,7,0,0
/global/archives/14030,Japan,2,1,1,2,7,7,0,0
/global/archives/14065,Poland,2,2,2,1,18,9,0,0
/global/archives/14078,United States,2,2,2,1,61,10,0,0
/global/archives/14226,United States,2,2,2,1,0,8,0,0
/global/archives/14243,Germany,2,2,1,2,12,8,0,0
/global/archives/14243,United States,2,2,2,1,79,11,0,0
/global/archives/14634,Canada,2,2,0,0,0,5,0,0
/global/archives/14634,United States,2,2,1,2,0,6,0,0
/global/archives/14766,Mexico,2,1,1,2,222,7,0,0
/global/archives/15259,Singapore,2,1,1,2,19,8,0,0
/global/archives/15353,United States,2,2,2,1,4.5,7,0,0
/global/archives/15374,Singapore,2,2,1,2,9,9,0,0
/global/archives/15374,South Korea,2,3,2,1,22,12,0,0
/global/archives/15374,Vietnam,2,2,1,2,0,7,0,0
/global/archives/15654,South Korea,2,3,2,1,5,10,0,0
/global/archives/15664,Egypt,2,2,2,1,3,8,0,0
/global/archives/15687,Germany,2,2,2,1,237,10,0,0
/global/archives/15687,South Korea,2,2,2,1,47.5,10,0,0
/global/archives/15689,South Korea,2,2,2,1,15.5,10,0,0
/global/archives/15865,South Korea,2,1,1,2,118,7,0,0
/global/archives/15902,Thailand,2,1,1,2,94,9,0,0
/global/archives/15985,India,2,2,2,1,22.5,7,0,0
/global/archives/16060,India,2,3,2,1,0,8,0,0
/global/archives/16131,Malaysia,2,2,0,0,0,5,0,0
/global/archives/16169,South Korea,2,2,1,2,3,8,0,0
/global/archives/16286,South Korea,2,2,2,1,1,7,0,0
/global/archives/16448,Mexico,2,1,1,2,42,6,0,0
/global/archives/16480,Canada,2,2,2,1,27,10,0,0
/global/archives/16480,China,2,2,2,1,3.5,5,0,0
/global/archives/16613,Georgia,2,1,1,2,0,6,0,0
/global/archives/16613,Greece,2,2,0,0,0,6,0,0
/global/archives/16613,Iraq,2,3,1,2,0,8,0,0
/global/archives/16613,Romania,2,2,0,0,0,6,0,0
/global/archives/16613,Uganda,2,2,0,0,0,6,0,0
/global/archives/16787,Netherlands,2,1,1,2,68,9,0,0
/global/archives/16834,Japan,2,3,2,1,1.5,10,0,0
/global/archives/16925,Hong Kong,2,2,2,1,11.5,6,0,0
/global/archives/16925,India,2,2,2,1,27.5,9,0,0
/global/archives/16925,United Kingdom,2,2,2,1,47,11,0,0
/global/archives/16925,United States,2,3,2,1,0,9,0,0
/global/archives/16939,Canada,2,2,2,1,19.5,8,0,0
/global/archives/16939,Hungary,2,1,1,2,48,7,0,0
/global/archives/16939,Mexico,2,1,1,2,199,8,0,0
/global/archives/16939,Netherlands,2,2,1,2,2,8,0,0
/global/archives/16939,Sweden,2,2,2,1,11,11,0,0
/global/archives/16970,Canada,2,2,2,1,16.5,9,0,0
/global/archives/16970,Indonesia,2,2,2,1,45,9,0,0
/global/archives/16980,United States,2,2,2,1,2.5,7,0,0
/global/archives/3269,Japan,2,2,1,2,0,7,0,0
/global/archives/3820,Hungary,2,1,1,2,178,9,0,0
/global/archives/3820,India,2,1,1,2,0,5,0,0
/global/archives/3922,Indonesia,2,1,1,2,161,8,0,0
/global/archives/4308,United Kingdom,2,1,1,2,155,8,0,0
/global/archives/4518,United States,2,2,1,2,1,6,0,0
/global/archives/4751,Japan,2,2,2,1,34,9,0,0
/global/archives/489,Myanmar (Burma),2,1,1,2,18,7,0,0
/global/archives/5772,Thailand,2,2,1,2,0,7,0,0
/global/archives/5893,Hong Kong,2,1,1,2,53,8,0,0
/global/archives/6216,Canada,2,1,1,2,57,8,0,0
/global/archives/6323,Canada,2,1,1,2,270,7,0,0
/global/archives/6559,China,2,2,1,2,6,10,0,0
/global/archives/6647,Germany,2,1,1,2,349,7,0,0
/global/archives/6647,India,2,1,1,2,30,7,0,0
/global/archives/6647,United States,2,1,1,2,8,8,0,0
/global/archives/6734,South Korea,2,1,1,2,19,6,0,0
/global/archives/7177,United States,2,2,2,1,15,9,0,0
/global/archives/7245,United States,2,2,2,1,47,9,0,0
/global/archives/7596,United States,2,2,1,2,149,9,0,0
/global/archives/7761,United States,2,2,2,1,157.5,10,0,0
/global/archives/8105,Taiwan,2,2,1,2,44,9,0,0
/global/archives/822,South Korea,2,1,1,2,2,5,0,0
/global/archives/822,United Kingdom,2,2,1,2,8,10,0,0
/global/archives/8350,Brazil,2,2,1,2,102,10,0,0
/global/archives/8400,Hungary,2,3,1,2,6,10,0,0
/global/archives/8646,Taiwan,2,1,1,2,11,7,0,0
/global/archives/9236,France,2,2,1,2,0,6,0,0
/global/archives/9236,Iran,2,2,1,2,121,9,0,0
/global/archives/9236,Japan,2,3,1,2,0,9,0,0
/global/archives/9695,Taiwan,2,1,1,2,103,6,0,0
/global/archives/9709,United States,2,2,2,1,19.5,11,0,0
/global/archives/9740,South Korea,2,2,1,2,7,7,0,0
/global/archives/9910,Singapore,2,4,2,1,0.5,12,0,0
/global/archives/category/ces/ces-2023,United States,2,1,1,2,53,9,0,0
/global/archives/category/ces/ces-2024,Japan,2,1,1,2,2,7,0,0
/global/archives/category/corporate,United States,2,2,2,1,10.5,8,0,0
/global/archives/category/corporate/sk-enmove,Hong Kong,2,2,1,2,15,9,0,0
/global/archives/category/corporate/sk-enmove,South Korea,2,3,2,1,2,10,0,0
/global/archives/category/corporate/sk-geo-centric,United States,2,1,1,2,31,7,0,0
/global/archives/category/corporate/sk-ie-technology,India,2,2,2,1,5,8,0,0
/global/archives/category/corporate/sk-innovation,Hungary,2,1,1,2,37,7,0,0
/global/archives/category/corporate/sk-innovation,Vietnam,2,1,1,2,20,8,0,0
/global/archives/category/people/ceo-leaders,South Korea,2,2,2,1,2.5,8,0,0
/global/archives/category/people/ceo-leaders,United Kingdom,2,2,1,2,46,9,0,0
/global/archives/category/people/inno-people,United States,2,2,2,1,12,8,0,0
/global/archives/category/press-room,Canada,2,2,1,2,20,8,0,0
/global/archives/category/press-room,United Kingdom,2,2,2,1,17,8,0,0
/global/archives/category/press-room/financial-results,Japan,2,1,1,2,12,8,0,0
/global/archives/category/press-room/press-release,Singapore,2,2,1,2,4,9,0,0
/global/archives/category/press-room/press-release,United Kingdom,2,2,2,1,41.5,9,0,0
/global/archives/tag/1-4-butanediol,South Korea,2,1,1,2,20,7,0,0
/global/archives/tag/bmic,South Korea,2,1,1,2,1,8,0,0
/global/archives/tag/earnings,United States,2,1,1,2,14,8,0,0
/global/archives/tag/ecopro,South Korea,2,1,1,2,18,10,0,0
/global/archives/tag/electric-vehicles,India,2,2,2,1,34,8,0,0
/global/archives/tag/ev-battery,India,2,2,2,1,3.5,8,0,0
/global/archives/tag/financial-results,United States,2,1,1,2,39,8,0,0
/global/archives/tag/ivancsa,South Korea,2,1,1,2,8,9,0,0
/global/archives/tag/lubricant,Australia,2,2,1,2,19,9,0,0
/global/archives/tag/pouch-type-battery,United States,2,1,1,2,27,8,0,0
/global/archives/tag/sk-innovations-institute-of-environmental-science-technology,Vietnam,2,1,1,2,86,10,0,0
/global/archives/tag/sko,South Korea,2,2,2,1,9.5,10,0,0
/global/archives/tag/sko,United States,2,2,2,1,7.5,8,0,0
/global/archives/tag/vwbe,Japan,2,2,1,2,2,7,0,0
/global/latestnews,Hong Kong,2,2,2,1,0,6,0,0
/global/latestnews,Hungary,2,1,1,2,27,9,0,0
/global/latestnews,India,2,2,2,1,6,8,0,0
/global/latestnews,Sweden,2,1,1,2,2,8,0,0
/global/latestnews,Taiwan,2,1,1,2,32,8,0,0
/global/sustainability-report,Germany,2,2,2,1,12.5,11,0,0
/global/who-we-are,United States,2,2,2,1,15,9,0,0
/global/,Argentina,1,1,1,1,12,4,0,0
/global/,Canada,1,1,1,1,20,6,0,0
/global/,Czechia,1,1,1,1,0,2,0,0
/global/,Malaysia,1,1,1,1,13,4,0,0
/global/,Sweden,1,1,1,1,23,4,0,0
/global/,Thailand,1,1,1,1,2,5,0,0
/global/,Türkiye,1,1,1,1,4,5,0,0
/global/,Ukraine,1,1,1,1,0,4,0,0
/global/archives/10133,Poland,1,1,1,1,11,6,0,0
/global/archives/10159,Portugal,1,1,1,1,0,4,0,0
/global/archives/10254,Thailand,1,1,1,1,61,6,0,0
/global/archives/10310,India,1,1,1,1,5,5,0,0
/global/archives/10404,Germany,1,1,1,1,16,4,0,0
/global/archives/1043,South Korea,1,1,1,1,6,6,0,0
/global/archives/10460,Germany,1,1,1,1,5,4,0,0
/global/archives/10460,Japan,1,1,1,1,34,5,0,0
/global/archives/10478,Singapore,1,1,1,1,0,3,0,0
/global/archives/10511,South Korea,1,1,1,1,37,6,0,0
/global/archives/1058,Hong Kong,1,2,0,0,0,5,0,0
/global/archives/10654,South Korea,1,1,1,1,137,5,0,0
/global/archives/10680,Vietnam,1,1,1,1,110,3,0,0
/global/archives/10774,Hong Kong,1,1,1,1,6,5,0,0
/global/archives/10774,India,1,1,1,1,110,4,0,0
/global/archives/10774,United States,1,1,1,1,76,6,0,0
/global/archives/10802,Japan,1,1,1,1,4,5,0,0
/global/archives/10835,Serbia,1,2,1,1,0,6,0,0
/global/archives/10913,Germany,1,1,1,1,35,4,0,0
/global/archives/10913,South Korea,1,1,1,1,24,4,0,0
/global/archives/10913,United Kingdom,1,1,1,1,313,6,0,0
/global/archives/10939,Malaysia,1,1,1,1,13,5,0,0
/global/archives/10939,South Korea,1,1,1,1,11,4,0,0
/global/archives/10985,Malaysia,1,1,1,1,2,5,0,0
/global/archives/10985,Vietnam,1,1,1,1,0,4,0,0
/global/archives/11004,United States,1,1,1,1,92,4,0,0
/global/archives/11010,Germany,1,1,1,1,0,4,0,0
/global/archives/11010,Taiwan,1,1,1,1,121,4,0,0
/global/archives/11087,India,1,1,1,1,16,3,0,0
/global/archives/11087,United States,1,1,1,1,116,6,0,0
/global/archives/11286,Ireland,1,1,1,1,0,2,0,0
/global/archives/1131,Slovakia,1,1,1,1,0,4,0,0
/global/archives/11400,India,1,1,1,1,31,4,0,0
/global/archives/11400,South Korea,1,1,1,1,26,4,0,0
/global/archives/11415,South Korea,1,1,1,1,25,4,0,0
/global/archives/11486,South Korea,1,1,1,1,2,4,0,0
/global/archives/11512,South Korea,1,1,1,1,0,4,0,0
/global/archives/11527,United States,1,1,1,1,80,5,0,0
/global/archives/11683,United States,1,1,1,1,64,6,0,0
/global/archives/11807,Canada,1,2,1,1,0,5,0,0
/global/archives/11807,Poland,1,1,1,1,11,5,0,0
/global/archives/11807,South Korea,1,1,1,1,0,4,0,0
/global/archives/11830,Japan,1,1,1,1,0,4,0,0
/global/archives/12008,Croatia,1,1,1,1,18,5,0,0
/global/archives/12008,Poland,1,1,1,1,44,4,0,0
/global/archives/12022,Pakistan,1,1,1,1,7,4,0,0
/global/archives/12022,Vietnam,1,1,1,1,57,5,0,0
/global/archives/12044,Ireland,1,1,1,1,29,2,0,0
/global/archives/12072,United States,1,1,1,1,102,5,0,0
/global/archives/12106,Canada,1,2,1,1,0,6,0,0
