# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240101
# 종료일: 20240107
페이지 경로 및 화면 클래스,기기 카테고리,조회수,세션수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,전환,총 수익
/global/archives/16980,mobile,12,8,4,3,13.5,34,0,0
/global/archives/6216,desktop,12,14,11,1.0909090909090908,113.18181818181819,59,0,0
/global/archives/14634,mobile,11,10,2,5.5,0,26,0,0
/global/archives/15664,mobile,11,10,4,2.75,8.5,33,0,0
/global/archives/category/people/ceo-leaders,desktop,11,11,10,1.1,25.5,45,0,0
/global/archives/10774,desktop,10,13,9,1.1111111111111112,28.444444444444443,48,0,0
/global/archives/12667,desktop,10,9,7,1.4285714285714286,35,42,0,0
/global/archives/14491,desktop,10,11,10,1,55.4,50,0,0
/global/archives/16463,desktop,10,12,10,1,13.1,41,0,0
/global/archives/9910,desktop,10,13,9,1.1111111111111112,2.6666666666666665,44,0,0
/global/archives/category/corporate/sk-energy,desktop,10,6,6,1.6666666666666667,14,38,0,0
/global/archives/13521,desktop,9,10,8,1.125,95.875,39,0,0
/global/archives/13595,desktop,9,9,7,1.2857142857142858,49,39,0,0
/global/archives/14226,desktop,9,11,8,1.125,17.75,38,0,0
/global/archives/14493,mobile,9,6,1,9,0,26,0,0
/global/archives/15374,desktop,9,11,8,1.125,20.625,45,0,0
/global/archives/16376,desktop,9,10,8,1.125,32.75,40,0,0
/global/archives/3820,desktop,9,11,9,1,16.11111111111111,39,0,0
/global/archives/9910,mobile,9,8,6,1.5,42.666666666666664,36,0,0
/global/archives/category/corporate/sk-innovation,mobile,9,8,5,1.8,32.2,31,0,0
/global/archives/12106,desktop,8,8,4,2,18.25,31,0,0
/global/archives/13780,desktop,8,8,6,1.3333333333333333,20.166666666666668,32,0,0
/global/archives/14766,desktop,8,7,7,1.1428571428571428,40.57142857142857,35,0,0
/global/archives/16448,desktop,8,7,7,1.1428571428571428,30.857142857142858,30,0,0
/global/archives/16532,mobile,8,8,4,2,12.5,29,0,0
/global/archives/16719,desktop,8,7,5,1.6,21.2,24,0,0
/global/archives/489,desktop,8,6,3,2.6666666666666665,10.666666666666666,31,0,0
/global/archives/5892,desktop,8,8,6,1.3333333333333333,6.833333333333333,37,0,0
/global/archives/category/ces/ces-2024,desktop,8,5,5,1.6,8.4,30,0,0
/global/archives/category/corporate/sk-enmove,desktop,8,9,7,1.1428571428571428,28.571428571428573,36,0,0
/global/sustainability-report,desktop,8,8,8,1,11.125,37,0,0
/global/archives/11400,desktop,7,6,4,1.75,34.5,29,0,0
/global/archives/11807,desktop,7,8,5,1.4,106.4,28,0,0
/global/archives/12220,desktop,7,5,5,1.4,51.8,32,0,0
/global/archives/12306,desktop,7,7,7,1,69.57142857142857,32,0,0
/global/archives/14243,desktop,7,7,7,1,239.71428571428572,34,0,0
/global/archives/14541,mobile,7,6,4,1.75,0,25,0,0
/global/archives/15204,mobile,7,5,2,3.5,0,18,0,0
/global/archives/15687,desktop,7,8,7,1,89.28571428571429,33,0,0
/global/archives/16904,desktop,7,6,4,1.75,7.75,25,0,0
/global/archives/category/ces,desktop,7,4,4,1.75,9.75,24,0,0
/global/archives/12950,desktop,6,6,5,1.2,39.4,23,0,0
/global/archives/13130,desktop,6,7,6,1,31.166666666666668,27,0,0
/global/archives/14634,desktop,6,6,5,1.2,21.6,26,0,0
/global/archives/14740,desktop,6,7,5,1.2,0.2,23,0,0
/global/archives/15259,desktop,6,5,5,1.2,27.4,25,0,0
/global/archives/15865,desktop,6,4,3,2,54,21,0,0
/global/archives/15985,desktop,6,7,6,1,16.166666666666668,23,0,0
/global/archives/16980,desktop,6,5,5,1.2,3.8,24,0,0
/global/archives/category/corporate/sk-geo-centric,desktop,6,4,4,1.5,14,20,0,0
/global/archives/12022,mobile,5,5,5,1,31.4,24,0,0
/global/archives/12274/skee,desktop,5,4,4,1.25,7,28,0,0
/global/archives/13211,desktop,5,3,2,2.5,53.5,18,0,0
/global/archives/13804,desktop,5,6,2,2.5,49.5,23,0,0
/global/archives/15638,desktop,5,3,2,2.5,28,20,0,0
/global/archives/15689,desktop,5,5,4,1.25,16,23,0,0
/global/archives/16834,mobile,5,4,4,1.25,62.25,18,0,0
/global/archives/16952,mobile,5,5,5,1,61.4,24,0,0
/global/archives/822,desktop,5,4,3,1.6666666666666667,18,19,0,0
/global/archives/category/corporate/sk-on,mobile,5,5,5,1,14.4,21,0,0
/global/archives/category/people,desktop,5,5,5,1,27.2,20,0,0
/global/archives/tag/canada,desktop,5,1,1,5,62,18,0,0
/global/archives/tag/lithium-ion-battery,desktop,5,4,4,1.25,7.5,22,0,0
/global/archives/tag/sk-wonderland,desktop,5,3,3,1.6666666666666667,3.6666666666666665,21,0,0
/global/who-we-are,desktop,5,5,5,1,26,20,0,0
/global/archives/10535,desktop,4,3,3,1.3333333333333333,85,20,0,0
/global/archives/10872,desktop,4,3,2,2,1,15,0,0
/global/archives/11087,desktop,4,4,4,1,40.75,18,0,0
/global/archives/11180,desktop,4,4,2,2,14.5,15,0,0
/global/archives/11889,desktop,4,2,1,4,133,15,0,0
/global/archives/12022,desktop,4,5,4,1,3.25,18,0,0
/global/archives/12688,desktop,4,3,3,1.3333333333333333,103.66666666666667,19,0,0
/global/archives/12692,desktop,4,3,3,1.3333333333333333,9,16,0,0
/global/archives/13374,desktop,4,5,4,1,32.25,21,0,0
/global/archives/14770,desktop,4,3,3,1.3333333333333333,48,18,0,0
/global/archives/15204,desktop,4,5,4,1,7,18,0,0
/global/archives/15374,mobile,4,4,1,4,0,13,0,0
/global/archives/16060,desktop,4,5,4,1,8.5,18,0,0
/global/archives/16613,tablet,4,4,4,1,22,18,0,0
/global/archives/16787,mobile,4,4,4,1,0,16,0,0
/global/archives/3820,mobile,4,2,2,2,89,14,0,0
/global/archives/6647,mobile,4,2,2,2,19,15,0,0
/global/archives/7445,desktop,4,5,3,1.3333333333333333,83.66666666666667,18,0,0
/global/archives/8105,desktop,4,4,3,1.3333333333333333,29,19,0,0
/global/archives/8350,desktop,4,4,3,1.3333333333333333,57,17,0,0
/global/archives/9548,desktop,4,2,2,2,27.5,14,0,0
/global/archives/9740,desktop,4,4,3,1.3333333333333333,48,17,0,0
/global/archives/tag/europe,desktop,4,2,2,2,15,16,0,0
/global/archives/tag/skba,desktop,4,2,2,2,12.5,18,0,0
/global/archives/,desktop,3,1,1,3,8,12,0,0
/global/archives/10133,desktop,3,3,3,1,3.6666666666666665,13,0,0
/global/archives/1058,desktop,3,6,2,1.5,0,17,0,0
/global/archives/10654,desktop,3,3,3,1,146,15,0,0
/global/archives/10767,desktop,3,4,3,1,55.333333333333336,18,0,0
/global/archives/10913,desktop,3,3,3,1,124,14,0,0
/global/archives/12190,desktop,3,4,2,1.5,4.5,14,0,0
/global/archives/12483,desktop,3,4,3,1,13.666666666666666,16,0,0
/global/archives/13036,mobile,3,3,3,1,12.333333333333334,13,0,0
/global/archives/13850,desktop,3,3,2,1.5,27,11,0,0
/global/archives/1399,mobile,3,3,2,1.5,4.5,11,0,0
/global/archives/14065,desktop,3,3,3,1,13.666666666666666,13,0,0
/global/archives/14078,desktop,3,3,3,1,41.333333333333336,13,0,0
/global/archives/14083,desktop,3,3,3,1,66.33333333333333,16,0,0
/global/archives/14179,desktop,3,4,3,1,5.666666666666667,12,0,0
/global/archives/15353,desktop,3,3,3,1,19.666666666666668,11,0,0
/global/archives/15574,desktop,3,4,3,1,1.3333333333333333,14,0,0
/global/archives/15654,desktop,3,4,3,1,17.333333333333332,15,0,0
/global/archives/15689,mobile,3,3,2,1.5,23,12,0,0
/global/archives/16169,desktop,3,4,2,1.5,1.5,13,0,0
/global/archives/16480,tablet,3,3,3,1,0,11,0,0
/global/archives/16738,desktop,3,3,3,1,35,13,0,0
/global/archives/16925,mobile,3,3,2,1.5,1.5,10,0,0
/global/archives/3922,desktop,3,2,2,1.5,81,12,0,0
/global/archives/4450,desktop,3,3,1,3,0,10,0,0
/global/archives/4518,desktop,3,3,1,3,4,11,0,0
/global/archives/4612,desktop,3,4,3,1,0.3333333333333333,13,0,0
/global/archives/4751,desktop,3,3,3,1,23,13,0,0
/global/archives/5893,desktop,3,2,2,1.5,26.5,12,0,0
/global/archives/6216,mobile,3,3,3,1,19,14,0,0
/global/archives/6343,desktop,3,3,3,1,23,14,0,0
/global/archives/7245,desktop,3,4,3,1,31.333333333333332,14,0,0
/global/archives/8230,desktop,3,4,3,1,60.333333333333336,14,0,0
/global/archives/8400,desktop,3,4,2,1.5,5,15,0,0
/global/archives/category/ces/ces-2023,desktop,3,2,2,1.5,37.5,13,0,0
/global/archives/category/people/inno-people,desktop,3,3,3,1,10.333333333333334,11,0,0
/global/archives/category/press-room/financial-results,mobile,3,2,2,1.5,6,11,0,0
/global/archives/tag/ccus,desktop,3,1,1,3,17,12,0,0
/global/archives/tag/depolymerization,desktop,3,1,1,3,13,12,0,0
/global/archives/tag/ncm811,desktop,3,1,1,3,58,13,0,0
/global/archives/tag/sk-innovations-institute-of-environmental-science-technology,desktop,3,2,2,1.5,58.5,16,0,0
/global/archives/tag/skeo,desktop,3,3,3,1,9.333333333333334,15,0,0
/global/archives/tag/sko,desktop,3,3,3,1,10.333333333333334,14,0,0
/global/latestnews,mobile,3,3,2,1.5,4,10,0,0
/global/terms-and-conditions,desktop,3,3,3,1,10.333333333333334,10,0,0
/global/,tablet,2,2,2,1,26,8,0,0
/global/archives/10460,desktop,2,2,2,1,19.5,9,0,0
/global/archives/10774,mobile,2,2,2,1,38,10,0,0
/global/archives/10939,desktop,2,2,2,1,12,9,0,0
/global/archives/11010,desktop,2,2,2,1,60.5,8,0,0
/global/archives/1114,desktop,2,2,1,2,0,6,0,0
/global/archives/11161,desktop,2,3,1,2,1,8,0,0
/global/archives/11596,desktop,2,1,1,2,0,6,0,0
/global/archives/12319,desktop,2,2,2,1,30.5,7,0,0
/global/archives/12373,desktop,2,2,2,1,56,9,0,0
/global/archives/12413,desktop,2,2,2,1,20.5,9,0,0
/global/archives/12473,mobile,2,2,2,1,0,7,0,0
/global/archives/12610,desktop,2,3,1,2,0,8,0,0
/global/archives/13036,desktop,2,2,2,1,13.5,5,0,0
/global/archives/13103,desktop,2,2,2,1,79.5,6,0,0
/global/archives/13153,desktop,2,2,2,1,24.5,9,0,0
/global/archives/13230,desktop,2,2,1,2,97,9,0,0
/global/archives/13327,desktop,2,2,2,1,13.5,9,0,0
/global/archives/13437,desktop,2,2,2,1,11.5,7,0,0
/global/archives/13932,desktop,2,1,1,2,28,7,0,0
/global/archives/1399,desktop,2,3,2,1,0,10,0,0
/global/archives/14030,desktop,2,1,1,2,7,7,0,0
/global/archives/14146,desktop,2,2,2,1,6,10,0,0
/global/archives/14243,mobile,2,2,1,2,0,6,0,0
/global/archives/14333,desktop,2,2,2,1,187,9,0,0
/global/archives/14493,desktop,2,2,2,1,20,7,0,0
/global/archives/14962,desktop,2,2,2,1,20,8,0,0
/global/archives/15664,tablet,2,2,2,1,71,11,0,0
/global/archives/15687,mobile,2,2,2,1,740,12,0,0
/global/archives/15902,desktop,2,1,1,2,94,9,0,0
/global/archives/15937,desktop,2,2,2,1,39.5,8,0,0
/global/archives/16131,desktop,2,4,2,1,0,8,0,0
/global/archives/16376,tablet,2,2,1,2,0,7,0,0
/global/archives/16463,mobile,2,2,2,1,76.5,10,0,0
/global/archives/16493,mobile,2,2,2,1,7.5,10,0,0
/global/archives/16532,desktop,2,2,2,1,67.5,9,0,0
/global/archives/16583,mobile,2,2,2,1,329,8,0,0
/global/archives/2329,mobile,2,2,2,1,5.5,9,0,0
/global/archives/3674,desktop,2,2,2,1,67,9,0,0
/global/archives/3962,mobile,2,2,2,1,8.5,8,0,0
/global/archives/4193,desktop,2,2,2,1,15,10,0,0
/global/archives/4308,mobile,2,1,1,2,155,8,0,0
/global/archives/4499,mobile,2,2,2,1,0,8,0,0
/global/archives/4844,desktop,2,2,2,1,0,7,0,0
/global/archives/489,mobile,2,1,1,2,18,7,0,0
/global/archives/5129,desktop,2,2,2,1,31.5,8,0,0
/global/archives/5772,desktop,2,2,1,2,0,7,0,0
/global/archives/6323,mobile,2,1,1,2,270,7,0,0
/global/archives/6559,desktop,2,2,1,2,6,10,0,0
/global/archives/6647,desktop,2,1,1,2,349,7,0,0
/global/archives/6734,desktop,2,1,1,2,19,6,0,0
/global/archives/7177,mobile,2,2,2,1,15,9,0,0
/global/archives/7476,desktop,2,2,1,2,0,7,0,0
/global/archives/7596,mobile,2,2,1,2,149,9,0,0
/global/archives/7919,desktop,2,2,2,1,32.5,10,0,0
/global/archives/8646,desktop,2,1,1,2,11,7,0,0
/global/archives/9695,desktop,2,1,1,2,103,6,0,0
/global/archives/9709,desktop,2,2,2,1,19.5,11,0,0
/global/archives/category/ces/ces-2024,mobile,2,1,1,2,27,9,0,0
/global/archives/category/corporate/sk-earthon,desktop,2,2,2,1,1.5,8,0,0
/global/archives/category/insight,desktop,2,2,2,1,8.5,6,0,0
/global/archives/category/insight/trend_report,desktop,2,2,2,1,20.5,8,0,0
/global/archives/category/social-value,desktop,2,3,2,1,1,9,0,0
/global/archives/tag/1-4-butanediol,desktop,2,1,1,2,20,7,0,0
/global/archives/tag/autosilicon,desktop,2,2,2,1,8.5,10,0,0
/global/archives/tag/bmic,desktop,2,1,1,2,1,8,0,0
/global/archives/tag/ces-2024,mobile,2,2,2,1,5.5,10,0,0
/global/archives/tag/earnings,desktop,2,1,1,2,14,8,0,0
/global/archives/tag/ecopro,desktop,2,1,1,2,18,10,0,0
/global/archives/tag/ecopro-bm,desktop,2,2,2,1,7,10,0,0
/global/archives/tag/electric-vehicles,desktop,2,2,2,1,34,8,0,0
/global/archives/tag/ev-battery,desktop,2,2,2,1,3.5,8,0,0
/global/archives/tag/financial-results,desktop,2,1,1,2,39,8,0,0
/global/archives/tag/green-bonds,desktop,2,2,2,1,21.5,11,0,0
/global/archives/tag/ivancsa,desktop,2,1,1,2,8,9,0,0
/global/archives/tag/lubricant,mobile,2,2,1,2,19,9,0,0
/global/archives/tag/nmc,mobile,2,2,2,1,0,7,0,0
/global/archives/tag/pbat,desktop,2,2,2,1,37,9,0,0
/global/archives/tag/pouch-type-battery,desktop,2,1,1,2,27,8,0,0
/global/archives/tag/pyrolysis,desktop,2,2,2,1,13,8,0,0
/global/archives/tag/recycle,desktop,2,2,2,1,32,10,0,0
/global/archives/tag/rosewell,desktop,2,2,2,1,0,7,0,0
/global/archives/tag/skei-singapore,desktop,2,1,1,2,31,9,0,0
/global/archives/tag/sko,mobile,2,2,2,1,11,11,0,0
/global/archives/tag/skoh,mobile,2,2,2,1,3.5,8,0,0
/global/archives/tag/vwbe,desktop,2,2,2,1,11,11,0,0
/global/archives/tag/vwbe,mobile,2,2,1,2,2,7,0,0
/global/archives/10133,mobile,1,1,1,1,0,3,0,0
/global/archives/10159,desktop,1,1,1,1,0,4,0,0
/global/archives/10254,desktop,1,1,1,1,61,6,0,0
/global/archives/10310,mobile,1,1,1,1,5,5,0,0
/global/archives/10404,desktop,1,1,1,1,16,4,0,0
/global/archives/1043,desktop,1,1,1,1,6,6,0,0
/global/archives/10478,desktop,1,1,1,1,0,3,0,0
/global/archives/10511,desktop,1,1,1,1,37,6,0,0
/global/archives/10680,desktop,1,1,1,1,110,3,0,0
/global/archives/10802,desktop,1,1,1,1,4,5,0,0
/global/archives/10835,desktop,1,2,1,1,0,6,0,0
/global/archives/10985,desktop,1,1,1,1,2,5,0,0
/global/archives/10985,mobile,1,1,1,1,0,4,0,0
/global/archives/11004,desktop,1,1,1,1,92,4,0,0
/global/archives/11286,desktop,1,1,1,1,0,2,0,0
/global/archives/1131,mobile,1,1,1,1,0,4,0,0
/global/archives/11415,desktop,1,1,1,1,25,4,0,0
/global/archives/11486,desktop,1,1,1,1,2,4,0,0
/global/archives/11512,mobile,1,1,1,1,0,4,0,0
/global/archives/11527,mobile,1,1,1,1,80,5,0,0
/global/archives/11683,desktop,1,1,1,1,64,6,0,0
/global/archives/11830,desktop,1,1,1,1,0,4,0,0
/global/archives/12008,desktop,1,1,1,1,44,4,0,0
/global/archives/12008,mobile,1,1,1,1,18,5,0,0
/global/archives/12044,desktop,1,1,1,1,29,2,0,0
/global/archives/12072,tablet,1,1,1,1,102,5,0,0
/global/archives/12147,desktop,1,1,1,1,21,5,0,0
/global/archives/12190,mobile,1,1,1,1,1,3,0,0
/global/archives/12293,desktop,1,1,1,1,10,4,0,0
/global/archives/12389,desktop,1,1,1,1,20,5,0,0
/global/archives/12471,desktop,1,2,1,1,0,6,0,0
/global/archives/12475,desktop,1,1,1,1,76,5,0,0
/global/archives/12483,mobile,1,1,1,1,3,4,0,0
/global/archives/12878,desktop,1,1,1,1,21,4,0,0
/global/archives/13184,desktop,1,1,1,1,0,4,0,0
/global/archives/13230,mobile,1,1,1,1,17,4,0,0
/global/archives/13256,desktop,1,1,1,1,53,4,0,0
/global/archives/13313,desktop,1,2,1,1,1,5,0,0
/global/archives/13329,desktop,1,2,1,1,3,3,0,0
/global/archives/13329,mobile,1,2,1,1,0,6,0,0
/global/archives/13413,desktop,1,1,1,1,5,4,0,0
/global/archives/13521,mobile,1,2,1,1,0,6,0,0
/global/archives/13595,mobile,1,1,1,1,26,5,0,0
/global/archives/13595/6-9_900,desktop,1,1,1,1,15,5,0,0
/global/archives/13879,desktop,1,1,1,1,0,3,0,0
/global/archives/13881,desktop,1,1,1,1,18,4,0,0
/global/archives/14179,mobile,1,1,0,0,0,3,0,0
/global/archives/14193,mobile,1,1,0,0,0,3,0,0
/global/archives/14219,desktop,1,1,1,1,34,3,0,0
/global/archives/14264,desktop,1,2,1,1,0,6,0,0
/global/archives/14302,desktop,1,1,1,1,12,6,0,0
/global/archives/14354,mobile,1,1,1,1,0,3,0,0
/global/archives/14588,desktop,1,1,1,1,8,4,0,0
/global/archives/14628,desktop,1,1,1,1,2,4,0,0
/global/archives/14668,desktop,1,1,1,1,0,3,0,0
/global/archives/14688,desktop,1,1,1,1,26,5,0,0
/global/archives/14770,mobile,1,1,1,1,0,4,0,0
/global/archives/14800,desktop,1,1,1,1,7,4,0,0
/global/archives/15067,desktop,1,1,1,1,4,4,0,0
/global/archives/15153,mobile,1,1,1,1,2,4,0,0
/global/archives/15409,desktop,1,1,1,1,43,6,0,0
/global/archives/15462,desktop,1,1,1,1,7,5,0,0
/global/archives/15497,desktop,1,1,1,1,0,3,0,0
/global/archives/15592,desktop,1,1,1,1,0,3,0,0
/global/archives/15610,desktop,1,1,1,1,0,3,0,0
/global/archives/15610,mobile,1,1,1,1,0,4,0,0
/global/archives/15760,desktop,1,1,1,1,8,5,0,0
/global/archives/15840,mobile,1,1,1,1,57,5,0,0
/global/archives/15985,mobile,1,1,1,1,0,4,0,0
/global/archives/16073,desktop,1,1,1,1,37,4,0,0
/global/archives/16286,mobile,1,1,1,1,0,4,0,0
/global/archives/16563,desktop,1,1,1,1,94,4,0,0
/global/archives/16624,mobile,1,1,1,1,14,5,0,0
/global/archives/16787,tablet,1,1,1,1,0,4,0,0
/global/archives/16810,desktop,1,1,1,1,3,4,0,0
/global/archives/1722,desktop,1,1,1,1,95,5,0,0
/global/archives/2280,desktop,1,1,1,1,11,5,0,0
/global/archives/2280,mobile,1,1,1,1,0,4,0,0
/global/archives/2293,desktop,1,1,1,1,63,5,0,0
/global/archives/2448,desktop,1,1,1,1,74,4,0,0
/global/archives/253,desktop,1,1,1,1,77,4,0,0
/global/archives/2568,desktop,1,1,1,1,0,4,0,0
/global/archives/3269,desktop,1,1,1,1,3,5,0,0
/global/archives/3292,desktop,1,1,1,1,26,5,0,0
/global/archives/3304,desktop,1,1,1,1,34,5,0,0
/global/archives/3393,mobile,1,1,1,1,100,5,0,0
/global/archives/3689,desktop,1,2,1,1,0,6,0,0
/global/archives/3820,tablet,1,1,1,1,33,5,0,0
/global/archives/3830,desktop,1,1,1,1,11,5,0,0
/global/archives/3962,desktop,1,1,1,1,14,5,0,0
/global/archives/4308,desktop,1,1,1,1,677,6,0,0
/global/archives/4482,desktop,1,1,1,1,12,4,0,0
/global/archives/479,desktop,1,1,1,1,10,4,0,0
/global/archives/4900,mobile,1,1,1,1,0,3,0,0
/global/archives/497,desktop,1,1,1,1,18,6,0,0
/global/archives/5016,desktop,1,1,1,1,8,4,0,0
/global/archives/5119,desktop,1,1,1,1,4,5,0,0
/global/archives/5146,desktop,1,2,1,1,1,6,0,0
/global/archives/5205,desktop,1,1,1,1,43,5,0,0
/global/archives/5205,mobile,1,1,1,1,6,5,0,0
/global/archives/5234,desktop,1,1,1,1,0,4,0,0
/global/archives/576,mobile,1,1,1,1,0,4,0,0
/global/archives/5853,desktop,1,2,1,1,51,3,0,0
/global/archives/5892,mobile,1,1,1,1,0,4,0,0
/global/archives/5944,desktop,1,2,1,1,0,6,0,0
/global/archives/6090,mobile,1,1,1,1,0,3,0,0
/global/archives/6313,desktop,1,1,1,1,14,4,0,0
/global/archives/6323,desktop,1,1,1,1,15,5,0,0
/global/archives/6329,mobile,1,1,1,1,0,2,0,0
/global/archives/6436,desktop,1,1,1,1,18,5,0,0
/global/archives/6517,desktop,1,1,1,1,13,6,0,0
/global/archives/653,mobile,1,1,1,1,0,4,0,0
/global/archives/6710,mobile,1,1,1,1,41,5,0,0
/global/archives/6870,desktop,1,1,1,1,33,6,0,0
/global/archives/6870,mobile,1,1,1,1,0,4,0,0
/global/archives/7215,desktop,1,1,1,1,16,6,0,0
/global/archives/7292,desktop,1,1,1,1,132,5,0,0
/global/archives/7302,desktop,1,1,1,1,0,2,0,0
/global/archives/7319,desktop,1,1,1,1,0,4,0,0
/global/archives/733,mobile,1,1,1,1,0,4,0,0
/global/archives/7463,desktop,1,4,1,1,0,10,0,0
/global/archives/7476,mobile,1,1,1,1,0,4,0,0
/global/archives/7633,mobile,1,1,1,1,0,4,0,0
/global/archives/7670,desktop,1,1,1,1,25,5,0,0
/global/archives/7710,desktop,1,1,1,1,25,5,0,0
/global/archives/7761,desktop,1,1,1,1,201,5,0,0
/global/archives/7761,mobile,1,1,1,1,114,5,0,0
/global/archives/7808,desktop,1,1,1,1,0,2,0,0
/global/archives/7870,desktop,1,1,1,1,17,4,0,0
/global/archives/7961,desktop,1,1,1,1,278,5,0,0
/global/archives/7979,desktop,1,1,1,1,6,5,0,0
/global/archives/7991,desktop,1,1,1,1,18,5,0,0
/global/archives/8022,mobile,1,1,1,1,0,3,0,0
/global/archives/8067,desktop,1,1,1,1,25,6,0,0
/global/archives/8105,mobile,1,1,1,1,679,5,0,0
/global/archives/8168,mobile,1,1,1,1,0,4,0,0
/global/archives/8230,mobile,1,1,1,1,15,5,0,0
/global/archives/8298,desktop,1,1,1,1,0,2,0,0
/global/archives/8327,desktop,1,1,1,1,0,4,0,0
/global/archives/8599,desktop,1,2,1,1,0,6,0,0
/global/archives/8914,mobile,1,1,1,1,41,5,0,0
/global/archives/9079,desktop,1,1,1,1,56,4,0,0
/global/archives/9129,mobile,1,1,1,1,3,5,0,0
/global/archives/9236,mobile,1,1,1,1,0,3,0,0
/global/archives/9286,desktop,1,1,1,1,1,3,0,0
/global/archives/9286,mobile,1,1,1,1,124,5,0,0
/global/archives/9480,mobile,1,2,1,1,0,6,0,0
/global/archives/9493,desktop,1,1,1,1,72,4,0,0
/global/archives/9509,desktop,1,2,1,1,0,5,0,0
/global/archives/9519,desktop,1,1,1,1,0,4,0,0
/global/archives/9648,desktop,1,1,1,1,93,6,0,0
/global/archives/9715,desktop,1,1,1,1,25,5,0,0
/global/archives/9998,desktop,1,1,1,1,15,5,0,0
/global/archives/category/ces/previous,desktop,1,1,1,1,24,4,0,0
/global/archives/category/corporate/sk-earthon,mobile,1,1,1,1,82,4,0,0
/global/archives/category/corporate/sk-energy,mobile,1,1,1,1,156,4,0,0
/global/archives/category/corporate/sk-incheon-petrochem,desktop,1,1,1,1,5,3,0,0
/global/archives/category/corporate/sk-rading-international,desktop,1,1,1,1,9,3,0,0
/global/archives/category/insight/expert-voice,desktop,1,1,1,1,41,4,0,0
/global/archives/category/people/onsite-report,desktop,1,1,1,1,21,3,0,0
/global/archives/category/press-room/press-release,tablet,1,1,1,1,0,4,0,0
