# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240108
# 종료일: 20240114
페이지 경로 및 화면 클래스,국가,조회수,세션수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,전환,총 수익
/global/archives/15204,India,12,8,2,6,12.5,36,0,0
/global/archives/16131,India,12,12,3,4,1,33,0,0
/global/archives/16834,United States,12,11,10,1.2,33.8,47,0,0
/global/archives/17134,South Korea,12,11,10,1.2,54.3,47,0,0
/global/archives/category/corporate/sk-on,Japan,12,5,1,12,31,40,0,0
/global/archives/category/press-room/press-release,South Korea,12,9,7,1.7142857142857142,9.285714285714286,37,0,0
/global/archives/category/press-room/press-release,United States,12,12,10,1.2,9.9,42,0,0
/global/archives/15374,South Korea,11,10,7,1.5714285714285714,69.85714285714286,44,0,0
/global/archives/15937,India,11,10,4,2.75,1.5,31,0,0
/global/archives/16939,India,11,10,7,1.5714285714285714,54.285714285714285,45,0,0
/global/archives/17047,Canada,11,14,10,1.1,29.6,59,0,0
/global/archives/category/corporate/sk-energy,South Korea,11,7,3,3.6666666666666665,142.66666666666666,44,0,0
/global/archives/category/press-room/press-release,Singapore,11,10,6,1.8333333333333333,24,46,0,0
/global/archives/tag/sk-wonderland,South Korea,11,10,8,1.375,10.25,48,0,0
/global/,Taiwan,10,5,4,2.5,42.75,43,0,0
/global/archives/10774,United States,10,9,8,1.25,12.625,39,0,0
/global/archives/16834,South Korea,10,10,6,1.6666666666666667,10,36,0,0
/global/archives/category/corporate/sk-innovation,South Korea,10,7,6,1.6666666666666667,71.16666666666667,34,0,0
/global/archives/12306,South Korea,9,8,8,1.125,44.125,34,0,0
/global/archives/15664,South Korea,9,12,9,1,61.111111111111114,49,0,0
/global/archives/15865,India,9,8,2,4.5,0,22,0,0
/global/archives/16613,Egypt,9,5,2,4.5,0,25,0,0
/global/archives/16834,Singapore,9,8,7,1.2857142857142858,18,35,0,0
/global/archives/16970,South Korea,9,8,6,1.5,10,33,0,0
/global/archives/16980,United States,9,10,8,1.125,2.75,38,0,0
/global/archives/17022,Taiwan,9,9,7,1.2857142857142858,86.71428571428571,41,0,0
/global/archives/6216,South Korea,9,9,7,1.2857142857142858,33.285714285714285,44,0,0
/global/archives/category/press-room,India,9,4,3,3,23.666666666666668,33,0,0
/global/archives/tag/sko,South Korea,9,6,6,1.5,48.5,40,0,0
/global/,France,8,7,2,4,154.5,32,0,0
/global/archives/10774,South Korea,8,10,7,1.1428571428571428,74,40,0,0
/global/archives/14634,India,8,7,2,4,12,25,0,0
/global/archives/16719,India,8,7,3,2.6666666666666665,0,25,0,0
/global/archives/17010,United Kingdom,8,8,7,1.1428571428571428,13,32,0,0
/global/archives/17047,United Kingdom,8,6,5,1.6,50,32,0,0
/global/archives/17169,United States,8,7,7,1.1428571428571428,44.57142857142857,33,0,0
/global/archives/category/press-room/financial-results,Netherlands,8,4,2,4,37,34,0,0
/global/archives/category/press-room/financial-results,Singapore,8,3,1,8,97,30,0,0
/global/archives/tag/sk-innovation-young-ambassador,United States,8,3,2,4,55.5,27,0,0
/global/archives/11807,Singapore,7,5,2,3.5,95,24,0,0
/global/archives/12106,India,7,9,5,1.4,58.8,31,0,0
/global/archives/16286,Netherlands,7,7,2,3.5,221.5,32,0,0
/global/archives/16286,United States,7,5,5,1.4,5.2,31,0,0
/global/archives/16980,South Korea,7,7,4,1.75,7.25,26,0,0
/global/archives/17010,Germany,7,8,7,1,25.142857142857142,28,0,0
/global/archives/17022,France,7,9,7,1,0,28,0,0
/global/archives/17169,South Korea,7,8,7,1,68.71428571428571,30,0,0
/global/archives/7245,United States,7,6,6,1.1666666666666667,260.3333333333333,31,0,0
/global/archives/9740,South Korea,7,6,5,1.4,61.4,28,0,0
/global/archives/category/press-room/press-release,Japan,7,7,3,2.3333333333333335,36,25,0,0
/global/,Austria,6,3,3,2,43.333333333333336,26,0,0
/global/,Germany,6,5,5,1.2,17.2,24,0,0
/global/,Japan,6,6,6,1,20.5,29,0,0
/global/archives/12306,United States,6,4,3,2,109,27,0,0
/global/archives/12610,South Korea,6,6,2,3,72.5,22,0,0
/global/archives/14493,India,6,7,1,6,0,16,0,0
/global/archives/15103,United States,6,5,3,2,43,23,0,0
/global/archives/15664,United Kingdom,6,7,5,1.2,17,26,0,0
/global/archives/15664,United States,6,7,5,1.2,37.6,27,0,0
/global/archives/16480,United States,6,7,6,1,30.333333333333332,25,0,0
/global/archives/16613,Ghana,6,5,1,6,10,19,0,0
/global/archives/16925,South Korea,6,6,5,1.2,18.4,25,0,0
/global/archives/17022,India,6,5,5,1.2,20.8,25,0,0
/global/archives/17022,United Kingdom,6,6,5,1.2,35.8,29,0,0
/global/archives/17047,Japan,6,6,5,1.2,16,26,0,0
/global/archives/17169,United Kingdom,6,6,5,1.2,4.2,24,0,0
/global/archives/9236,South Korea,6,8,6,1,81,35,0,0
/global/archives/category/corporate/sk-incheon-petrochem,South Korea,6,2,1,6,51,20,0,0
/global/archives/category/press-room/financial-results,India,6,4,2,3,28.5,25,0,0
/global/archives/category/press-room/press-release,Netherlands,6,4,3,2,20.666666666666668,23,0,0
/global/archives/category/press-room/press-release,United Kingdom,6,4,4,1.5,28,26,0,0
/global/archives/tag/green-bonds,United States,6,3,2,3,108,26,0,0
/global/archives/tag/interbattery-2023,South Korea,6,1,1,6,45,24,0,0
/global/archives/tag/sk-wonderland,Germany,6,5,5,1.2,13.2,30,0,0
/global/,Poland,5,3,3,1.6666666666666667,42.333333333333336,18,0,0
/global/archives/12008,South Korea,5,6,5,1,39.8,24,0,0
/global/archives/12603,South Korea,5,2,1,5,49,18,0,0
/global/archives/12692,United States,5,4,3,1.6666666666666667,18,18,0,0
/global/archives/15490,United States,5,6,5,1,43.4,23,0,0
/global/archives/15664,India,5,4,2,2.5,22,17,0,0
/global/archives/15689,South Korea,5,6,3,1.6666666666666667,31.666666666666668,21,0,0
/global/archives/16286,Taiwan,5,6,4,1.25,36.75,24,0,0
/global/archives/16463,Japan,5,2,2,2.5,5,17,0,0
/global/archives/16532,Vietnam,5,5,4,1.25,45.5,21,0,0
/global/archives/16613,Nigeria,5,4,1,5,134,16,0,0
/global/archives/16613,South Korea,5,4,3,1.6666666666666667,1.6666666666666667,16,0,0
/global/archives/16613,Sri Lanka,5,5,1,5,0,16,0,0
/global/archives/16719,South Korea,5,3,1,5,122,16,0,0
/global/archives/16834,United Kingdom,5,5,4,1.25,83.75,23,0,0
/global/archives/16881,Taiwan,5,5,2,2.5,25,19,0,0
/global/archives/16939,China,5,4,4,1.25,49.5,16,0,0
/global/archives/16939,Switzerland,5,5,4,1.25,10,22,0,0
/global/archives/17022,Japan,5,5,5,1,11.2,24,0,0
/global/archives/4612,South Korea,5,3,3,1.6666666666666667,16.333333333333332,22,0,0
/global/archives/6216,Germany,5,6,3,1.6666666666666667,55.333333333333336,23,0,0
/global/archives/7302,United States,5,4,3,1.6666666666666667,101,22,0,0
/global/archives/8067,United States,5,3,3,1.6666666666666667,152.33333333333334,25,0,0
/global/archives/9910,Malaysia,5,5,5,1,36,23,0,0
/global/archives/category/corporate,United States,5,5,5,1,5.8,19,0,0
/global/archives/category/press-room,China,5,2,2,2.5,25.5,14,0,0
/global/archives/category/press-room,Singapore,5,5,2,2.5,12.5,20,0,0
/global/archives/category/press-room/financial-results,China,5,3,3,1.6666666666666667,11.333333333333334,20,0,0
/global/archives/category/press-room/financial-results,Poland,5,1,1,5,21,21,0,0
/global/archives/category/press-room/financial-results,United Kingdom,5,3,2,2.5,24,20,0,0
/global/archives/category/press-room/financial-results,United States,5,3,3,1.6666666666666667,5.666666666666667,16,0,0
/global/latestnews,India,5,3,2,2.5,10.5,15,0,0
/global/,United Arab Emirates,4,3,3,1.3333333333333333,10.333333333333334,15,0,0
/global/archives/11486,Japan,4,6,1,4,25,17,0,0
/global/archives/12106,United Kingdom,4,2,2,2,58,15,0,0
/global/archives/13036,United States,4,5,4,1,56,19,0,0
/global/archives/13595,South Korea,4,3,2,2,200.5,14,0,0
/global/archives/14179,South Korea,4,5,4,1,11,14,0,0
/global/archives/14766,France,4,2,1,4,60,14,0,0
/global/archives/14766,Singapore,4,5,3,1.3333333333333333,0,14,0,0
/global/archives/15259,United States,4,3,3,1.3333333333333333,0,14,0,0
/global/archives/15374,United States,4,5,3,1.3333333333333333,79.33333333333333,21,0,0
/global/archives/15490,India,4,4,3,1.3333333333333333,191,17,0,0
/global/archives/15687,United States,4,4,2,2,79,16,0,0
/global/archives/16286,India,4,5,4,1,298,15,0,0
/global/archives/16480,South Korea,4,4,4,1,12.75,14,0,0
/global/archives/16493,Singapore,4,4,4,1,45,17,0,0
/global/archives/16532,Malaysia,4,4,1,4,0,13,0,0
/global/archives/16613,France,4,3,3,1.3333333333333333,0,13,0,0
/global/archives/16613,Greece,4,4,1,4,3,12,0,0
/global/archives/16613,Lebanon,4,4,1,4,0,12,0,0
/global/archives/16613,Venezuela,4,3,1,4,0,11,0,0
/global/archives/16787,South Korea,4,1,1,4,21,16,0,0
/global/archives/16834,Germany,4,1,1,4,123,17,0,0
/global/archives/16881,Japan,4,3,3,1.3333333333333333,16.666666666666668,17,0,0
/global/archives/16881,United Kingdom,4,3,3,1.3333333333333333,33,15,0,0
/global/archives/16904,Canada,4,4,3,1.3333333333333333,111.33333333333333,15,0,0
/global/archives/16939,Japan,4,5,3,1.3333333333333333,10.666666666666666,19,0,0
/global/archives/16952,China,4,4,3,1.3333333333333333,5.666666666666667,16,0,0
/global/archives/16970,India,4,3,3,1.3333333333333333,10.333333333333334,16,0,0
/global/archives/16970,United States,4,5,4,1,1.5,16,0,0
/global/archives/16980,France,4,5,2,2,5.5,16,0,0
/global/archives/17047,France,4,5,4,1,11,17,0,0
/global/archives/17047,Taiwan,4,4,3,1.3333333333333333,0,15,0,0
/global/archives/2329,United States,4,4,1,4,0,14,0,0
/global/archives/3674,United States,4,4,3,1.3333333333333333,34.666666666666664,17,0,0
/global/archives/4450,Singapore,4,4,1,4,38,15,0,0
/global/archives/6216,United States,4,5,3,1.3333333333333333,51,22,0,0
/global/archives/6313,Germany,4,4,3,1.3333333333333333,7.666666666666667,20,0,0
/global/archives/7906,South Korea,4,5,2,2,4,16,0,0
/global/archives/8708,Sweden,4,4,2,2,72,16,0,0
/global/archives/9236,Israel,4,3,1,4,2,15,0,0
/global/archives/category/ces,United States,4,3,3,1.3333333333333333,8,16,0,0
/global/archives/category/corporate,India,4,2,1,4,92,17,0,0
/global/archives/category/corporate/sk-enmove,Australia,4,1,1,4,133,16,0,0
/global/archives/category/corporate/sk-geo-centric,Singapore,4,2,1,4,9,15,0,0
/global/archives/category/corporate/sk-innovation,United Kingdom,4,3,3,1.3333333333333333,14.666666666666666,16,0,0
/global/archives/category/corporate/sk-on,Canada,4,1,1,4,36,11,0,0
/global/archives/category/press-room,Japan,4,4,1,4,37,16,0,0
/global/archives/category/press-room,United States,4,3,3,1.3333333333333333,13.666666666666666,16,0,0
/global/archives/category/press-room/financial-results,Canada,4,1,1,4,41,16,0,0
/global/archives/category/press-room/financial-results,Peru,4,1,1,4,106,17,0,0
/global/archives/tag/georgia,United States,4,2,2,2,159,15,0,0
/global/archives/tag/ncm9,South Korea,4,2,2,2,6.5,15,0,0
/global/archives/tag/solid-power,South Korea,4,3,3,1.3333333333333333,13,22,0,0
/global/latestnews,Poland,4,2,2,2,30.5,15,0,0
/global/who-we-are,Cyprus,4,4,1,4,5,14,0,0
/global/who-we-are,United States,4,5,3,1.3333333333333333,10,17,0,0
/global/,Italy,3,1,1,3,13,11,0,0
/global/archives/10985,Vietnam,3,2,2,1.5,90.5,12,0,0
/global/archives/11147,United Arab Emirates,3,3,1,3,78,14,0,0
/global/archives/11161,South Korea,3,4,3,1,1.3333333333333333,15,0,0
/global/archives/12269,United States,3,3,3,1,12.333333333333334,13,0,0
/global/archives/12968,South Korea,3,2,1,3,115,13,0,0
/global/archives/13521,South Korea,3,3,3,1,26,12,0,0
/global/archives/13521,United States,3,4,3,1,28.666666666666668,12,0,0
/global/archives/13748,United States,3,4,3,1,12.666666666666666,12,0,0
/global/archives/14083,China,3,1,1,3,49,12,0,0
/global/archives/14491,India,3,2,2,1.5,75.5,13,0,0
/global/archives/14634,Norway,3,3,2,1.5,7,12,0,0
/global/archives/15490,South Korea,3,3,3,1,31.666666666666668,14,0,0
/global/archives/15490,United Kingdom,3,3,3,1,0.3333333333333333,12,0,0
/global/archives/15574,South Korea,3,3,3,1,16,14,0,0
/global/archives/15592,China,3,2,2,1.5,52.5,11,0,0
/global/archives/15664,Germany,3,3,3,1,5.333333333333333,14,0,0
/global/archives/15687,United Kingdom,3,3,3,1,22.333333333333332,14,0,0
/global/archives/15937,Saudi Arabia,3,3,0,0,0,9,0,0
/global/archives/16060,Thailand,3,3,1,3,855,10,0,0
/global/archives/16131,Malaysia,3,3,1,3,1,10,0,0
/global/archives/16154,South Korea,3,4,2,1.5,12.5,15,0,0
/global/archives/16286,Canada,3,2,1,3,45,13,0,0
/global/archives/16286,United Kingdom,3,3,1,3,74,12,0,0
/global/archives/16463,United States,3,3,3,1,6,10,0,0
/global/archives/16613,Georgia,3,3,1,3,0,10,0,0
/global/archives/16613,Jordan,3,3,3,1,0,12,0,0
/global/archives/16613,Peru,3,3,0,0,0,9,0,0
/global/archives/16613,Saudi Arabia,3,3,0,0,0,10,0,0
/global/archives/16613,Tanzania,3,4,0,0,0,10,0,0
/global/archives/16787,Japan,3,2,2,1.5,110,13,0,0
/global/archives/16834,Finland,3,3,2,1.5,48,16,0,0
/global/archives/16834,Japan,3,3,3,1,10.666666666666666,13,0,0
/global/archives/16881,China,3,2,2,1.5,43.5,15,0,0
/global/archives/16939,Belgium,3,2,2,1.5,32,15,0,0
/global/archives/16939,Canada,3,4,3,1,30.333333333333332,16,0,0
/global/archives/16939,Singapore,3,3,2,1.5,99.5,15,0,0
/global/archives/16980,Jamaica,3,3,1,3,4,8,0,0
/global/archives/17010,China,3,3,3,1,24,10,0,0
/global/archives/17010,Hong Kong,3,4,4,0.75,5,13,0,0
/global/archives/17010,Slovakia,3,3,3,1,0,11,0,0
/global/archives/17047,China,3,4,3,1,37,14,0,0
/global/archives/17134,Canada,3,3,2,1.5,15,11,0,0
/global/archives/17134,India,3,3,3,1,16.666666666666668,14,0,0
/global/archives/2167,South Korea,3,3,2,1.5,77.5,15,0,0
/global/archives/3820,Germany,3,4,2,1.5,1,8,0,0
/global/archives/3873,Germany,3,1,1,3,60,12,0,0
/global/archives/4218,South Korea,3,1,1,3,11,11,0,0
/global/archives/4614,South Korea,3,1,1,3,11,12,0,0
/global/archives/4844,South Korea,3,3,3,1,32,13,0,0
/global/archives/489,Myanmar (Burma),3,3,3,1,0.6666666666666666,13,0,0
/global/archives/489,Singapore,3,2,2,1.5,31.5,14,0,0
/global/archives/7596,Spain,3,3,3,1,26.666666666666668,16,0,0
/global/archives/9709,United States,3,2,2,1.5,25.5,13,0,0
/global/archives/category/ces/ces-2023,South Korea,3,1,1,3,13,9,0,0
/global/archives/category/corporate/sk-earthon,South Korea,3,2,1,3,25,12,0,0
/global/archives/category/corporate/sk-earthon,United States,3,1,1,3,81,14,0,0
/global/archives/category/corporate/sk-earthon,Vietnam,3,2,2,1.5,19.5,12,0,0
/global/archives/category/corporate/sk-geo-centric,India,3,4,3,1,0,12,0,0
/global/archives/category/corporate/sk-innovation,France,3,1,1,3,16,9,0,0
/global/archives/category/corporate/sk-innovation,Germany,3,3,3,1,14,11,0,0
/global/archives/category/insight,Vietnam,3,1,1,3,3,12,0,0
/global/archives/category/people,Spain,3,1,1,3,37,11,0,0
/global/archives/category/press-room,Germany,3,4,3,1,5.666666666666667,12,0,0
/global/archives/category/press-room/financial-results,Australia,3,1,1,3,25,11,0,0
/global/archives/category/press-room/financial-results,Hong Kong,3,5,3,1,16.333333333333332,12,0,0
/global/archives/category/press-room/financial-results,Taiwan,3,2,1,3,18,14,0,0
/global/archives/tag/ccs,Japan,3,1,1,3,12,10,0,0
/global/archives/tag/green-bonds,Hong Kong,3,1,1,3,24,11,0,0
/global/archives/tag/green-bonds,Japan,3,2,2,1.5,34,15,0,0
/global/archives/tag/jee-dong-seob,United States,3,2,2,1.5,14.5,10,0,0
/global/archives/tag/lithium-ion-battery,Rwanda,3,2,2,1.5,160.5,13,0,0
/global/archives/tag/lithium-ion-battery,Taiwan,3,1,1,3,11,12,0,0
/global/archives/tag/pouch-type-battery,Germany,3,3,2,1.5,29.5,14,0,0
/global/archives/tag/solid-power,United States,3,3,3,1,8,14,0,0
/global/latestnews,Canada,3,1,1,3,88,13,0,0
/global/latestnews,Japan,3,3,2,1.5,20,13,0,0
/global/latestnews,Philippines,3,3,1,3,28,10,0,0
/global/who-we-are,Germany,3,3,3,1,9.666666666666666,12,0,0
/global/who-we-are,South Korea,3,4,3,1,4.666666666666667,11,0,0
/global/who-we-are,Vietnam,3,1,1,3,44,12,0,0
/global/,Australia,2,2,2,1,7.5,8,0,0
/global/,Canada,2,1,1,2,13,10,0,0
/global/,Hong Kong,2,2,2,1,25,10,0,0
/global/,Hungary,2,2,1,2,14,6,0,0
/global/,Malaysia,2,3,2,1,0,9,0,0
/global/,Thailand,2,2,2,1,9,10,0,0
/global/,Ukraine,2,2,2,1,0,8,0,0
/global/archives/10133,Belgium,2,2,2,1,31,10,0,0
/global/archives/10133,Singapore,2,2,1,2,0,7,0,0
/global/archives/10654,Canada,2,1,1,2,171,8,0,0
/global/archives/10713,Taiwan,2,2,2,1,13,10,0,0
/global/archives/10774,Germany,2,2,2,1,0.5,8,0,0
/global/archives/10774,India,2,2,2,1,6.5,10,0,0
/global/archives/10774,Singapore,2,2,1,2,1,7,0,0
/global/archives/10835,United States,2,1,1,2,6,8,0,0
/global/archives/10872,Türkiye,2,1,1,2,0,6,0,0
/global/archives/10977,United States,2,2,2,1,22,10,0,0
/global/archives/11004,Singapore,2,2,1,2,0,7,0,0
/global/archives/11037,South Korea,2,3,2,1,1,10,0,0
/global/archives/11087,South Korea,2,2,2,1,3,9,0,0
/global/archives/11596,China,2,2,1,2,15,8,0,0
/global/archives/11596,South Korea,2,2,1,2,12,8,0,0
/global/archives/11623,United Kingdom,2,1,1,2,0,5,0,0
/global/archives/11683,Portugal,2,4,1,2,145,13,0,0
/global/archives/11807,Japan,2,1,1,2,0,6,0,0
/global/archives/11807,South Korea,2,3,2,1,32,12,0,0
/global/archives/11955,South Korea,2,2,2,1,14,8,0,0
/global/archives/12022,Philippines,2,3,2,1,1.5,10,0,0
/global/archives/12022,United Kingdom,2,2,2,1,4.5,7,0,0
/global/archives/12022,United States,2,3,1,2,66,10,0,0
/global/archives/12106,South Korea,2,1,1,2,84,8,0,0
/global/archives/12190,United States,2,1,1,2,43,7,0,0
/global/archives/12220,India,2,3,2,1,1.5,10,0,0
/global/archives/12269,India,2,2,2,1,32.5,9,0,0
/global/archives/12306,Japan,2,2,2,1,11.5,7,0,0
/global/archives/12306,Taiwan,2,2,1,2,369,11,0,0
/global/archives/12413,United States,2,2,2,1,0,8,0,0
/global/archives/12487,South Korea,2,1,1,2,58,7,0,0
/global/archives/12610,Japan,2,2,1,2,243,8,0,0
/global/archives/12688,South Korea,2,3,2,1,23.5,12,0,0
/global/archives/13130,China,2,1,1,2,1,9,0,0
/global/archives/13130,United States,2,1,1,2,14,7,0,0
/global/archives/13544,United States,2,2,2,1,0,8,0,0
/global/archives/13780,India,2,2,1,2,59,9,0,0
/global/archives/13780,United States,2,2,2,1,2,7,0,0
/global/archives/13795,South Korea,2,3,2,1,4.5,10,0,0
/global/archives/13850,United States,2,3,2,1,36.5,9,0,0
/global/archives/14065,Poland,2,2,2,1,15.5,10,0,0
/global/archives/14078,India,2,2,2,1,6.5,6,0,0
/global/archives/14193,India,2,2,2,1,14,8,0,0
/global/archives/14226,Hungary,2,2,1,2,9,8,0,0
/global/archives/14226,United States,2,3,2,1,0,9,0,0
/global/archives/14243,Netherlands,2,1,1,2,220,9,0,0
/global/archives/14309,United Kingdom,2,3,1,2,46,8,0,0
/global/archives/14491,China,2,1,1,2,0,6,0,0
/global/archives/14491,Hong Kong,2,1,1,2,1,7,0,0
/global/archives/14491,Philippines,2,2,2,1,0.5,9,0,0
/global/archives/14541,Hong Kong,2,2,1,2,6,10,0,0
/global/archives/14541,Singapore,2,2,1,2,48,8,0,0
/global/archives/14634,Canada,2,2,2,1,9,9,0,0
/global/archives/14634,Vietnam,2,2,2,1,11.5,10,0,0
/global/archives/14740,Germany,2,1,1,2,133,9,0,0
/global/archives/14766,South Korea,2,2,2,1,0.5,7,0,0
/global/archives/14766,United States,2,2,2,1,27,10,0,0
/global/archives/14788,United States,2,2,1,2,77,9,0,0
/global/archives/15067,Canada,2,2,2,1,17,9,0,0
/global/archives/15103,Hong Kong,2,2,1,2,164,8,0,0
/global/archives/15103,Japan,2,2,2,1,44.5,11,0,0
/global/archives/15204,Singapore,2,3,1,2,1,10,0,0
/global/archives/15353,Australia,2,1,1,2,10,7,0,0
/global/archives/15353,India,2,3,1,2,11,10,0,0
/global/archives/15462,South Korea,2,3,1,2,48,9,0,0
/global/archives/15592,Japan,2,3,2,1,31.5,9,0,0
/global/archives/15610,Vietnam,2,2,1,2,67,7,0,0
/global/archives/15664,Hong Kong,2,1,1,2,48,7,0,0
/global/archives/15687,Chile,2,2,2,1,222.5,10,0,0
/global/archives/15687,Philippines,2,3,2,1,13,8,0,0
/global/archives/15840,Malaysia,2,2,2,1,16,10,0,0
/global/archives/15985,South Korea,2,2,2,1,36.5,8,0,0
/global/archives/15985,United States,2,3,2,1,9,9,0,0
/global/archives/16060,Hong Kong,2,2,2,1,0,8,0,0
/global/archives/16154,Singapore,2,2,2,1,30.5,9,0,0
/global/archives/16286,China,2,3,2,1,25,9,0,0
/global/archives/16286,Poland,2,1,1,2,124,8,0,0
/global/archives/16286,Singapore,2,3,1,2,37,9,0,0
/global/archives/16376,Finland,2,1,1,2,319,7,0,0
/global/archives/16376,United States,2,2,2,1,0,8,0,0
/global/archives/16463,South Korea,2,2,2,1,9,7,0,0
/global/archives/16480,Taiwan,2,1,1,2,84,8,0,0
/global/archives/16493,South Korea,2,3,2,1,4.5,12,0,0
/global/archives/16532,Canada,2,1,1,2,0,5,0,0
/global/archives/16583,Thailand,2,1,1,2,36,8,0,0
/global/archives/16613,Bahrain,2,2,1,2,0,7,0,0
/global/archives/16613,Ecuador,2,2,1,2,0,7,0,0
/global/archives/16613,Iraq,2,2,2,1,0,7,0,0
/global/archives/16613,Kazakhstan,2,2,0,0,0,6,0,0
/global/archives/16613,Pakistan,2,2,1,2,0,7,0,0
/global/archives/16613,Senegal,2,2,0,0,0,6,0,0
/global/archives/16613,United States,2,1,1,2,2,6,0,0
/global/archives/16787,India,2,1,1,2,18,6,0,0
/global/archives/16881,Brazil,2,2,2,1,8,8,0,0
/global/archives/16881,France,2,2,2,1,45,11,0,0
/global/archives/16881,Hungary,2,1,1,2,12,8,0,0
/global/archives/16881,Netherlands,2,2,1,2,0,7,0,0
/global/archives/16925,Japan,2,2,2,1,14.5,9,0,0
/global/archives/16925,Singapore,2,2,2,1,207.5,10,0,0
/global/archives/16925,Spain,2,2,1,2,7,8,0,0
/global/archives/16939,Austria,2,3,2,1,30.5,10,0,0
/global/archives/16939,Netherlands,2,3,1,2,39,9,0,0
/global/archives/16939,Sweden,2,2,2,1,54.5,11,0,0
/global/archives/16952,France,2,2,2,1,33,8,0,0
/global/archives/16952,Germany,2,2,2,1,16,8,0,0
/global/archives/16952,India,2,2,2,1,76,10,0,0
/global/archives/16952,Kuwait,2,1,1,2,7,7,0,0
/global/archives/16952,United Kingdom,2,3,2,1,0.5,10,0,0
/global/archives/16970,Australia,2,2,2,1,29.5,9,0,0
/global/archives/16970,China,2,2,2,1,17,8,0,0
/global/archives/16970,Germany,2,2,2,1,62,9,0,0
/global/archives/16970,Poland,2,2,2,1,6.5,6,0,0
/global/archives/16970,Singapore,2,2,2,1,5,7,0,0
/global/archives/16970,United Kingdom,2,2,1,2,134,10,0,0
/global/archives/16970,Vietnam,2,1,1,2,19,9,0,0
/global/archives/17010,Austria,2,2,2,1,3,7,0,0
/global/archives/17022,China,2,2,2,1,13,5,0,0
/global/archives/17022,Italy,2,1,1,2,92,7,0,0
/global/archives/17022,Kuwait,2,1,1,2,87,10,0,0
/global/archives/17022,Singapore,2,2,2,1,0,7,0,0
/global/archives/17047,Colombia,2,1,1,2,130,9,0,0
