# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240601
# 종료일: 20240630
페이지 경로 및 화면 클래스,국가,조회수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/archives/16834,United States,16,13,1.2307692307692308,21.692307692307693,72,0,0
/global/archives/17169,South Korea,16,12,1.3333333333333333,40.416666666666664,71,0,0
/global/archives/17216,Japan,16,13,1.2307692307692308,64.76923076923077,65,0,0
/global/archives/17950,United States,16,14,1.1428571428571428,42.57142857142857,67,0,0
/global/archives/18065,United Kingdom,16,11,1.4545454545454546,150.54545454545453,59,0,0
/global/archives/18268,Hungary,16,10,1.6,88.9,66,0,0
/global/archives/18283,Taiwan,16,9,1.7777777777777777,226,69,0,0
/global/archives/category/corporate/sk-on,Taiwan,16,1,16,117,64,0,0
/global/archives/category/corporates/sk-on,Germany,16,5,3.2,29,48,0,0
/global/archives/category/press-room/press-release,South Korea,16,10,1.6,61,62,0,0
/pagead/aclk,United States,16,16,1,0,64,0,0
/global/archives/17737,(not set),15,15,1,0,60,0,0
/global/archives/18301,South Korea,15,13,1.1538461538461537,9.384615384615385,57,0,0
/global/,Canada,14,7,2,16,62,0,0
/global/,Poland,14,8,1.75,19.625,61,0,0
/global/archives/10654,United States,14,3,4.666666666666667,165.33333333333334,53,0,0
/global/archives/15490,United States,14,12,1.1666666666666667,113.75,67,0,0
/global/archives/17426,Germany,14,7,2,76.85714285714286,58,0,0
/global/archives/17426,Japan,14,8,1.75,61.5,59,0,0
/global/archives/18283,United Kingdom,14,12,1.1666666666666667,16.416666666666668,60,0,0
/global/archives/18374,South Korea,14,9,1.5555555555555556,11.222222222222221,55,0,0
/global/archives/6216,Germany,14,12,1.1666666666666667,50.416666666666664,60,0,0
/global/archives/category/corporates/sk-enmove,South Korea,14,7,2,31.428571428571427,53,0,0
/global/archives/category/press-room/financial-results,South Korea,14,8,1.75,11,57,0,0
/global/archives/13780,United States,13,7,1.8571428571428572,5.571428571428571,51,0,0
/global/archives/15687,India,13,10,1.3,42.6,61,0,0
/global/archives/17426,China,13,6,2.1666666666666665,45,47,0,0
/global/archives/17426,United Kingdom,13,10,1.3,13.6,55,0,0
/global/archives/17737,South Korea,13,10,1.3,53.9,63,0,0
/global/archives/17989,South Korea,13,12,1.0833333333333333,33.666666666666664,49,0,0
/global/archives/18208,United States,13,9,1.4444444444444444,22.555555555555557,55,0,0
/global/archives/18268,South Korea,13,10,1.3,2.5,46,0,0
/global/archives/18283,Hong Kong,13,8,1.625,15.625,51,0,0
/global/archives/5944,India,13,4,3.25,28,43,0,0
/global/archives/category/corporates/sk-ie-technology,Japan,13,5,2.6,27.8,53,0,0
/global/latestnews,Singapore,13,9,1.4444444444444444,31.333333333333332,53,0,0
/global/archives/12072,South Korea,12,8,1.5,19.875,51,0,0
/global/archives/13780,Japan,12,9,1.3333333333333333,21.333333333333332,53,0,0
/global/archives/13780,South Korea,12,8,1.5,7.75,44,0,0
/global/archives/13804,China,12,9,1.3333333333333333,103.77777777777777,50,0,0
/global/archives/14491,United States,12,11,1.0909090909090908,17.363636363636363,54,0,0
/global/archives/14800,United States,12,11,1.0909090909090908,116.36363636363636,58,0,0
/global/archives/15103,United States,12,10,1.2,42,55,0,0
/global/archives/15664,India,12,7,1.7142857142857142,34.57142857142857,45,0,0
/global/archives/15865,India,12,2,6,8,36,0,0
/global/archives/16834,South Korea,12,11,1.0909090909090908,25.90909090909091,51,0,0
/global/archives/17313,South Korea,12,7,1.7142857142857142,29.428571428571427,45,0,0
/global/archives/17950,South Korea,12,12,1,41.833333333333336,49,0,0
/global/archives/18283,Sweden,12,7,1.7142857142857142,30.142857142857142,47,0,0
/global/archives/3820,Japan,12,4,3,67.25,50,0,0
/global/archives/category/press-room,India,12,6,2,19.833333333333332,45,0,0
/global/archives/category/press-room,South Korea,12,11,1.0909090909090908,17.818181818181817,48,0,0
/global/archives/category/press-room/financial-results,Hungary,12,3,4,34.333333333333336,51,0,0
/global/archives/tag/battery,South Korea,12,1,12,204,43,0,0
/global/,France,11,10,1.1,16.7,46,0,0
/global/archives/10939,Singapore,11,8,1.375,65.375,41,0,0
/global/archives/12022,India,11,7,1.5714285714285714,34,47,0,0
/global/archives/12692,South Korea,11,10,1.1,13,54,0,0
/global/archives/15865,South Korea,11,5,2.2,29.6,38,0,0
/global/archives/15937,India,11,3,3.6666666666666665,70.33333333333333,35,0,0
/global/archives/16463,South Korea,11,11,1,6.181818181818182,51,0,0
/global/archives/17169,United States,11,8,1.375,74.5,51,0,0
/global/archives/17356,United States,11,8,1.375,58.125,47,0,0
/global/archives/17426,Taiwan,11,5,2.2,15.8,42,0,0
/global/archives/17863,South Korea,11,8,1.375,54.25,41,0,0
/global/archives/18361,Germany,11,8,1.375,26.875,49,0,0
/global/archives/18361,South Korea,11,10,1.1,23.6,43,0,0
/global/archives/3820,Germany,11,9,1.2222222222222223,26,50,0,0
/global/archives/7906,United States,11,5,2.2,65.2,41,0,0
/global/archives/category/corporates/sk-innovation,Japan,11,8,1.375,15.375,43,0,0
/global/archives/category/insight/trend_report,India,11,5,2.2,19.4,46,0,0
/global/archives/category/people,United States,11,11,1,23.454545454545453,47,0,0
/global/archives/category/press-room,United States,11,10,1.1,20.2,43,0,0
/global/archives/category/press-room/financial-results,Thailand,11,4,2.75,39,45,0,0
/global/archives/11807,South Korea,10,11,0.9090909090909091,30.818181818181817,58,0,0
/global/archives/12022,Singapore,10,7,1.4285714285714286,42.285714285714285,44,0,0
/global/archives/14491,Singapore,10,8,1.25,39.625,45,0,0
/global/archives/17426,Poland,10,5,2,58.6,41,0,0
/global/archives/17990,South Korea,10,9,1.1111111111111112,3.2222222222222223,40,0,0
/global/archives/18065,Singapore,10,8,1.25,42.75,48,0,0
/global/archives/18283,Canada,10,8,1.25,60.75,47,0,0
/global/archives/6807,India,10,9,1.1111111111111112,19.666666666666668,46,0,0
/global/archives/category/corporate/sk-enterm,South Korea,10,8,1.25,6,46,0,0
/global/archives/category/corporates,Singapore,10,5,2,16,39,0,0
/global/archives/category/corporates/sk-innovation,South Korea,10,8,1.25,14.5,36,0,0
/global/archives/category/corporates/sk-innovation,United States,10,9,1.1111111111111112,16.11111111111111,38,0,0
/global/archives/category/press-room,Japan,10,9,1.1111111111111112,33.22222222222222,40,0,0
/global/archives/category/press-room/financial-results,Taiwan,10,3,3.3333333333333335,33.333333333333336,41,0,0
/global/archives/tag/skeo,South Korea,10,6,1.6666666666666667,16.5,40,0,0
/global/archives/10939,Malaysia,9,9,1,16.333333333333332,46,0,0
/global/archives/11087,United States,9,9,1,24.444444444444443,43,0,0
/global/archives/11161,India,9,6,1.5,59.5,40,0,0
/global/archives/11596,South Korea,9,5,1.8,43.2,38,0,0
/global/archives/13521,United States,9,9,1,34.666666666666664,41,0,0
/global/archives/13595,United States,9,8,1.125,47.75,42,0,0
/global/archives/14193,South Korea,9,9,1,36.666666666666664,40,0,0
/global/archives/14766,India,9,6,1.5,12,32,0,0
/global/archives/14766,South Korea,9,8,1.125,18.5,38,0,0
/global/archives/14766,United States,9,6,1.5,46.833333333333336,37,0,0
/global/archives/15490,India,9,8,1.125,46.75,35,0,0
/global/archives/16060,Japan,9,8,1.125,10.625,44,0,0
/global/archives/16060,United States,9,5,1.8,48.4,41,0,0
/global/archives/17356,South Korea,9,5,1.8,20.6,36,0,0
/global/archives/17595,France,9,2,4.5,0,29,0,0
/global/archives/17950,France,9,6,1.5,8,34,0,0
/global/archives/18065,India,9,8,1.125,11.75,41,0,0
/global/archives/18065,Saudi Arabia,9,4,2.25,34,32,0,0
/global/archives/18107,South Korea,9,7,1.2857142857142858,72.28571428571429,30,0,0
/global/archives/18140,(not set),9,9,1,0,36,0,0
/global/archives/18332,South Korea,9,6,1.5,19.666666666666668,35,0,0
/global/archives/2756,South Korea,9,7,1.2857142857142858,17.571428571428573,37,0,0
/global/archives/3464,United States,9,6,1.5,18.166666666666668,38,0,0
/global/archives/6216,Italy,9,5,1.8,39.6,42,0,0
/global/archives/7292,South Korea,9,8,1.125,16.75,43,0,0
/global/archives/7670,South Korea,9,2,4.5,455,30,0,0
/global/archives/9910,South Korea,9,3,3,200.33333333333334,37,0,0
/global/archives/category/corporates/sk-innovation,Singapore,9,8,1.125,9.75,33,0,0
/global/archives/category/corporates/sk-on,Hong Kong,9,3,3,16,32,0,0
/global/archives/category/corporates/sk-on,United States,9,8,1.125,34.125,38,0,0
/global/archives/category/people,South Korea,9,7,1.2857142857142858,5.857142857142857,34,0,0
/global/archives/category/press-room/financial-results,Philippines,9,4,2.25,42,35,0,0
/global/,Taiwan,8,6,1.3333333333333333,15.833333333333334,36,0,0
/global/archives/11087,South Korea,8,8,1,13,39,0,0
/global/archives/11161,United States,8,7,1.1428571428571428,1.5714285714285714,34,0,0
/global/archives/12106,Singapore,8,6,1.3333333333333333,28.333333333333332,34,0,0
/global/archives/12106,South Korea,8,7,1.1428571428571428,54.714285714285715,35,0,0
/global/archives/12688,South Korea,8,6,1.3333333333333333,30,35,0,0
/global/archives/1399,Vietnam,8,6,1.3333333333333333,74.66666666666667,37,0,0
/global/archives/14078,Japan,8,3,2.6666666666666665,140,40,0,0
/global/archives/14333,India,8,7,1.1428571428571428,26.428571428571427,37,0,0
/global/archives/14634,United States,8,8,1,45.375,44,0,0
/global/archives/15865,Japan,8,3,2.6666666666666665,154.33333333333334,37,0,0
/global/archives/16154,South Korea,8,6,1.3333333333333333,20,36,0,0
/global/archives/16169,South Korea,8,5,1.6,7.6,34,0,0
/global/archives/17313,Japan,8,4,2,27,28,0,0
/global/archives/17426,Russia,8,2,4,127,33,0,0
/global/archives/17446,India,8,4,2,47.5,28,0,0
/global/archives/17514,India,8,6,1.3333333333333333,54.333333333333336,40,0,0
/global/archives/17569,India,8,5,1.6,18.4,30,0,0
/global/archives/17569,South Korea,8,8,1,27.75,38,0,0
/global/archives/17950,India,8,5,1.6,123.6,31,0,0
/global/archives/17989,India,8,5,1.6,14.8,34,0,0
/global/archives/17990,(not set),8,8,1,0,32,0,0
/global/archives/18065,Hong Kong,8,6,1.3333333333333333,39.166666666666664,33,0,0
/global/archives/18065,United States,8,7,1.1428571428571428,29,33,0,0
/global/archives/18107,Canada,8,7,1.1428571428571428,202.71428571428572,38,0,0
/global/archives/2329,South Korea,8,5,1.6,143.6,38,0,0
/global/archives/3123,South Korea,8,4,2,63.25,26,0,0
/global/archives/6216,France,8,7,1.1428571428571428,48.42857142857143,42,0,0
/global/archives/7292,United States,8,6,1.3333333333333333,76.5,37,0,0
/global/archives/9709,Japan,8,5,1.6,33.4,31,0,0
/global/archives/category/corporates/sk-energy,South Korea,8,7,1.1428571428571428,50.57142857142857,30,0,0
/global/archives/category/corporates/sk-on,China,8,5,1.6,40.6,32,0,0
/global/archives/category/press-room/financial-results,Russia,8,1,8,41,28,0,0
/global/archives/category/press-room/issue-fact,Singapore,8,5,1.6,9.2,30,0,0
/global/archives/tag/sk-global-forum,United States,8,7,1.1428571428571428,5.571428571428571,40,0,0
/global/,Ukraine,7,4,1.75,15.5,26,0,0
/global/archives/12072,United States,7,6,1.1666666666666667,7.833333333333333,32,0,0
/global/archives/12106,Germany,7,2,3.5,47.5,24,0,0
/global/archives/12147,United States,7,5,1.4,28.4,29,0,0
/global/archives/12306,United States,7,5,1.4,55.8,35,0,0
/global/archives/13595,South Korea,7,5,1.4,13.6,21,0,0
/global/archives/13780,Singapore,7,5,1.4,9.4,30,0,0
/global/archives/14491,India,7,3,2.3333333333333335,175,29,0,0
/global/archives/14491,United Kingdom,7,6,1.1666666666666667,19.666666666666668,28,0,0
/global/archives/14755,United States,7,7,1,17.571428571428573,31,0,0
/global/archives/15007,Hungary,7,5,1.4,58.4,25,0,0
/global/archives/16405,Hungary,7,6,1.1666666666666667,73.16666666666667,35,0,0
/global/archives/16532,Singapore,7,7,1,36.57142857142857,32,0,0
/global/archives/16939,South Korea,7,6,1.1666666666666667,5.666666666666667,26,0,0
/global/archives/16939,United States,7,6,1.1666666666666667,30.833333333333332,33,0,0
/global/archives/17047,United States,7,6,1.1666666666666667,36.5,31,0,0
/global/archives/17216,China,7,7,1,13.285714285714286,28,0,0
/global/archives/17216,France,7,5,1.4,37,34,0,0
/global/archives/17216,Hong Kong,7,4,1.75,26.75,29,0,0
/global/archives/17216,India,7,7,1,64.42857142857143,34,0,0
/global/archives/17476,South Korea,7,7,1,39.714285714285715,35,0,0
/global/archives/17817,(not set),7,7,1,0,28,0,0
/global/archives/17817,United States,7,6,1.1666666666666667,43.5,26,0,0
/global/archives/17978,South Korea,7,6,1.1666666666666667,0.8333333333333334,30,0,0
/global/archives/17990,United States,7,7,1,29,30,0,0
/global/archives/18065,Hungary,7,4,1.75,100.25,29,0,0
/global/archives/18283,Poland,7,6,1.1666666666666667,86,36,0,0
/global/archives/2293,Poland,7,7,1,91.71428571428571,39,0,0
/global/archives/3304,United States,7,2,3.5,133,31,0,0
/global/archives/6824,China,7,6,1.1666666666666667,14.5,31,0,0
/global/archives/7961,Indonesia,7,5,1.4,21.2,30,0,0
/global/archives/9910,Singapore,7,5,1.4,48.2,33,0,0
/global/archives/category/corporates,India,7,5,1.4,34.8,24,0,0
/global/archives/category/corporates/sk-enmove,Singapore,7,3,2.3333333333333335,33.666666666666664,31,0,0
/global/archives/category/corporates/sk-enterm,Hong Kong,7,1,7,25,28,0,0
/global/archives/category/corporates/sk-innovation,Germany,7,6,1.1666666666666667,4,29,0,0
/global/archives/category/corporates/sk-rading-international,Singapore,7,4,1.75,18.25,25,0,0
/global/archives/category/insight,Belgium,7,4,1.75,0.75,30,0,0
/global/archives/category/insight,United States,7,10,0.7,7.2,32,0,0
/global/archives/category/insight/trend_report,China,7,3,2.3333333333333335,46,25,0,0
/global/archives/category/people/inno-people,United States,7,5,1.4,29,29,0,0
/global/archives/tag/green-bonds,United States,7,3,2.3333333333333335,97.33333333333333,29,0,0
/global/,Russia,6,4,1.5,19.75,24,0,0
/global/archives/10767,South Korea,6,4,1.5,14.25,27,0,0
/global/archives/10897,South Korea,6,3,2,23.666666666666668,21,0,0
/global/archives/11161,Singapore,6,2,3,66.5,24,0,0
/global/archives/12022,South Korea,6,6,1,12.166666666666666,28,0,0
/global/archives/12147,South Korea,6,5,1.2,15,24,0,0
/global/archives/12692/웨이스트리소스4,South Korea,6,2,3,27.5,25,0,0
/global/archives/12968,Vietnam,6,3,2,7.666666666666667,23,0,0
/global/archives/13329,South Korea,6,5,1.2,37,29,0,0
/global/archives/13521,Germany,6,3,2,124.33333333333333,28,0,0
/global/archives/13595,Japan,6,4,1.5,241.5,25,0,0
/global/archives/14030,South Korea,6,4,1.5,59.75,24,0,0
/global/archives/14493,Sweden,6,1,6,257,22,0,0
/global/archives/15204,South Korea,6,5,1.2,22,29,0,0
/global/archives/15374,Australia,6,6,1,26.5,33,0,0
/global/archives/15430,China,6,6,1,2.8333333333333335,20,0,0
/global/archives/15664,Japan,6,4,1.5,15.25,29,0,0
/global/archives/15664,United Kingdom,6,5,1.2,41.4,29,0,0
/global/archives/15687,South Korea,6,5,1.2,10.8,24,0,0
/global/archives/15840,Malaysia,6,5,1.2,109.6,30,0,0
/global/archives/16448,United Arab Emirates,6,4,1.5,14,24,0,0
/global/archives/16463,Canada,6,5,1.2,33.4,25,0,0
/global/archives/16463,India,6,3,2,10,18,0,0
/global/archives/16480,South Korea,6,5,1.2,29.2,20,0,0
/global/archives/16532,Malaysia,6,5,1.2,22.8,21,0,0
/global/archives/16532,United States,6,6,1,16,25,0,0
/global/archives/16834,Singapore,6,5,1.2,117.2,27,0,0
/global/archives/16925,South Korea,6,6,1,7.333333333333333,26,0,0
/global/archives/16970,United States,6,5,1.2,6,21,0,0
/global/archives/17047,South Korea,6,5,1.2,60.8,30,0,0
/global/archives/17169,Singapore,6,5,1.2,20,25,0,0
/global/archives/17569,Japan,6,2,3,61,24,0,0
/global/archives/17595,Germany,6,5,1.2,74.4,22,0,0
/global/archives/17595,United States,6,5,1.2,33.6,26,0,0
/global/archives/17817,South Korea,6,7,0.8571428571428571,26.142857142857142,23,0,0
/global/archives/18107,United Kingdom,6,6,1,49.833333333333336,29,0,0
/global/archives/18167,United States,6,6,1,121.83333333333333,30,0,0
/global/archives/18283,Austria,6,6,1,45.833333333333336,27,0,0
/global/archives/18283,Netherlands,6,5,1.2,55.4,29,0,0
/global/archives/18283,Switzerland,6,5,1.2,24,24,0,0
/global/archives/18374,United States,6,5,1.2,56,25,0,0
/global/archives/3820,Poland,6,3,2,14.666666666666666,23,0,0
/global/archives/4309,China,6,3,2,121,20,0,0
/global/archives/4612,India,6,6,1,64.83333333333333,31,0,0
/global/archives/7245,South Korea,6,5,1.2,15.4,24,0,0
/global/archives/7633,Thailand,6,4,1.5,321,26,0,0
/global/archives/7961,South Korea,6,5,1.2,4.6,26,0,0
/global/archives/9668,South Korea,6,4,1.5,60.75,30,0,0
/global/archives/category/corporate/sk-enmove,Japan,6,3,2,39.333333333333336,23,0,0
/global/archives/category/corporate/sk-enterm,Hong Kong,6,2,3,7,25,0,0
/global/archives/category/corporate/sk-on,United States,6,3,2,28,26,0,0
/global/archives/category/corporates,Japan,6,6,1,16.833333333333332,25,0,0
/global/archives/category/corporates/sk-enmove,India,6,2,3,124,20,0,0
/global/archives/category/corporates/sk-enmove,Russia,6,3,2,31.666666666666668,24,0,0
/global/archives/category/corporates/sk-geo-centric,China,6,3,2,48,18,0,0
/global/archives/category/corporates/sk-ie-technology,South Korea,6,1,6,137,24,0,0
/global/archives/category/corporates/sk-ie-technology,United States,6,3,2,4.666666666666667,26,0,0
/global/archives/category/corporates/sk-incheon-petrochem,India,6,2,3,30.5,23,0,0
/global/archives/category/corporates/sk-innovation,Hong Kong,6,5,1.2,12,23,0,0
/global/archives/category/corporates/sk-on,Hungary,6,3,2,10.333333333333334,24,0,0
/global/archives/category/press-room/financial-results,Germany,6,2,3,21.5,25,0,0
/global/archives/category/press-room/financial-results,United Arab Emirates,6,2,3,22.5,24,0,0
/global/archives/tag/blueovalsk,United States,6,4,1.5,15.25,27,0,0
/global/archives/tag/hungary,South Korea,6,1,6,75,24,0,0
/global/archives/tag/pouch-type-battery,South Korea,6,4,1.5,10,27,0,0
/global/archives/tag/separator,Japan,6,5,1.2,13.4,28,0,0
/global/archives/tag/weixing-chemical,South Korea,6,3,2,7,25,0,0
/global/who-we-are,India,6,3,2,71.33333333333333,29,0,0
/global/404,South Korea,5,1,5,14,21,0,0
/global/archives/10133,Hungary,5,4,1.25,10.75,21,0,0
/global/archives/1058,Taiwan,5,2,2.5,73,21,0,0
/global/archives/1058,United States,5,4,1.25,11,22,0,0
/global/archives/10872,India,5,2,2.5,4,18,0,0
/global/archives/10872,South Korea,5,4,1.25,34.75,22,0,0
/global/archives/11807,India,5,3,1.6666666666666667,18.666666666666668,20,0,0
/global/archives/11807,United Kingdom,5,4,1.25,12.25,21,0,0
/global/archives/11853,United States,5,5,1,17.6,22,0,0
/global/archives/11980,India,5,2,2.5,59,20,0,0
/global/archives/12106,Japan,5,4,1.25,81.75,22,0,0
/global/archives/12190,South Korea,5,4,1.25,31.25,17,0,0
/global/archives/12190,United States,5,5,1,22,23,0,0
/global/archives/12220,India,5,2,2.5,49,21,0,0
/global/archives/12220,Japan,5,5,1,27,22,0,0
/global/archives/12471,United Kingdom,5,2,2.5,4.5,19,0,0
/global/archives/12667,India,5,2,2.5,68.5,16,0,0
