# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: SK이노베이션(한글)
# 속성: SK이노베이션 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20241001
# 종료일: 20241031
페이지 경로 및 화면 클래스,세션 소스,조회수,활성 사용자,활성 사용자당 조회수,활성 사용자당 평균 참여 시간,이벤트 수,주요 이벤트,총수익
/archives/85278,google,39,36,1.0833333333333333,53.416666666666664,182,0,0
/archives/category/press,google,39,30,1.3,8,152,0,0
/archives/category/press/press-release,naver,39,21,1.8571428571428572,22.333333333333332,155,0,0
/,skenmove.com,38,13,2.923076923076923,42.15384615384615,188,0,0
/archives/category/industry-and-insight/basics,(direct),38,22,1.7272727272727273,22.818181818181817,151,0,0
/archives/113797,(direct),37,33,1.121212121212121,27.09090909090909,162,0,0
/archives/116822,google,37,33,1.121212121212121,33.121212121212125,143,0,0
/archives/32828,(direct),37,22,1.6818181818181819,145.22727272727272,138,0,0
/archives/83166,google,37,27,1.3703703703703705,141.44444444444446,152,0,0
/archives/97264,google,37,22,1.6818181818181819,67.54545454545455,163,0,0
/archives/109888,google,36,28,1.2857142857142858,111.39285714285714,166,0,0
/archives/115731,(direct),36,22,1.6363636363636365,112.5,149,0,0
/archives/115988,naver,36,32,1.125,44.75,164,0,0
/archives/88269,google,36,28,1.2857142857142858,19.928571428571427,150,0,0
/archives/96864,(direct),36,19,1.894736842105263,35.473684210526315,133,0,0
/archives/9807,google,36,29,1.2413793103448276,35.44827586206897,143,0,0
/archives/category/business/sk-geo-centric,(direct),36,20,1.8,27.6,133,0,0
/archives/category/business/sk-innovation,naver,36,18,2,39.72222222222222,147,0,0
/archives/113226,google,35,33,1.0606060606060606,73.96969696969697,170,0,0
/archives/115057,(direct),35,30,1.1666666666666667,31.7,154,0,0
/archives/95110,google,35,31,1.1290322580645162,41.41935483870968,143,0,0
/archives/category/field-news/inno-field,google,35,29,1.206896551724138,14.413793103448276,146,0,0
/archives/110120,skgeocentric.com,34,33,1.0303030303030303,14.06060606060606,150,0,0
/archives/112908,naver,34,30,1.1333333333333333,73.63333333333334,169,0,0
/archives/67904,google,34,29,1.1724137931034482,30.517241379310345,161,0,0
/archives/76541,namu.wiki,34,33,1.0303030303030303,20.666666666666668,152,0,0
/archives/tag/sk-supex추구협의회,google,34,26,1.3076923076923077,7.923076923076923,156,0,0
/archives/116690,l.facebook.com,33,27,1.2222222222222223,12.88888888888889,141,0,0
/archives/116777,google,33,25,1.32,75.04,140,0,0
/archives/116801,(direct),33,27,1.2222222222222223,55.81481481481482,133,0,0
/archives/22421,google,33,21,1.5714285714285714,56.095238095238095,169,0,0
/archives/36348,google,33,29,1.1379310344827587,92.03448275862068,148,0,0
/archives/70521,google,33,26,1.2692307692307692,22.076923076923077,152,0,0
/archives/9049,google,33,32,1.03125,49.71875,150,0,0
/archives/9782,google,33,30,1.1,27.633333333333333,157,0,0
/archives/114094,(direct),32,19,1.6842105263157894,97.15789473684211,137,0,0
/archives/114999,google,32,28,1.1428571428571428,24.107142857142858,135,0,0
/archives/116885,google,32,26,1.2307692307692308,19.346153846153847,125,0,0
/archives/12929,google,32,22,1.4545454545454546,43.59090909090909,142,0,0
/archives/21573,naver,32,30,1.0666666666666667,69.66666666666667,162,0,0
/archives/38114,google,32,25,1.28,33.2,141,0,0
/archives/tag/환경과학기술원,google,32,27,1.1851851851851851,11.407407407407407,151,0,0
/archives/110055,google,31,28,1.1071428571428572,92.78571428571429,142,0,0
/archives/111387,google,31,25,1.24,47.4,140,0,0
/archives/117053,(direct),31,25,1.24,17.6,132,0,0
/archives/24588,google,31,28,1.1071428571428572,16.035714285714285,144,0,0
/archives/34355,google,31,25,1.24,16.4,125,0,0
/archives/90543,google,31,28,1.1071428571428572,30.5,143,0,0
/archives/category/business/sk-on,naver.com,31,23,1.3478260869565217,9.304347826086957,117,0,0
/archives/103336,google,30,24,1.25,50,143,0,0
/archives/115674,naver,30,27,1.1111111111111112,71.77777777777777,133,0,0
/archives/116608,google,30,23,1.3043478260869565,41.43478260869565,122,0,0
/archives/116690,naver,30,29,1.0344827586206897,93.34482758620689,126,0,0
/archives/116942,google,30,26,1.1538461538461537,27.384615384615383,122,0,0
/archives/50898,google,30,28,1.0714285714285714,25.821428571428573,138,0,0
/archives/59030,google,30,26,1.1538461538461537,26.576923076923077,133,0,0
/archives/73326,google,30,29,1.0344827586206897,33.51724137931034,139,0,0
/archives/7696,google,30,25,1.2,35.32,146,0,0
/archives/98215,google,30,27,1.1111111111111112,16.962962962962962,140,0,0
/archives/112036,google,29,21,1.380952380952381,72.23809523809524,125,0,0
/archives/115380,google,29,23,1.2608695652173914,14.043478260869565,119,0,0
/archives/116690,lm.facebook.com,29,19,1.5263157894736843,24,104,0,0
/archives/116844,ozmailer.com,29,15,1.9333333333333333,40.733333333333334,101,0,0
/archives/116899,google,29,21,1.380952380952381,36.57142857142857,120,0,0
/archives/8289,google,29,28,1.0357142857142858,17.428571428571427,136,0,0
/,youtube.com,28,11,2.5454545454545454,28.181818181818183,170,0,0
/archives/109090,google,28,27,1.037037037037037,17.185185185185187,139,0,0
/archives/15214,google,28,26,1.0769230769230769,44,130,0,0
/archives/23900,google,28,26,1.0769230769230769,20.03846153846154,134,0,0
/archives/7268,google,28,26,1.0769230769230769,33.30769230769231,125,0,0
/archives/98182,google,28,22,1.2727272727272727,60,117,0,0
/archives/98610,google,28,24,1.1666666666666667,22.75,130,0,0
/archives/category/business/sk-geo-centric,skgeocentric.com,28,15,1.8666666666666667,33.8,107,0,0
/archives/108874,google,27,25,1.08,20.12,119,0,0
/archives/116954,google,27,18,1.5,98.55555555555556,112,0,0
/archives/28520,google,27,25,1.08,32.76,125,0,0
/archives/38936,google,27,18,1.5,23.22222222222222,99,0,0
/archives/88198,google,27,21,1.2857142857142858,27.61904761904762,106,0,0
/archives/96879,google,27,23,1.173913043478261,39.17391304347826,125,0,0
/archives/category/press/notice,(direct),27,20,1.35,10.25,107,0,0
/,media.ipartners.co.kr,26,11,2.3636363636363638,11.636363636363637,121,0,0
/archives/100553,google,26,25,1.04,39.88,126,0,0
/archives/101945,google,26,18,1.4444444444444444,40.388888888888886,115,0,0
/archives/114336,google,26,25,1.04,23.24,116,0,0
/archives/115727,naver,26,26,1,44.5,126,0,0
/archives/115731,naver,26,22,1.1818181818181819,145.63636363636363,134,0,0
/archives/116690,ozmailer.com,26,15,1.7333333333333334,78.46666666666667,104,0,0
/archives/116921,google,26,19,1.368421052631579,26.42105263157895,99,0,0
/archives/13682,google,26,22,1.1818181818181819,112.63636363636364,119,0,0
/archives/21261,google,26,21,1.2380952380952381,36.76190476190476,108,0,0
/archives/25596,google,26,22,1.1818181818181819,71.9090909090909,123,0,0
/archives/69107,google,26,26,1,40.42307692307692,128,0,0
/archives/category/field-news/management,google,26,21,1.2380952380952381,9.19047619047619,103,0,0
/archives/category/press/archive,google,26,21,1.2380952380952381,22.095238095238095,105,0,0
/archives/112776,google,25,21,1.1904761904761905,47.23809523809524,124,0,0
/archives/115517,google,25,22,1.1363636363636365,54.31818181818182,109,0,0
/archives/115922,google,25,21,1.1904761904761905,32.857142857142854,110,0,0
/archives/61743,google,25,23,1.0869565217391304,88.08695652173913,117,0,0
/archives/72120,google,25,21,1.1904761904761905,17.38095238095238,110,0,0
/archives/84588,naver,25,24,1.0416666666666667,54.791666666666664,126,0,0
/archives/94030,google,25,16,1.5625,139.6875,112,0,0
/archives/94311,google,25,21,1.1904761904761905,48.61904761904762,123,0,0
/archives/category/business/sk-earthon,google,25,17,1.4705882352941178,12,104,0,0
/archives/category/business/sk-enmove,naver,25,20,1.25,19.05,115,0,0
/archives/category/field-news/inno-people,(direct),25,17,1.4705882352941178,22.176470588235293,100,0,0
/archives/category/social-news,(direct),25,25,1,7.68,128,0,0
/archives/100159,google,24,20,1.2,31.6,109,0,0
/archives/110144,google,24,19,1.263157894736842,36.94736842105263,91,0,0
/archives/111929,google,24,19,1.263157894736842,65.6842105263158,99,0,0
/archives/112724,google,24,22,1.0909090909090908,25.636363636363637,100,0,0
/archives/113663,google,24,22,1.0909090909090908,39.45454545454545,115,0,0
/archives/115922,naver,24,23,1.0434782608695652,27.391304347826086,113,0,0
/archives/11700,google,24,22,1.0909090909090908,26.818181818181817,108,0,0
/archives/24005,google,24,19,1.263157894736842,18.68421052631579,118,0,0
/archives/24192,naver,24,23,1.0434782608695652,46.17391304347826,123,0,0
/archives/34624,google,24,16,1.5,27.875,103,0,0
/archives/7475,google,24,18,1.3333333333333333,101.44444444444444,112,0,0
/archives/96339,google,24,23,1.0434782608695652,12,112,0,0
/archives/tag/sk주유소,google,24,23,1.0434782608695652,9.695652173913043,106,0,0
/,10.10.10.204:18080,23,10,2.3,15.5,83,0,0
/archives/103989,google,23,21,1.0952380952380953,22.904761904761905,105,0,0
/archives/10963,naver,23,17,1.3529411764705883,93.41176470588235,105,0,0
/archives/112580,naver,23,22,1.0454545454545454,65.22727272727273,116,0,0
/archives/114688,google,23,18,1.2777777777777777,36.05555555555556,105,0,0
/archives/115779,(direct),23,13,1.7692307692307692,11.76923076923077,86,0,0
/archives/116346,(direct),23,19,1.2105263157894737,25.94736842105263,93,0,0
/archives/116668,google,23,20,1.15,11.25,97,0,0
/archives/116690,instagramstory,23,17,1.3529411764705883,23.823529411764707,93,0,0
/archives/116954,(direct),23,23,1,61.73913043478261,95,0,0
/archives/21617,google,23,20,1.15,60.25,109,0,0
/archives/25711,google,23,22,1.0454545454545454,64.31818181818181,116,0,0
/archives/48881,(direct),23,6,3.8333333333333335,142.5,65,0,0
/archives/9439,naver,23,19,1.2105263157894737,52.89473684210526,108,0,0
/archives/category/industry-and-insight/inno-column,(direct),23,12,1.9166666666666667,21.916666666666668,94,0,0
/,enclean.com,22,15,1.4666666666666666,11.933333333333334,97,0,0
/archives/107142,google,22,16,1.375,41.9375,95,0,0
/archives/114172,google,22,20,1.1,44.8,99,0,0
/archives/114483,google,22,21,1.0476190476190477,73.61904761904762,107,0,0
/archives/115837,google,22,20,1.1,25.6,96,0,0
/archives/116664,google,22,19,1.1578947368421053,24.157894736842106,91,0,0
/archives/117002,google,22,19,1.1578947368421053,53.36842105263158,84,0,0
/archives/19039,google,22,17,1.2941176470588236,41.529411764705884,108,0,0
/archives/21277,(direct),22,14,1.5714285714285714,39.857142857142854,70,0,0
/archives/4521,google,22,21,1.0476190476190477,17.714285714285715,89,0,0
/archives/9299,google,22,18,1.2222222222222223,54.77777777777778,96,0,0
/archives/category/business/sk-enterm,google,22,14,1.5714285714285714,8.785714285714286,94,0,0
/archives/10512,google,21,20,1.05,27.95,98,0,0
/archives/114208,google,21,18,1.1666666666666667,36.05555555555556,90,0,0
/archives/115394,google,21,20,1.05,16.9,94,0,0
/archives/115779,google,21,16,1.3125,29.1875,80,0,0
/archives/115950,google,21,19,1.105263157894737,25.789473684210527,93,0,0
/archives/116323,google,21,20,1.05,57.45,93,0,0
/archives/116624,(direct),21,17,1.2352941176470589,26.176470588235293,83,0,0
/archives/116885,ozmailer.com,21,11,1.9090909090909092,24.363636363636363,62,0,0
/archives/24192,google,21,21,1,15.333333333333334,101,0,0
/archives/47741,google,21,21,1,19.333333333333332,102,0,0
/archives/53520,google,21,21,1,59,107,0,0
/archives/59820,google,21,20,1.05,46.55,94,0,0
/archives/7636,naver,21,20,1.05,30.2,107,0,0
/archives/90963,google,21,17,1.2352941176470589,72.94117647058823,85,0,0
/archives/9512,google,21,21,1,24.38095238095238,99,0,0
/archives/category/business/sk-energy,naver,21,10,2.1,39.3,85,0,0
/archives/category/business/sk-geo-centric,naver,21,10,2.1,71.2,89,0,0
/archives/category/press/notice,google,21,18,1.1666666666666667,11.61111111111111,72,0,0
/archives/category/press/press-release,todaydesk.co.kr,21,1,21,169,84,0,0
/posts,naver,21,16,1.3125,24.625,83,0,0
/privacy-policy,ozmailer.com,21,4,5.25,224,89,0,0
/archives/107557,skenergy.com,20,20,1,12.6,101,0,0
/archives/110458,google,20,14,1.4285714285714286,45.214285714285715,83,0,0
/archives/114773,(direct),20,13,1.5384615384615385,10.23076923076923,72,0,0
/archives/115258,(direct),20,19,1.0526315789473684,44.578947368421055,89,0,0
/archives/116954,ozmailer.com,20,14,1.4285714285714286,87.64285714285714,68,0,0
/archives/117105,(direct),20,16,1.25,28.5,81,0,0
/archives/14136,google,20,15,1.3333333333333333,28.666666666666668,89,0,0
/archives/18414,google,20,15,1.3333333333333333,30.8,91,0,0
/archives/47000,google,20,20,1,42.45,98,0,0
/archives/62659,google,20,20,1,35.8,98,0,0
/archives/63622,naver,20,17,1.1764705882352942,44.64705882352941,90,0,0
/archives/73127,google,20,17,1.1764705882352942,37.411764705882355,93,0,0
/archives/85006,namu.wiki,20,18,1.1111111111111112,9.166666666666666,90,0,0
/archives/93353,naver,20,17,1.1764705882352942,50.1764705882353,99,0,0
/archives/95134,google,20,11,1.8181818181818181,13.090909090909092,69,0,0
/privacy-policy,(direct),20,15,1.3333333333333333,15.733333333333333,80,0,0
/,facebook,19,4,4.75,24.75,103,0,0
/archives/10330,google,19,19,1,19.105263157894736,96,0,0
/archives/110206,google,19,6,3.1666666666666665,187.16666666666666,72,0,0
/archives/112418,google,19,18,1.0555555555555556,20.055555555555557,83,0,0
/archives/114065,naver,19,17,1.1176470588235294,57.529411764705884,93,0,0
/archives/115416,(direct),19,3,6.333333333333333,88.33333333333333,58,0,0
/archives/115808,(direct),19,15,1.2666666666666666,29.2,79,0,0
/archives/115837,(direct),19,18,1.0555555555555556,44.666666666666664,89,0,0
/archives/116189,google,19,17,1.1176470588235294,32.705882352941174,81,0,0
/archives/34426,google,19,16,1.1875,37.75,91,0,0
/archives/45601,google,19,19,1,12.263157894736842,87,0,0
/archives/69357,google,19,16,1.1875,34.125,85,0,0
/archives/72552,google,19,14,1.3571428571428572,17.214285714285715,92,0,0
/archives/80568,google,19,18,1.0555555555555556,25.944444444444443,91,0,0
/archives/85187,google,19,16,1.1875,44.875,93,0,0
/archives/89977,google,19,15,1.2666666666666666,43.2,83,0,0
/archives/9439,google,19,19,1,27.68421052631579,92,0,0
/archives/category/press/press-release,sk-on.com,19,11,1.7272727272727273,52.63636363636363,77,0,0
/archives/105499,google,18,16,1.125,177.125,85,0,0
/archives/105571,google,18,15,1.2,100.8,66,0,0
/archives/105691,google,18,12,1.5,65,76,0,0
/archives/111406,google,18,17,1.0588235294117647,12.588235294117647,82,0,0
/archives/111540,enclean.com,18,17,1.0588235294117647,7.588235294117647,69,0,0
/archives/113855,(direct),18,13,1.3846153846153846,14.461538461538462,71,0,0
/archives/114138,naver,18,11,1.6363636363636365,65.72727272727273,73,0,0
/archives/114278,google,18,14,1.2857142857142858,23.714285714285715,70,0,0
