# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20241021
# 종료일: 20241027
페이지 경로 및 화면 클래스,세션 소스,조회수,세션수,활성 사용자,활성 사용자당 조회수,활성 사용자당 평균 참여 시간,이벤트 수,주요 이벤트,총수익
/global/archives/19154,bing,5,3,3,1.6666666666666667,21.333333333333332,18,0,0
/global/archives/19268,ozmailer.com,5,5,5,1,2.2,14,0,0
/global/archives/489,(direct),5,4,4,1.25,0.5,16,0,0
/global/archives/822,google,5,4,4,1.25,27,20,0,0
/global/archives/9668,(direct),5,5,2,2.5,0,19,0,0
/global/archives/9740,zalo,5,4,4,1.25,0,17,0,0
/global/archives/category/corporates/sk-rading-international,google,5,3,2,2.5,4,19,0,0
/global/archives/category/insight,(direct),5,5,5,1,39,22,0,0
/global/archives/category/press-room/financial-results,bing,5,2,2,2.5,23,20,0,0
/global/archives/tag/daejeon,google,5,2,2,2.5,10.5,20,0,0
/global/archives/tag/skeo,google,5,2,1,5,41,20,0,0
/global/archives/tag/skoh,google,5,4,4,1.25,3.5,19,0,0
/global/latestnews,google,5,5,5,1,57.8,22,0,0
/global/,ozmailer.com,4,3,2,2,2.5,18,0,0
/global/archives/10654,google,4,5,3,1.3333333333333333,95.33333333333333,19,0,0
/global/archives/10913,google,4,5,3,1.3333333333333333,7.666666666666667,17,0,0
/global/archives/11004,(direct),4,4,3,1.3333333333333333,45.333333333333336,17,0,0
/global/archives/11807,google,4,4,3,1.3333333333333333,11.666666666666666,17,0,0
/global/archives/11853,google,4,3,2,2,19.5,16,0,0
/global/archives/12008,google,4,5,4,1,8.75,21,0,0
/global/archives/12125,(direct),4,5,3,1.3333333333333333,9,18,0,0
/global/archives/12688,bing,4,4,2,2,4,15,0,0
/global/archives/12692,google,4,4,3,1.3333333333333333,44.333333333333336,21,0,0
/global/archives/12950,google,4,5,3,1.3333333333333333,13,20,0,0
/global/archives/13329,google,4,6,4,1,22.75,18,0,0
/global/archives/14065,google,4,6,5,0.8,22.4,21,0,0
/global/archives/14146,google,4,4,3,1.3333333333333333,19.666666666666668,20,0,0
/global/archives/14634,google,4,4,3,1.3333333333333333,16.333333333333332,15,0,0
/global/archives/15204,google,4,5,4,1,27.75,19,0,0
/global/archives/15462,google,4,5,3,1.3333333333333333,69.33333333333333,19,0,0
/global/archives/15664,google,4,6,4,1,15.75,21,0,0
/global/archives/16286,google,4,4,3,1.3333333333333333,246,20,0,0
/global/archives/16493,google,4,5,5,0.8,24.8,20,0,0
/global/archives/16532,(direct),4,5,4,1,31.25,19,0,0
/global/archives/17313,skenmove.com,4,5,3,1.3333333333333333,14.333333333333334,12,0,0
/global/archives/17426,bing,4,3,2,2,28,19,0,0
/global/archives/17426,eng.skgeocentric.com,4,1,1,4,311,16,0,0
/global/archives/17514,google,4,4,4,1,8.5,15,0,0
/global/archives/17950,google,4,4,4,1,19,20,0,0
/global/archives/17990,(direct),4,3,2,2,71.5,15,0,0
/global/archives/18208/7-20240501_skee_1-sk트레이딩인터내셔널-유럽,google,4,1,1,4,45,18,0,0
/global/archives/18374,google,4,4,4,1,19.25,12,0,0
/global/archives/18571,(direct),4,6,2,2,38,17,0,0
/global/archives/18690,(direct),4,4,3,1.3333333333333333,15.666666666666666,13,0,0
/global/archives/18989,google,4,4,4,1,34,19,0,0
/global/archives/19045,(direct),4,4,4,1,36.25,16,0,0
/global/archives/19045,bing,4,3,3,1.3333333333333333,16.333333333333332,19,0,0
/global/archives/19078,bing,4,4,4,1,10,17,0,0
/global/archives/19149,google,4,4,4,1,22.25,18,0,0
/global/archives/19179,statics.teams.cdn.office.net,4,4,2,2,2.5,12,0,0
/global/archives/19328,linkedin.com,4,4,4,1,57.25,18,0,0
/global/archives/3820,(direct),4,3,3,1.3333333333333333,2,17,0,0
/global/archives/4499,google,4,4,4,1,21.75,20,0,0
/global/archives/489,google,4,5,4,1,75,22,0,0
/global/archives/6377,google,4,4,4,1,18.75,16,0,0
/global/archives/7445,google,4,4,4,1,66.25,23,0,0
/global/archives/8067,google,4,3,3,1.3333333333333333,119,20,0,0
/global/archives/8152,google,4,6,4,1,6.5,19,0,0
/global/archives/8383,google,4,3,3,1.3333333333333333,24.333333333333332,15,0,0
/global/archives/9096,eng.skgeocentric.com,4,1,1,4,229,16,0,0
/global/archives/9668,google,4,4,3,1.3333333333333333,5.333333333333333,18,0,0
/global/archives/9709,google,4,3,3,1.3333333333333333,56.333333333333336,17,0,0
/global/archives/9740,google,4,4,4,1,34.25,19,0,0
/global/archives/category/corporate/sk-energy,skenergy.com,4,3,3,1.3333333333333333,26.666666666666668,19,0,0
/global/archives/category/corporates/sk-earthon,(direct),4,2,2,2,12.5,15,0,0
/global/archives/category/corporates/sk-enterm,google,4,3,3,1.3333333333333333,7.333333333333333,16,0,0
/global/archives/category/press-room/financial-results,(direct),4,4,4,1,8.5,16,0,0
/global/archives/category/press-room/issue-fact,google,4,4,3,1.3333333333333333,4,14,0,0
/global/archives/category/press-room/press-release,statics.teams.cdn.office.net,4,4,1,4,5,16,0,0
/global/archives/tag/poland,google,4,3,3,1.3333333333333333,9,18,0,0
/global/archives/tag/pouch-type-battery,google,4,3,3,1.3333333333333333,7,17,0,0
/global/archives/tag/sko,google,4,4,4,1,12.75,21,0,0
/global/sustainability-report,google,4,2,2,2,29,17,0,0
/global/who-we-are,google,4,3,2,2,21.5,20,0,0
/global/,eng.skearthon.com,3,2,2,1.5,17.5,22,0,0
/global/,eng.skgeocentric.com,3,2,2,1.5,23,13,0,0
/global/,skenergy.com,3,1,1,3,53,14,0,0
/global/archives/10159,google,3,2,2,1.5,35.5,12,0,0
/global/archives/10872,(direct),3,3,3,1,4.333333333333333,13,0,0
/global/archives/11400,(direct),3,4,3,1,9,12,0,0
/global/archives/11475,google,3,3,3,1,10.333333333333334,13,0,0
/global/archives/12022,(direct),3,2,2,1.5,28.5,12,0,0
/global/archives/12072,google,3,3,3,1,32.333333333333336,13,0,0
/global/archives/12125,google,3,4,2,1.5,92.5,15,0,0
/global/archives/12147,google,3,3,3,1,130.66666666666666,16,0,0
/global/archives/12190,google,3,3,3,1,5,13,0,0
/global/archives/12306,(direct),3,3,3,1,2,13,0,0
/global/archives/13130,(direct),3,4,2,1.5,74.5,15,0,0
/global/archives/13130,eng.skgeocentric.com,3,1,1,3,76,11,0,0
/global/archives/14065,(direct),3,3,3,1,6,11,0,0
/global/archives/14243,skenmove.com,3,2,2,1.5,32,12,0,0
/global/archives/14309,(direct),3,3,3,1,0,12,0,0
/global/archives/14766,google,3,3,3,1,44.333333333333336,15,0,0
/global/archives/14770,google,3,3,3,1,1.6666666666666667,9,0,0
/global/archives/15103,google,3,3,2,1.5,10.5,13,0,0
/global/archives/15374,(direct),3,4,3,1,4.666666666666667,15,0,0
/global/archives/15490,statics.teams.cdn.office.net,3,2,2,1.5,71.5,14,0,0
/global/archives/15574,google,3,3,3,1,15.333333333333334,10,0,0
/global/archives/15592,(direct),3,3,3,1,0,10,0,0
/global/archives/15840,google,3,4,3,1,3,15,0,0
/global/archives/16131,google,3,3,1,3,0,9,0,0
/global/archives/16286,eng.sk-on.com,3,1,1,3,524,11,0,0
/global/archives/16448,google,3,3,3,1,4.666666666666667,10,0,0
/global/archives/16834,(direct),3,3,3,1,6.666666666666667,11,0,0
/global/archives/16939,google,3,3,3,1,7.333333333333333,15,0,0
/global/archives/17356,skenmove.com,3,2,1,3,153,11,0,0
/global/archives/17426,chatgpt.com,3,4,3,1,44.333333333333336,16,0,0
/global/archives/17446,google,3,3,3,1,3,12,0,0
/global/archives/17623,(direct),3,2,2,1.5,95,13,0,0
/global/archives/17697,google,3,3,3,1,66.33333333333333,14,0,0
/global/archives/17737,cp.swift.sa.edu.au:6082,3,5,1,3,13,16,0,0
/global/archives/17978,(direct),3,2,2,1.5,24.5,11,0,0
/global/archives/17990,google,3,4,3,1,4.333333333333333,16,0,0
/global/archives/18140,(direct),3,3,0,0,0,8,0,0
/global/archives/18140,google,3,2,2,1.5,19.5,9,0,0
/global/archives/18268,google,3,2,2,1.5,9.5,12,0,0
/global/archives/18283,google,3,3,3,1,3,12,0,0
/global/archives/18388,google,3,3,3,1,217.66666666666666,16,0,0
/global/archives/18421,(direct),3,3,2,1.5,26.5,10,0,0
/global/archives/18546,bing,3,3,2,1.5,0,7,0,0
/global/archives/18608,bing,3,2,2,1.5,13.5,13,0,0
/global/archives/18659,(direct),3,3,3,1,2.3333333333333335,12,0,0
/global/archives/18708,google,3,3,3,1,12.333333333333334,12,0,0
/global/archives/18770,(direct),3,3,3,1,0,9,0,0
/global/archives/19078,skenergy.com,3,1,1,3,202,11,0,0
/global/archives/19095,(direct),3,3,3,1,65.33333333333333,13,0,0
/global/archives/19149,(direct),3,3,3,1,72.66666666666667,10,0,0
/global/archives/19202,linkedin.com,3,4,3,1,4.333333333333333,15,0,0
/global/archives/19251,linkedin.com,3,3,2,1.5,14,13,0,0
/global/archives/19349,linkedin.com,3,4,3,1,93.33333333333333,16,0,0
/global/archives/303,(direct),3,3,3,1,0,10,0,0
/global/archives/3962,bing,3,3,2,1.5,62,15,0,0
/global/archives/4360,google,3,3,3,1,8,13,0,0
/global/archives/4612,(direct),3,3,2,1.5,3.5,13,0,0
/global/archives/5129,google,3,3,3,1,5,13,0,0
/global/archives/5892,google,3,3,3,1,57,15,0,0
/global/archives/6216,(direct),3,3,3,1,12,11,0,0
/global/archives/6546,(direct),3,3,3,1,0,10,0,0
/global/archives/6710,google,3,3,3,1,103.66666666666667,16,0,0
/global/archives/7445,(direct),3,3,3,1,1.6666666666666667,10,0,0
/global/archives/7596,google,3,2,2,1.5,34,14,0,0
/global/archives/8428,google,3,2,2,1.5,30.5,14,0,0
/global/archives/8899,google,3,3,3,1,14,15,0,0
/global/archives/9695,google,3,4,3,1,15.666666666666666,18,0,0
/global/archives/9910,bing,3,3,3,1,94.33333333333333,11,0,0
/global/archives/category/corporates/sk-earthon,eng.skgeocentric.com,3,3,1,3,0,9,0,0
/global/archives/category/corporates/sk-enmove,(direct),3,3,3,1,25.666666666666668,13,0,0
/global/archives/category/corporates/sk-enterm,eng.skgeocentric.com,3,3,1,3,2,12,0,0
/global/archives/category/corporates/sk-geo-centric,eng.skgeocentric.com,3,2,2,1.5,19.5,11,0,0
/global/archives/category/corporates/sk-geo-centric,linkedin.com,3,2,2,1.5,33.5,10,0,0
/global/archives/category/corporates/sk-ie-technology,eng.skgeocentric.com,3,3,1,3,0,8,0,0
/global/archives/category/corporates/sk-innovation,eng.skearthon.com,3,2,2,1.5,24,12,0,0
/global/archives/category/corporates/sk-rading-international,eng.skgeocentric.com,3,3,1,3,2,10,0,0
/global/archives/category/insight,google,3,3,3,1,5.666666666666667,12,0,0
/global/archives/category/insight/trend_report,google,3,3,3,1,7.666666666666667,10,0,0
/global/archives/category/people/inno-people,(direct),3,2,2,1.5,9,12,0,0
/global/archives/category/press-room,eng.sk-on.com,3,3,2,1.5,12,11,0,0
/global/archives/category/press-room/financial-results,chatgpt.com,3,3,3,1,38.666666666666664,10,0,0
/global/archives/category/press-room/financial-results,eng.skgeocentric.com,3,1,1,3,40,12,0,0
/global/archives/category/press-room/financial-results,skenergy.com,3,2,2,1.5,144.5,12,0,0
/global/archives/tag/fcw,google,3,1,1,3,7,12,0,0
/global/archives/tag/netruck,(direct),3,1,1,3,10,11,0,0
/global/archives/tag/northvolt,google,3,3,3,1,11,15,0,0
/global/archives/tag/skfp,google,3,1,1,3,42,13,0,0
/global/archives/tag/smart-plant-solutions,google,3,2,2,1.5,5,14,0,0
/global/,chatgpt.com,2,2,2,1,1,222,0,0
/global/archives/10522,google,2,2,1,2,29,6,0,0
/global/archives/10610,(direct),2,2,2,1,0,6,0,0
/global/archives/10774,bing,2,2,2,1,3,8,0,0
/global/archives/10835,google,2,2,2,1,0,6,0,0
/global/archives/10939,(direct),2,2,2,1,19.5,8,0,0
/global/archives/10939,bing,2,2,2,1,48.5,10,0,0
/global/archives/10985,bing,2,2,2,1,4,10,0,0
/global/archives/11004,google,2,3,2,1,77,12,0,0
/global/archives/11087,skenergy.com,2,2,2,1,151.5,10,0,0
/global/archives/11161,rogo-fa.lazard.com,2,1,1,2,11,9,0,0
/global/archives/11596,google,2,2,1,2,56,9,0,0
/global/archives/12091,google,2,2,2,1,64.5,9,0,0
/global/archives/12373,google,2,2,1,2,0,7,0,0
/global/archives/13103,google,2,1,1,2,0,4,0,0
/global/archives/13513,google,2,1,1,2,30,7,0,0
/global/archives/13595,google,2,2,2,1,0.5,8,0,0
/global/archives/13932,google,2,2,2,1,33.5,10,0,0
/global/archives/14078,google,2,3,2,1,0,9,0,0
/global/archives/14243,(direct),2,3,2,1,124.5,11,0,0
/global/archives/14493,(direct),2,2,2,1,0,8,0,0
/global/archives/14770,(direct),2,2,2,1,0,8,0,0
/global/archives/14788,google,2,3,2,1,8,9,0,0
/global/archives/15374,skenergy.com,2,2,2,1,2,7,0,0
/global/archives/15574,(direct),2,2,2,1,2,6,0,0
/global/archives/15574,skenmove.com,2,2,2,1,18.5,7,0,0
/global/archives/15638,(direct),2,2,2,1,0,8,0,0
/global/archives/15865,(direct),2,2,2,1,0,8,0,0
/global/archives/15865,google,2,3,2,1,0,9,0,0
/global/archives/15985,google,2,2,1,2,17,8,0,0
/global/archives/16131,eng.skglobalchemical.com,2,1,1,2,14,8,0,0
/global/archives/16154,google,2,4,2,1,12,14,0,0
/global/archives/16286,(direct),2,2,2,1,0,8,0,0
/global/archives/16480,google,2,2,2,1,0,10,0,0
/global/archives/16532,bing,2,2,2,1,5.5,8,0,0
/global/archives/16583,(direct),2,1,1,2,30,8,0,0
/global/archives/16613,google,2,2,1,2,0,7,0,0
/global/archives/16787,(direct),2,3,3,0.6666666666666666,7.666666666666667,9,0,0
/global/archives/16787,google,2,2,2,1,21.5,10,0,0
/global/archives/16810,google,2,3,1,2,130,9,0,0
/global/archives/16952,google,2,2,2,1,1.5,9,0,0
/global/archives/17047,google,2,3,2,1,6,10,0,0
/global/archives/1722,google,2,2,2,1,1.5,9,0,0
/global/archives/17356,bing,2,3,1,2,1023,9,0,0
/global/archives/17386,google,2,2,2,1,19,10,0,0
/global/archives/17460,google,2,3,2,1,21,12,0,0
/global/archives/17499,(direct),2,2,2,1,21.5,9,0,0
/global/archives/17514,chatgpt.com,2,1,1,2,43,9,0,0
/global/archives/17569,bing,2,3,2,1,65.5,9,0,0
/global/archives/17796,(direct),2,2,2,1,0,8,0,0
/global/archives/17893,google,2,2,2,1,66.5,9,0,0
/global/archives/17978,eng.skglobalchemical.com,2,1,1,2,27,8,0,0
/global/archives/18065,chatgpt.com,2,2,2,1,6,8,0,0
/global/archives/18065,google,2,2,2,1,7.5,8,0,0
/global/archives/18208,google,2,2,2,1,37,8,0,0
/global/archives/18361,(direct),2,1,1,2,8,4,0,0
/global/archives/18388,(direct),2,2,2,1,2.5,8,0,0
/global/archives/18388,linkedin.com,2,1,1,2,89,7,0,0
/global/archives/18421,google,2,2,2,1,42.5,10,0,0
/global/archives/18445,(direct),2,2,2,1,18.5,10,0,0
/global/archives/18500,skinnovation.com,2,2,2,1,0.5,9,0,0
/global/archives/18608,chatgpt.com,2,2,2,1,11,7,0,0
/global/archives/18659,eng.skearthon.com,2,3,1,2,182,11,0,0
/global/archives/18690,linkedin.com,2,2,2,1,6.5,6,0,0
/global/archives/18708,linkedin.com,2,4,2,1,287.5,10,0,0
/global/archives/18708,ozmailer.com,2,1,1,2,87,8,0,0
/global/archives/18743,google,2,2,2,1,0,7,0,0
/global/archives/19078,chatgpt.com,2,1,1,2,7,8,0,0
/global/archives/19095,google,2,2,2,1,46,10,0,0
/global/archives/19128,(direct),2,3,2,1,382,10,0,0
/global/archives/19128,google,2,2,2,1,15.5,5,0,0
/global/archives/19154,chatgpt.com,2,3,2,1,7.5,12,0,0
/global/archives/19154,skinnovation.com,2,2,2,1,6.5,6,0,0
/global/archives/19202,(direct),2,2,2,1,41.5,6,0,0
/global/archives/19202,google,2,2,2,1,64.5,9,0,0
/global/archives/19230,skenmove.com,2,2,2,1,6.5,6,0,0
/global/archives/19328,skinnovation.com,2,2,2,1,27,7,0,0
/global/archives/19349,skinnovation.com,2,2,2,1,27,7,0,0
/global/archives/19393,bing,2,2,2,1,173.5,10,0,0
/global/archives/19393,lnkd.in,2,2,2,1,12.5,9,0,0
/global/archives/2675,google,2,2,2,1,15,7,0,0
/global/archives/3473,google,2,2,2,1,12.5,10,0,0
/global/archives/3709,google,2,2,2,1,3.5,9,0,0
/global/archives/3820,cn.bing.com,2,2,2,1,0,7,0,0
/global/archives/3820,ecosia.org,2,1,1,2,71,9,0,0
/global/archives/3830,eng.skgeocentric.com,2,1,1,2,71,8,0,0
/global/archives/3962,skenmove.com,2,3,1,2,60,8,0,0
/global/archives/4146,google,2,3,2,1,1.5,11,0,0
/global/archives/4612,eng.skglobalchemical.com,2,1,1,2,41,8,0,0
/global/archives/564,google,2,2,2,1,36.5,10,0,0
/global/archives/6014,google,2,3,2,1,11.5,10,0,0
/global/archives/6072,google,2,1,1,2,33,5,0,0
/global/archives/6150,(direct),2,2,2,1,2.5,9,0,0
/global/archives/6313,(direct),2,2,2,1,0,6,0,0
/global/archives/6760,google,2,2,2,1,46.5,10,0,0
