# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: SK이노베이션(한글)
# 속성: SK이노베이션 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240701
# 종료일: 20240731
페이지 경로 및 화면 클래스,기기 카테고리,조회수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/archives/category/business/sk-innovation,mobile,101,68,1.4852941176470589,19.83823529411765,384,0,0
/archives/107411,mobile,100,93,1.075268817204301,85.50537634408602,389,0,0
/archives/112418,desktop,99,90,1.1,23,400,0,0
/archives/115808,desktop,95,73,1.3013698630136987,24.54794520547945,380,0,0
/archives/32685,mobile,95,87,1.0919540229885059,31.482758620689655,442,0,0
/archives/23352,mobile,91,86,1.058139534883721,21.127906976744185,414,0,0
/archives/16295,mobile,90,84,1.0714285714285714,26.154761904761905,397,0,0
/archives/category/business/sk-incheonpetrochem,mobile,87,46,1.891304347826087,18.76086956521739,339,0,0
/archives/95110,desktop,86,69,1.2463768115942029,39.63768115942029,365,0,0
/archives/category/field-news/management,desktop,86,47,1.8297872340425532,20.085106382978722,343,0,0
/archives/111540,desktop,85,72,1.1805555555555556,34.44444444444444,408,0,0
/archives/115587,desktop,85,69,1.2318840579710144,61.15942028985507,333,0,0
/posts,mobile,84,50,1.68,27.14,305,0,0
/archives/99361,desktop,83,74,1.1216216216216217,75.41891891891892,373,0,0
/archives/category/press/notice,desktop,83,66,1.2575757575757576,20.075757575757574,322,0,0
/archives/25903,desktop,82,67,1.2238805970149254,37.82089552238806,376,0,0
/archives/83571,desktop,82,74,1.1081081081081081,79.0945945945946,386,0,0
/archives/113952,mobile,81,75,1.08,35.49333333333333,374,0,0
/archives/114773,desktop,79,63,1.253968253968254,45.42857142857143,370,0,0
/archives/115954,desktop,77,51,1.5098039215686274,40.78431372549019,305,0,0
/archives/32685,desktop,76,69,1.1014492753623188,37.15942028985507,399,0,0
/archives/51077,desktop,76,60,1.2666666666666666,52.333333333333336,374,0,0
/archives/category/press/archive,desktop,76,62,1.2258064516129032,11.741935483870968,307,0,0
/archives/6688,desktop,75,45,1.6666666666666667,59.733333333333334,321,0,0
/archives/115664,desktop,73,63,1.1587301587301588,43.111111111111114,319,0,0
/archives/115896,desktop,73,63,1.1587301587301588,26.825396825396826,306,0,0
/archives/115922,desktop,73,58,1.2586206896551724,31.017241379310345,291,0,0
/archives/109462,mobile,72,68,1.0588235294117647,29.985294117647058,333,0,0
/archives/114530,mobile,72,63,1.1428571428571428,114.04761904761905,240,0,0
/archives/48028,mobile,72,38,1.894736842105263,67.8157894736842,275,0,0
/archives/91050,desktop,71,59,1.2033898305084745,31.423728813559322,346,0,0
/archives/tag/sk경영경제연구소,desktop,70,45,1.5555555555555556,10.377777777777778,325,0,0
/archives/113680,desktop,69,58,1.1896551724137931,35.03448275862069,310,0,0
/archives/45433,desktop,69,56,1.2321428571428572,67.48214285714286,329,0,0
/archives/48881,desktop,68,38,1.7894736842105263,52.526315789473685,297,0,0
/archives/113159,mobile,67,42,1.5952380952380953,50.42857142857143,262,0,0
/archives/63622,desktop,67,64,1.046875,46.765625,338,0,0
/archives/100892,desktop,66,39,1.6923076923076923,95.82051282051282,269,0,0
/archives/10557,desktop,66,50,1.32,37.54,316,0,0
/archives/115416,desktop,65,39,1.6666666666666667,53.666666666666664,258,0,0
/archives/103989,desktop,64,42,1.5238095238095237,35.92857142857143,257,0,0
/archives/113998,desktop,63,59,1.0677966101694916,21.88135593220339,267,0,0
/archives/category/business/sk-enterm,mobile,63,43,1.4651162790697674,6.069767441860465,281,0,0
/archives/113952,desktop,62,57,1.087719298245614,54.26315789473684,297,0,0
/archives/115791,desktop,62,52,1.1923076923076923,27.096153846153847,247,0,0
/archives/15214,desktop,61,51,1.196078431372549,69.01960784313725,287,0,0
/archives/97077,desktop,61,57,1.0701754385964912,33.63157894736842,293,0,0
/archives/115950,desktop,60,48,1.25,26.166666666666668,244,0,0
/archives/34678,mobile,60,42,1.4285714285714286,27.11904761904762,262,0,0
/archives/10815,desktop,59,57,1.0350877192982457,37.91228070175438,314,0,0
/archives/83720,mobile,59,55,1.0727272727272728,41.25454545454546,280,0,0
/archives/104002,mobile,58,48,1.2083333333333333,61.625,257,0,0
/archives/105883,mobile,58,52,1.1153846153846154,48.92307692307692,274,0,0
/archives/25579,desktop,56,53,1.0566037735849056,34.9811320754717,271,0,0
/archives/83065,desktop,56,55,1.018181818181818,66.41818181818182,283,0,0
/archives/8482,desktop,55,51,1.0784313725490196,35.509803921568626,241,0,0
/archives/21277,desktop,54,42,1.2857142857142858,95.07142857142857,255,0,0
/archives/78785,desktop,53,46,1.1521739130434783,32.108695652173914,251,0,0
/archives/category/business/sk-ietechnology,desktop,53,27,1.962962962962963,28.25925925925926,206,0,0
/archives/tag/열분해유,desktop,53,39,1.358974358974359,15.666666666666666,242,0,0
/archives/115899,desktop,52,36,1.4444444444444444,36.388888888888886,199,0,0
/archives/28782,desktop,52,47,1.1063829787234043,34.212765957446805,264,0,0
/archives/113855,desktop,51,33,1.5454545454545454,53.90909090909091,218,0,0
/archives/92880,desktop,51,46,1.108695652173913,45.130434782608695,236,0,0
/archives/category/business/sk-tradinginternational,desktop,51,34,1.5,22.029411764705884,211,0,0
/newsroom-guide,desktop,51,36,1.4166666666666667,39.111111111111114,216,0,0
/archives/112956,desktop,50,43,1.1627906976744187,44.76744186046512,218,0,0
/archives/18301,desktop,50,46,1.0869565217391304,65.47826086956522,262,0,0
/archives/8422,mobile,50,49,1.0204081632653061,17.775510204081634,234,0,0
/archives/112487,desktop,49,39,1.2564102564102564,52.333333333333336,204,0,0
/archives/114138,mobile,49,46,1.065217391304348,32.43478260869565,229,0,0
/archives/114172,desktop,49,36,1.3611111111111112,56.72222222222222,196,0,0
/archives/114999,mobile,49,44,1.1136363636363635,26.454545454545453,212,0,0
/archives/107738,desktop,48,36,1.3333333333333333,57.583333333333336,230,0,0
/archives/109090,desktop,48,41,1.170731707317073,25.29268292682927,220,0,0
/archives/19961,mobile,48,41,1.170731707317073,51.97560975609756,232,0,0
/archives/8935,desktop,48,46,1.0434782608695652,45.93478260869565,240,0,0
/archives/89977,desktop,48,38,1.263157894736842,49.78947368421053,225,0,0
/archives/111387,mobile,47,38,1.236842105263158,24.157894736842106,195,0,0
/archives/112908,desktop,47,44,1.0681818181818181,50.81818181818182,215,0,0
/archives/22283,desktop,47,40,1.175,23.75,237,0,0
/archives/25711,desktop,47,39,1.205128205128205,61.05128205128205,226,0,0
/archives/76541,desktop,47,39,1.205128205128205,55.76923076923077,235,0,0
/archives/category/business/sk-energy,mobile,47,30,1.5666666666666667,23.766666666666666,186,0,0
/archives/36237,desktop,46,38,1.2105263157894737,33.55263157894737,206,0,0
/archives/category/business,mobile,46,20,2.3,13.8,152,0,0
/,tablet,45,25,1.8,13.96,178,0,0
/archives/111406,desktop,45,37,1.2162162162162162,23.62162162162162,192,0,0
/archives/111929,desktop,45,36,1.25,37.833333333333336,188,0,0
/archives/115214,desktop,45,33,1.3636363636363635,29.515151515151516,182,0,0
/archives/10963,mobile,44,33,1.3333333333333333,73.78787878787878,184,0,0
/archives/9439,mobile,44,44,1,40.95454545454545,216,0,0
/archives/98731,desktop,44,37,1.1891891891891893,40.4054054054054,199,0,0
/archives/category/social-news,desktop,44,41,1.0731707317073171,13.829268292682928,224,0,0
/archives/112480,desktop,43,39,1.1025641025641026,15.179487179487179,189,0,0
/archives/114973,tablet,43,34,1.2647058823529411,31.91176470588235,176,0,0
/archives/115706,mobile,43,37,1.162162162162162,21.35135135135135,186,0,0
/archives/61743,desktop,43,40,1.075,29.65,206,0,0
/archives/89053,mobile,43,2,21.5,0,123,0,0
/archives/category/business/sk-enmove,mobile,43,30,1.4333333333333333,23.766666666666666,172,0,0
/archives/109888,desktop,42,37,1.135135135135135,23.972972972972972,202,0,0
/archives/114530,desktop,42,36,1.1666666666666667,68.80555555555556,161,0,0
/archives/115779,mobile,42,20,2.1,37.35,139,0,0
/archives/94311,desktop,42,34,1.2352941176470589,23.647058823529413,194,0,0
/archives/category/business/sk-earthon,desktop,42,27,1.5555555555555556,20.51851851851852,164,0,0
/archives/110055,desktop,41,34,1.2058823529411764,57.411764705882355,214,0,0
/archives/110144,desktop,41,29,1.4137931034482758,38.3448275862069,178,0,0
/archives/21277,mobile,41,35,1.1714285714285715,94.2,179,0,0
/archives/108755,desktop,40,30,1.3333333333333333,43.63333333333333,184,0,0
/archives/10963,desktop,40,31,1.2903225806451613,35.193548387096776,186,0,0
/archives/28782,mobile,40,37,1.0810810810810811,44.189189189189186,189,0,0
/archives/110015,desktop,39,34,1.1470588235294117,24.735294117647058,181,0,0
/archives/113998,mobile,39,36,1.0833333333333333,48.888888888888886,176,0,0
/archives/114688,desktop,39,33,1.1818181818181819,45.18181818181818,180,0,0
/archives/115517,desktop,39,34,1.1470588235294117,43.411764705882355,152,0,0
/archives/81784,desktop,39,33,1.1818181818181819,46.57575757575758,188,0,0
/archives/92880,tablet,39,32,1.21875,51.9375,158,0,0
/archives/9782,mobile,39,38,1.0263157894736843,20.07894736842105,180,0,0
/archives/tag/sk이노베이션-울산complex,desktop,39,27,1.4444444444444444,19.037037037037038,162,0,0
/archives/115622,desktop,38,31,1.2258064516129032,31.580645161290324,154,0,0
/archives/24686,mobile,38,36,1.0555555555555556,34.583333333333336,174,0,0
/archives/59030,desktop,38,33,1.1515151515151516,66.60606060606061,191,0,0
/archives/65154,desktop,38,35,1.0857142857142856,155.42857142857142,192,0,0
/archives/category/industry-and-insight/inno-column,mobile,38,18,2.111111111111111,38.388888888888886,135,0,0
/archives/107887,desktop,37,24,1.5416666666666667,39.5,166,0,0
/archives/114632,desktop,37,31,1.1935483870967742,37.61290322580645,176,0,0
/archives/83571,mobile,37,30,1.2333333333333334,64.86666666666666,154,0,0
/archives/85187,desktop,37,32,1.15625,32.8125,163,0,0
/archives/category/press,mobile,37,26,1.4230769230769231,12.26923076923077,127,0,0
/archives/10179,desktop,36,20,1.8,33.65,157,0,0
/archives/23352,desktop,36,33,1.0909090909090908,16.818181818181817,178,0,0
/archives/57901,desktop,36,32,1.125,26.21875,173,0,0
/archives/60291,desktop,36,31,1.1612903225806452,21.387096774193548,175,0,0
/archives/8448,mobile,36,31,1.1612903225806452,14.483870967741936,159,0,0
/archives/8502,desktop,36,30,1.2,31.4,166,0,0
/archives/85278,desktop,36,28,1.2857142857142858,26.107142857142858,158,0,0
/archives/112776,desktop,35,30,1.1666666666666667,52.733333333333334,156,0,0
/archives/112908,mobile,35,25,1.4,51.36,156,0,0
/archives/114065,desktop,35,34,1.0294117647058822,104.23529411764706,182,0,0
/archives/25596,desktop,35,26,1.3461538461538463,45.19230769230769,157,0,0
/archives/8448,desktop,35,33,1.0606060606060606,27.424242424242426,175,0,0
/archives/category/field-news/management,mobile,35,8,4.375,34.25,120,0,0
/privacy-policy,desktop,35,23,1.5217391304347827,33.73913043478261,142,0,0
/archives/107925,desktop,34,26,1.3076923076923077,107.15384615384616,124,0,0
/archives/115057,tablet,34,27,1.2592592592592593,37.370370370370374,145,0,0
/archives/115971,desktop,34,31,1.096774193548387,30.419354838709676,144,0,0
/archives/27825,desktop,34,31,1.096774193548387,30.838709677419356,184,0,0
/archives/9049,mobile,34,29,1.1724137931034482,14.586206896551724,149,0,0
/archives/category/press/press-release,mobile,34,21,1.619047619047619,14.142857142857142,121,0,0
/archives/104517,desktop,33,31,1.064516129032258,44.903225806451616,154,0,0
/archives/111540,mobile,33,30,1.1,34.56666666666667,138,0,0
/archives/114810,desktop,33,29,1.1379310344827587,17.82758620689655,145,0,0
/archives/11993,desktop,33,15,2.2,39.86666666666667,123,0,0
/archives/18648,desktop,33,27,1.2222222222222223,51.333333333333336,146,0,0
/archives/84762,desktop,33,32,1.03125,63.5625,159,0,0
/archives/88198,desktop,33,29,1.1379310344827587,67.86206896551724,139,0,0
/archives/category/field-news,mobile,33,23,1.434782608695652,22.652173913043477,115,0,0
/archives/tag/환경과학기술원,desktop,33,24,1.375,13.541666666666666,154,0,0
/archives/113680,mobile,32,25,1.28,41.8,139,0,0
/archives/115353,desktop,32,19,1.6842105263157894,26.36842105263158,138,0,0
/archives/12929,desktop,32,28,1.1428571428571428,28.464285714285715,151,0,0
/newsletter_agreement,desktop,32,26,1.2307692307692308,18.96153846153846,160,0,0
/archives/105499,desktop,31,24,1.2916666666666667,48.166666666666664,143,0,0
/archives/63622,mobile,31,29,1.0689655172413792,33.275862068965516,143,0,0
/archives/71038,desktop,31,27,1.1481481481481481,88.5925925925926,148,0,0
/archives/7696,desktop,31,28,1.1071428571428572,32.392857142857146,149,0,0
/archives/8355,mobile,31,31,1,49.67741935483871,143,0,0
/archives/tag/sk이노베이션-울산complex,mobile,31,18,1.7222222222222223,26.333333333333332,128,0,0
/archives/111831,mobile,30,25,1.2,36.52,120,0,0
/archives/115691,desktop,30,24,1.25,23.25,132,0,0
/archives/21617,mobile,30,29,1.0344827586206897,45.275862068965516,149,0,0
/archives/9512,mobile,30,28,1.0714285714285714,41.67857142857143,134,0,0
/archives/category/industry-and-insight,mobile,30,19,1.5789473684210527,13.631578947368421,99,0,0
/archives/108874,desktop,29,22,1.3181818181818181,26.272727272727273,121,0,0
/archives/11700,desktop,29,24,1.2083333333333333,49.333333333333336,132,0,0
/archives/36237,mobile,29,24,1.2083333333333333,19.208333333333332,114,0,0
/archives/45433,mobile,29,24,1.2083333333333333,36.125,116,0,0
/archives/98610,desktop,29,24,1.2083333333333333,20.166666666666668,130,0,0
/archives/103803,desktop,28,25,1.12,99.32,140,0,0
/archives/103947,mobile,28,24,1.1666666666666667,33.416666666666664,124,0,0
/archives/105770,desktop,28,24,1.1666666666666667,40.416666666666664,125,0,0
/archives/109282,desktop,28,22,1.2727272727272727,35.59090909090909,112,0,0
/archives/114014,desktop,28,20,1.4,65.15,131,0,0
/archives/115899,mobile,28,17,1.6470588235294117,50.88235294117647,103,0,0
/archives/13682,desktop,28,26,1.0769230769230769,20.115384615384617,129,0,0
/archives/36348,desktop,28,22,1.2727272727272727,40.13636363636363,133,0,0
/archives/48279,mobile,28,24,1.1666666666666667,8.75,115,0,0
/archives/51077,mobile,28,28,1,34.25,139,0,0
/archives/60780,desktop,28,26,1.0769230769230769,47.80769230769231,143,0,0
/archives/6811,desktop,28,21,1.3333333333333333,27.952380952380953,121,0,0
/archives/69357,desktop,28,24,1.1666666666666667,44.458333333333336,136,0,0
/archives/8482,mobile,28,27,1.037037037037037,36.2962962962963,129,0,0
/archives/98215,desktop,28,20,1.4,74.85,133,0,0
/archives/101143,desktop,27,22,1.2272727272727273,59.27272727272727,114,0,0
/archives/103349,desktop,27,20,1.35,23.65,109,0,0
/archives/109462,desktop,27,27,1,37.77777777777778,134,0,0
/archives/113663,desktop,27,22,1.2272727272727273,39.63636363636363,126,0,0
/archives/37693,desktop,27,26,1.0384615384615385,72.76923076923077,131,0,0
/archives/84762,mobile,27,21,1.2857142857142858,34.57142857142857,113,0,0
/archives/100222,desktop,26,22,1.1818181818181819,32.77272727272727,126,0,0
/archives/100667,mobile,26,21,1.2380952380952381,49.19047619047619,109,0,0
/archives/103336,desktop,26,18,1.4444444444444444,110.55555555555556,113,0,0
/archives/111978,mobile,26,24,1.0833333333333333,6.458333333333333,111,0,0
/archives/112580,mobile,26,24,1.0833333333333333,60.708333333333336,114,0,0
/archives/115113,desktop,26,12,2.1666666666666665,38.083333333333336,105,0,0
/archives/115532,desktop,26,18,1.4444444444444444,13.666666666666666,106,0,0
/archives/94778,desktop,26,21,1.2380952380952381,64.28571428571429,116,0,0
/archives/96879,desktop,26,22,1.1818181818181819,122.27272727272727,133,0,0
/archives/107557,desktop,25,21,1.1904761904761905,35.095238095238095,117,0,0
/archives/112544,desktop,25,16,1.5625,76.125,105,0,0
/archives/114407,desktop,25,24,1.0416666666666667,23.458333333333332,103,0,0
/archives/114773,mobile,25,20,1.25,29.55,95,0,0
/archives/114931,desktop,25,20,1.25,23.55,104,0,0
/archives/115664,mobile,25,25,1,5.84,107,0,0
/archives/115791,mobile,25,20,1.25,25.3,97,0,0
/archives/14875,desktop,25,22,1.1363636363636365,17.818181818181817,124,0,0
/archives/25579,mobile,25,25,1,36.96,122,0,0
/archives/25903,mobile,25,22,1.1363636363636365,30.136363636363637,109,0,0
/archives/38114,desktop,25,22,1.1363636363636365,111.13636363636364,124,0,0
/archives/47000,mobile,25,25,1,29.72,119,0,0
/archives/50898,desktop,25,22,1.1363636363636365,60.81818181818182,115,0,0
/archives/73127,desktop,25,20,1.25,28.95,119,0,0
/archives/85853,desktop,25,22,1.1363636363636365,12.954545454545455,121,0,0
/archives/92880,mobile,25,18,1.3888888888888888,48.333333333333336,95,0,0
/archives/97391,mobile,25,23,1.0869565217391304,33.65217391304348,119,0,0
/archives/104439,desktop,24,21,1.1428571428571428,16.142857142857142,116,0,0
/archives/110120,desktop,24,19,1.263157894736842,17.473684210526315,113,0,0
/archives/114336,desktop,24,20,1.2,31.45,105,0,0
/archives/115587,mobile,24,21,1.1428571428571428,36.666666666666664,84,0,0
/archives/115817,mobile,24,23,1.0434782608695652,17.043478260869566,85,0,0
/archives/24588,desktop,24,20,1.2,39.3,119,0,0
/archives/25596,mobile,24,17,1.411764705882353,41.76470588235294,109,0,0
/archives/25623,desktop,24,16,1.5,114.6875,107,0,0
/archives/37795,desktop,24,21,1.1428571428571428,114.61904761904762,109,0,0
/archives/51614,mobile,24,18,1.3333333333333333,29.27777777777778,107,0,0
/archives/7268,desktop,24,19,1.263157894736842,35.1578947368421,110,0,0
/archives/7348,desktop,24,19,1.263157894736842,41.8421052631579,103,0,0
/archives/78553,desktop,24,17,1.411764705882353,28,114,0,0
/archives/8935,mobile,24,23,1.0434782608695652,20.043478260869566,108,0,0
/archives/94030,desktop,24,22,1.0909090909090908,44.68181818181818,113,0,0
/archives/96387,desktop,24,21,1.1428571428571428,82.52380952380952,114,0,0
/archives/98182,desktop,24,20,1.2,144.4,105,0,0
/archives/category/business,tablet,24,4,6,102.5,91,0,0
/archives/tag/sk주유소,desktop,24,16,1.5,23.375,107,0,0
/archives/100739,desktop,23,20,1.15,48.5,117,0,0
/archives/106345,desktop,23,21,1.0952380952380953,24.666666666666668,103,0,0
/archives/107388,desktop,23,20,1.15,13.9,108,0,0
/archives/114208,desktop,23,19,1.2105263157894737,58.78947368421053,94,0,0
/archives/114278,desktop,23,21,1.0952380952380953,37.095238095238095,88,0,0
/archives/114483,desktop,23,20,1.15,93.55,104,0,0
/archives/115020,desktop,23,18,1.2777777777777777,39.388888888888886,102,0,0
/archives/97638,mobile,23,22,1.0454545454545454,35.68181818181818,104,0,0
/archives/98805,desktop,23,12,1.9166666666666667,43.083333333333336,104,0,0
/archives/100553,desktop,22,20,1.1,26.8,106,0,0
/archives/100553,mobile,22,21,1.0476190476190477,24.476190476190474,91,0,0
/archives/107142,desktop,22,21,1.0476190476190477,19,103,0,0
/archives/111245,desktop,22,15,1.4666666666666666,51.6,95,0,0
/archives/112183,desktop,22,21,1.0476190476190477,20.714285714285715,105,0,0
/archives/114522,desktop,22,21,1.0476190476190477,27.952380952380953,95,0,0
/archives/114801,desktop,22,18,1.2222222222222223,37.44444444444444,95,0,0
/archives/12513,desktop,22,20,1.1,10.8,104,0,0
/archives/19881,desktop,22,15,1.4666666666666666,59.2,86,0,0
/archives/21215,mobile,22,21,1.0476190476190477,64.95238095238095,107,0,0
/archives/4521,desktop,22,17,1.2941176470588236,5.411764705882353,96,0,0
/archives/59820,desktop,22,21,1.0476190476190477,95.95238095238095,106,0,0
/archives/73799,desktop,22,14,1.5714285714285714,5.571428571428571,105,0,0
/archives/80568,desktop,22,20,1.1,22.7,98,0,0
/archives/83181,desktop,22,22,1,24.09090909090909,107,0,0
/archives/8544,desktop,22,20,1.1,55.35,107,0,0
/archives/96145,desktop,22,12,1.8333333333333333,195.25,84,0,0
/archives/96759,desktop,22,21,1.0476190476190477,22.333333333333332,92,0,0
/archives/tag/글로벌포럼,desktop,22,16,1.375,4.9375,102,0,0
/archives/tag/세대공감-clan,mobile,22,13,1.6923076923076923,10.384615384615385,93,0,0
/archives/100159,desktop,21,20,1.05,128.8,112,0,0
/archives/109603,desktop,21,18,1.1666666666666667,37.833333333333336,94,0,0
/archives/112036,desktop,21,18,1.1666666666666667,36.22222222222222,90,0,0
/archives/114052,desktop,21,19,1.105263157894737,18.894736842105264,97,0,0
/archives/115337,desktop,21,16,1.3125,6.9375,90,0,0
/archives/115611,desktop,21,19,1.105263157894737,48.1578947368421,88,0,0
/archives/14965,desktop,21,16,1.3125,38.6875,94,0,0
/archives/21558,desktop,21,15,1.4,63.8,100,0,0
/archives/28520,mobile,21,15,1.4,24.6,81,0,0
/archives/51614,desktop,21,20,1.05,31.7,108,0,0
/archives/86766,desktop,21,19,1.105263157894737,66.78947368421052,101,0,0
/archives/97463,desktop,21,14,1.5,73.14285714285714,94,0,0
/archives/100001,desktop,20,16,1.25,22.125,90,0,0
/archives/107738,mobile,20,19,1.0526315789473684,12,82,0,0
/archives/114118,desktop,20,19,1.0526315789473684,22.263157894736842,90,0,0
/archives/114153,mobile,20,17,1.1764705882352942,64.23529411764706,88,0,0
/archives/115394,desktop,20,17,1.1764705882352942,19.764705882352942,89,0,0
/archives/115648,desktop,20,17,1.1764705882352942,28.647058823529413,81,0,0
