# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: SK이노베이션(한글)
# 속성: SK이노베이션 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240801
# 종료일: 20240831
페이지 경로 및 화면 클래스,기기 카테고리,조회수,활성 사용자,활성 사용자당 조회수,활성 사용자당 평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/archives/111929,mobile,19,17,1.1176470588235294,31.294117647058822,77,0,0
/archives/112580,mobile,19,17,1.1176470588235294,48.1764705882353,85,0,0
/archives/114522,desktop,19,17,1.1176470588235294,42.8235294117647,77,0,0
/archives/115899,desktop,19,15,1.2666666666666666,25.266666666666666,76,0,0
/archives/116404,mobile,19,4,4.75,8.5,72,0,0
/archives/21573,mobile,19,16,1.1875,68,94,0,0
/archives/25903,mobile,19,16,1.1875,57.9375,91,0,0
/archives/48279,mobile,19,16,1.1875,15.1875,77,0,0
/archives/78753,desktop,19,8,2.375,40.125,82,0,0
/archives/78785,mobile,19,19,1,20.105263157894736,89,0,0
/archives/85894,desktop,19,15,1.2666666666666666,28.866666666666667,81,0,0
/archives/96759,desktop,19,14,1.3571428571428572,135.92857142857142,77,0,0
/archives/97638,desktop,19,19,1,50.473684210526315,92,0,0
/archives/tag/직무소개,desktop,19,12,1.5833333333333333,8.666666666666666,80,0,0
/mergerqna1,mobile,19,13,1.4615384615384615,46.15384615384615,62,0,0
/archives/108874,desktop,18,15,1.2,28.066666666666666,82,0,0
/archives/114309,mobile,18,16,1.125,21.25,80,0,0
/archives/115537,mobile,18,17,1.0588235294117647,39,83,0,0
/archives/115899,mobile,18,14,1.2857142857142858,29.428571428571427,70,0,0
/archives/21277,mobile,18,17,1.0588235294117647,41.588235294117645,79,0,0
