# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240819
# 종료일: 20240825
페이지 경로 및 화면 클래스,국가,조회수,세션수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/,Germany,6,7,6,1,0.8333333333333334,24,0,0
/global/,India,6,4,2,3,26.5,25,0,0
/global/archives/10774,United States,6,6,5,1.2,45.2,26,0,0
/global/archives/12306,South Korea,6,6,3,2,16,26,0,0
/global/archives/16463,United States,6,6,5,1.2,30.4,31,0,0
/global/archives/17569,United States,6,6,3,2,6.333333333333333,23,0,0
/global/archives/18140,India,6,4,1,6,12,17,0,0
/global/archives/18361,South Korea,6,3,2,3,15.5,23,0,0
/global/archives/18659,(not set),6,6,6,1,0,24,0,0
/global/archives/18743,Canada,6,6,5,1.2,0,21,0,0
/global/archives/18743,India,6,6,5,1.2,12,23,0,0
/global/archives/18743,Singapore,6,6,6,1,0.8333333333333334,24,0,0
/global/archives/7292,Vietnam,6,4,4,1.5,48.75,24,0,0
/global/archives/category/corporates/sk-enmove,Thailand,6,2,1,6,88,24,0,0
/global/archives/category/corporates/sk-innovation,Australia,6,2,1,6,57,25,0,0
/global/archives/category/corporates/sk-innovation,South Korea,6,6,6,1,11.5,23,0,0
/global/archives/category/insight,United States,6,6,6,1,19.333333333333332,23,0,0
/global/archives/category/press-room,Singapore,6,6,3,2,7,23,0,0
/global/archives/category/press-room/financial-results,Switzerland,6,1,1,6,41,24,0,0
/global/archives/category/press-room/press-release,Singapore,6,5,5,1.2,15.6,26,0,0
/global/terms-and-conditions,South Korea,6,9,4,1.5,15.25,28,0,0
/global/,Philippines,5,1,1,5,19,17,0,0
/global/archives/10774,South Korea,5,6,5,1,2.2,26,0,0
/global/archives/12022,India,5,5,5,1,7.2,24,0,0
/global/archives/12306,Japan,5,4,3,1.6666666666666667,49.666666666666664,22,0,0
/global/archives/15374,Australia,5,6,4,1.25,42.75,25,0,0
/global/archives/15664,Japan,5,7,5,1,5.6,27,0,0
/global/archives/16060,Indonesia,5,6,2,2.5,73.5,24,0,0
/global/archives/16060,Singapore,5,4,4,1.25,21.25,23,0,0
/global/archives/16493,South Korea,5,7,5,1,64,23,0,0
/global/archives/17216,South Korea,5,7,4,1.25,8.75,25,0,0
/global/archives/17426,Singapore,5,5,4,1.25,8,22,0,0
/global/archives/17426,Taiwan,5,4,1,5,45,22,0,0
/global/archives/18107,Russia,5,4,4,1.25,114,20,0,0
/global/archives/18283,South Korea,5,5,5,1,16,23,0,0
/global/archives/18361,India,5,5,5,1,6,18,0,0
/global/archives/18436,India,5,6,5,1,4.4,19,0,0
/global/archives/18546,Sweden,5,6,4,1.25,3,21,0,0
/global/archives/18659,South Korea,5,3,2,2.5,1,15,0,0
/global/archives/18743,Hong Kong,5,5,5,1,6,20,0,0
/global/archives/18753,India,5,5,4,1.25,12.5,18,0,0
/global/archives/3820,South Korea,5,3,3,1.6666666666666667,25.333333333333332,23,0,0
/global/archives/489,Australia,5,7,5,1,16.4,27,0,0
/global/archives/category/corporates,South Korea,5,5,3,1.6666666666666667,12.666666666666666,19,0,0
/global/archives/category/corporates/sk-enterm,Japan,5,2,1,5,17,22,0,0
/global/archives/category/corporates/sk-enterm,Singapore,5,4,3,1.6666666666666667,0,14,0,0
/global/archives/category/corporates/sk-enterm,South Korea,5,2,2,2.5,10,20,0,0
/global/archives/category/press-room,United Kingdom,5,1,1,5,22,20,0,0
/global/archives/tag/glass-lewis,South Korea,5,4,3,1.6666666666666667,5,23,0,0
/global/archives/tag/northvolt,Sweden,5,3,2,2.5,8.5,17,0,0
/global/archives/tag/sko,South Korea,5,5,4,1.25,19,23,0,0
/global/,Hong Kong,4,4,2,2,15,16,0,0
/global/,Sweden,4,3,2,2,38,21,0,0
/global/archives/11087,United States,4,6,4,1,47.75,22,0,0
/global/archives/12274/skee,South Korea,4,4,4,1,11.25,20,0,0
/global/archives/12306,Portugal,4,2,1,4,163,14,0,0
/global/archives/13521,South Korea,4,3,3,1.3333333333333333,6.666666666666667,13,0,0
/global/archives/13780,United Kingdom,4,4,2,2,13,18,0,0
/global/archives/14766,United States,4,3,3,1.3333333333333333,4.333333333333333,16,0,0
/global/archives/15664,South Korea,4,4,4,1,13.5,19,0,0
/global/archives/15664,United States,4,5,4,1,2.25,19,0,0
/global/archives/15937,United Kingdom,4,5,3,1.3333333333333333,18.333333333333332,17,0,0
/global/archives/16376,India,4,4,2,2,73,13,0,0
/global/archives/17047,United States,4,4,4,1,48,19,0,0
/global/archives/17169,South Korea,4,3,2,2,9,15,0,0
/global/archives/17426,Japan,4,3,3,1.3333333333333333,26.333333333333332,18,0,0
/global/archives/17499,India,4,4,3,1.3333333333333333,140.33333333333334,18,0,0
/global/archives/17595,India,4,4,4,1,151.25,13,0,0
/global/archives/17595,South Korea,4,6,4,1,11.25,20,0,0
/global/archives/17950,South Korea,4,2,2,2,22,16,0,0
/global/archives/18065,Hungary,4,5,4,1,15.25,17,0,0
/global/archives/18107,Indonesia,4,4,4,1,82,19,0,0
/global/archives/18388,United States,4,4,4,1,113.5,20,0,0
/global/archives/18445,South Korea,4,5,4,1,38.75,20,0,0
/global/archives/18500,South Korea,4,4,4,1,16,15,0,0
/global/archives/18546,Germany,4,5,4,1,10.75,22,0,0
/global/archives/18546,Hungary,4,5,4,1,44.25,20,0,0
/global/archives/18546,Indonesia,4,5,3,1.3333333333333333,453.3333333333333,22,0,0
/global/archives/18608,Germany,4,3,3,1.3333333333333333,49,17,0,0
/global/archives/18608,Japan,4,3,2,2,73,17,0,0
/global/archives/18608,Taiwan,4,2,2,2,48.5,18,0,0
/global/archives/18690,United States,4,4,4,1,3.5,16,0,0
/global/archives/18695,South Korea,4,5,3,1.3333333333333333,7.333333333333333,14,0,0
/global/archives/18753,Hong Kong,4,4,3,1.3333333333333333,8,16,0,0
/global/archives/18753,United Kingdom,4,4,4,1,4.25,15,0,0
/global/archives/311,Vietnam,4,1,1,4,214,14,0,0
/global/archives/489,Singapore,4,3,3,1.3333333333333333,1,13,0,0
/global/archives/6014,South Korea,4,5,3,1.3333333333333333,14.333333333333334,20,0,0
/global/archives/7633,Singapore,4,4,3,1.3333333333333333,36.666666666666664,19,0,0
/global/archives/7740,Japan,4,1,1,4,99,15,0,0
/global/archives/category/corporates/sk-earthon,India,4,4,1,4,2,12,0,0
/global/archives/category/corporates/sk-energy,South Korea,4,3,3,1.3333333333333333,7,15,0,0
/global/archives/category/corporates/sk-energy,United Kingdom,4,1,1,4,536,14,0,0
/global/archives/category/corporates/sk-on,United Kingdom,4,4,2,2,64.5,15,0,0
/global/archives/category/corporates/sk-on,United States,4,4,4,1,2.25,14,0,0
/global/archives/category/insight,Thailand,4,4,3,1.3333333333333333,15.333333333333334,16,0,0
/global/archives/category/people,Hungary,4,2,1,4,134,14,0,0
/global/archives/category/people,South Korea,4,1,1,4,18,16,0,0
/global/archives/category/people,United States,4,4,4,1,10.75,16,0,0
/global/archives/category/press-room/financial-results,Australia,4,2,1,4,13,16,0,0
/global/archives/category/press-room/financial-results,Hungary,4,1,1,4,33,12,0,0
/global/archives/tag/2024-q2,United States,4,2,1,4,41,17,0,0
/global/archives/tag/malaysia,Malaysia,4,2,2,2,41,19,0,0
/global/archives/tag/poe,Thailand,4,1,1,4,27,14,0,0
/global/archives/tag/pouch-type-battery,South Korea,4,3,3,1.3333333333333333,5.666666666666667,18,0,0
/global/archives/tag/weixing-chemical,South Korea,4,2,2,2,4.5,15,0,0
/global/latestnews,Japan,4,4,4,1,9.5,18,0,0
/global/sustainability-report,China,4,4,2,2,30.5,26,0,0
/global/sustainability-report,United States,4,5,4,1,3.25,21,0,0
/global/,Israel,3,1,1,3,26,15,0,0
/global/,Peru,3,1,1,3,10,9,0,0
/global/archives/10774,Serbia,3,3,3,1,7.333333333333333,14,0,0
/global/archives/10939,Malaysia,3,3,3,1,54,14,0,0
/global/archives/11161,India,3,3,2,1.5,215,13,0,0
/global/archives/11161,South Korea,3,3,2,1.5,2.5,13,0,0
/global/archives/11807,South Korea,3,2,2,1.5,248.5,12,0,0
/global/archives/12022,South Korea,3,3,3,1,5.333333333333333,13,0,0
/global/archives/12022,United States,3,3,3,1,8.333333333333334,14,0,0
/global/archives/12106,Taiwan,3,1,1,3,35,12,0,0
/global/archives/12147,United States,3,3,3,1,9.666666666666666,14,0,0
/global/archives/12190,South Korea,3,1,1,3,15,13,0,0
/global/archives/13521,United Kingdom,3,2,2,1.5,141,14,0,0
/global/archives/13521,United States,3,3,3,1,24,16,0,0
/global/archives/13780,Germany,3,2,2,1.5,15.5,11,0,0
/global/archives/13780,South Korea,3,6,3,1,0,17,0,0
/global/archives/1399,South Korea,3,3,3,1,61.333333333333336,14,0,0
/global/archives/14030,South Korea,3,1,1,3,56,11,0,0
/global/archives/14264,India,3,3,2,1.5,6.5,12,0,0
/global/archives/15103,United States,3,3,1,3,4,13,0,0
/global/archives/15374,Malaysia,3,3,3,1,55.666666666666664,13,0,0
/global/archives/15374,United States,3,3,3,1,18,15,0,0
/global/archives/15409,South Korea,3,3,3,1,35.666666666666664,14,0,0
/global/archives/15490,Japan,3,3,2,1.5,16,12,0,0
/global/archives/15490,United Kingdom,3,4,2,1.5,0,13,0,0
/global/archives/16005,United States,3,2,1,3,14,14,0,0
/global/archives/16131,India,3,4,3,1,16.666666666666668,15,0,0
/global/archives/16286,United States,3,3,3,1,0,12,0,0
/global/archives/16448,South Korea,3,2,2,1.5,19,15,0,0
/global/archives/16463,Germany,3,2,2,1.5,18,14,0,0
/global/archives/16532,Malaysia,3,3,2,1.5,18,14,0,0
/global/archives/16834,United States,3,2,2,1.5,32.5,15,0,0
/global/archives/17216,India,3,3,3,1,6,15,0,0
/global/archives/17356,United States,3,3,3,1,1.6666666666666667,12,0,0
/global/archives/17386,United States,3,3,3,1,57.666666666666664,15,0,0
/global/archives/17426,China,3,2,1,3,32,11,0,0
/global/archives/17426,Germany,3,3,2,1.5,34,13,0,0
/global/archives/17446,South Korea,3,3,2,1.5,3.5,9,0,0
/global/archives/17476,Singapore,3,3,2,1.5,41.5,14,0,0
/global/archives/17499,South Korea,3,4,3,1,14.333333333333334,16,0,0
/global/archives/17514,India,3,2,2,1.5,106.5,12,0,0
/global/archives/17514,South Korea,3,3,3,1,114.66666666666667,15,0,0
/global/archives/17623,India,3,3,3,1,19.333333333333332,14,0,0
/global/archives/17737,South Korea,3,4,3,1,27.333333333333332,18,0,0
/global/archives/17978,India,3,4,3,1,170.33333333333334,16,0,0
/global/archives/17990,Canada,3,1,1,3,35,12,0,0
/global/archives/18065,South Korea,3,4,3,1,28,16,0,0
/global/archives/18065,Taiwan,3,3,2,1.5,26.5,13,0,0
/global/archives/18107,United Kingdom,3,3,3,1,29,13,0,0
/global/archives/18283,Japan,3,3,3,1,3.6666666666666665,13,0,0
/global/archives/18283,Netherlands,3,3,1,3,177,13,0,0
/global/archives/18283,United Kingdom,3,2,2,1.5,221,12,0,0
/global/archives/18332,United States,3,3,3,1,74.66666666666667,15,0,0
/global/archives/18361,Netherlands,3,3,3,1,3,6,0,0
/global/archives/18361,United Kingdom,3,2,2,1.5,201.5,12,0,0
/global/archives/18436,South Korea,3,3,2,1.5,53.5,13,0,0
/global/archives/18478,United States,3,2,2,1.5,69.5,13,0,0
/global/archives/18546,United Kingdom,3,3,2,1.5,65,13,0,0
/global/archives/18608,India,3,4,4,0.75,4.75,11,0,0
/global/archives/18608,Netherlands,3,3,3,1,10.666666666666666,11,0,0
/global/archives/18608,United Kingdom,3,2,2,1.5,9.5,13,0,0
/global/archives/18639,South Korea,3,4,3,1,3.3333333333333335,13,0,0
/global/archives/18659,Hong Kong,3,3,1,3,0,10,0,0
/global/archives/18690,India,3,4,3,1,46.666666666666664,10,0,0
/global/archives/18708,United States,3,3,3,1,6.333333333333333,13,0,0
/global/archives/18743,Lithuania,3,3,3,1,0,9,0,0
/global/archives/18753,Singapore,3,4,3,1,8.333333333333334,15,0,0
/global/archives/2241,United Kingdom,3,1,1,3,66,12,0,0
/global/archives/3820,France,3,1,1,3,15,9,0,0
/global/archives/4612,China,3,2,2,1.5,23.5,10,0,0
/global/archives/489,Brunei,3,1,1,3,217,11,0,0
/global/archives/6216,India,3,5,3,1,7,17,0,0
/global/archives/6216,United States,3,3,2,1.5,165,13,0,0
/global/archives/6253,United States,3,2,2,1.5,26.5,13,0,0
/global/archives/7112,Croatia,3,2,2,1.5,67,13,0,0
/global/archives/7245,Serbia,3,3,3,1,0,8,0,0
/global/archives/7292,Singapore,3,3,3,1,34,12,0,0
/global/archives/7302,United States,3,4,3,1,2.3333333333333335,13,0,0
/global/archives/7761,United States,3,3,3,1,20.333333333333332,13,0,0
/global/archives/7906,South Korea,3,1,1,3,76,12,0,0
/global/archives/8105,Singapore,3,1,1,3,10,11,0,0
/global/archives/8350,United States,3,4,3,1,0,14,0,0
/global/archives/8914,South Korea,3,3,3,1,74.33333333333333,16,0,0
/global/archives/9770,India,3,3,2,1.5,0,12,0,0
/global/archives/9910,Singapore,3,4,3,1,26,14,0,0
/global/archives/category/corporate/sk-energy,United Kingdom,3,2,1,3,64,14,0,0
/global/archives/category/corporate/sk-ie-technology,United States,3,2,1,3,6,13,0,0
/global/archives/category/corporates,Malaysia,3,2,2,1.5,72.5,12,0,0
/global/archives/category/corporates,United Arab Emirates,3,2,2,1.5,11.5,11,0,0
/global/archives/category/corporates,United Kingdom,3,1,1,3,4,11,0,0
/global/archives/category/corporates/sk-earthon,Singapore,3,1,1,3,23,13,0,0
/global/archives/category/corporates/sk-earthon,South Korea,3,2,2,1.5,10,12,0,0
/global/archives/category/corporates/sk-enterm,India,3,4,1,3,1,11,0,0
/global/archives/category/corporates/sk-ie-technology,India,3,4,1,3,2,11,0,0
/global/archives/category/corporates/sk-incheon-petrochem,India,3,4,1,3,1,10,0,0
/global/archives/category/corporates/sk-innovation,United Kingdom,3,3,2,1.5,303.5,12,0,0
/global/archives/category/corporates/sk-on,Hungary,3,3,2,1.5,24.5,12,0,0
/global/archives/category/corporates/sk-on,India,3,4,1,3,5,10,0,0
/global/archives/category/corporates/sk-on,Japan,3,2,2,1.5,11.5,12,0,0
/global/archives/category/corporates/sk-rading-international,India,3,4,1,3,2,11,0,0
/global/archives/category/people/inno-people,South Korea,3,3,3,1,6,12,0,0
/global/archives/category/press-room,United States,3,3,3,1,8,11,0,0
/global/archives/category/press-room/financial-results,South Korea,3,2,2,1.5,8.5,13,0,0
/global/archives/category/press-room/press-release,United Arab Emirates,3,1,1,3,244,12,0,0
/global/archives/tag/lithium-ion-battery,United Kingdom,3,1,1,3,338,13,0,0
/global/archives/tag/ncm811,South Korea,3,2,2,1.5,5.5,13,0,0
/global/archives/tag/sk-on,South Korea,3,1,1,3,0,9,0,0
/global/archives/tag/skipc,Singapore,3,2,2,1.5,36.5,13,0,0
/global/latestnews,India,3,3,3,1,11.666666666666666,14,0,0
/global/latestnews,Taiwan,3,2,2,1.5,12,11,0,0
/apis/site/proxy,South Korea,2,1,1,2,0,7,0,0
/global/,Argentina,2,2,0,0,0,6,0,0
/global/,Hungary,2,2,2,1,20,8,0,0
/global/,Panama,2,1,1,2,11,5,0,0
/global/,Poland,2,2,2,1,14,10,0,0
/global/,Portugal,2,1,1,2,56,10,0,0
/global/,Singapore,2,3,2,1,3.5,10,0,0
/global/,Slovakia,2,1,1,2,61,9,0,0
/global/,Thailand,2,2,2,1,6.5,9,0,0
/global/,Vietnam,2,1,1,2,4,8,0,0
/global/arch,South Korea,2,1,1,2,2,8,0,0
/global/arch Lives/7633,South Korea,2,1,1,2,1,7,0,0
/global/arch ives/7633,South Korea,2,1,1,2,3,9,0,0
/global/archives/10310,Malaysia,2,1,1,2,199,8,0,0
/global/archives/10445,South Korea,2,3,1,2,14,10,0,0
/global/archives/10654,United States,2,3,2,1,84,11,0,0
/global/archives/10767,Türkiye,2,2,1,2,146,9,0,0
/global/archives/10774,United Kingdom,2,1,1,2,130,9,0,0
/global/archives/11010,South Korea,2,2,2,1,15,8,0,0
/global/archives/11087,Germany,2,2,2,1,34.5,10,0,0
/global/archives/11161,Taiwan,2,3,2,1,160,10,0,0
/global/archives/12022,Canada,2,2,2,1,23,11,0,0
/global/archives/12022,Singapore,2,2,1,2,3,10,0,0
/global/archives/12072,United States,2,2,2,1,4.5,9,0,0
/global/archives/12106,Singapore,2,2,2,1,61.5,10,0,0
/global/archives/12147,Hong Kong,2,2,2,1,5,8,0,0
/global/archives/12147,Singapore,2,2,2,1,62,9,0,0
/global/archives/12147,South Korea,2,2,2,1,96.5,9,0,0
/global/archives/12373,United States,2,1,1,2,83,7,0,0
/global/archives/12389,Poland,2,2,1,2,19,9,0,0
/global/archives/12667,India,2,2,2,1,4.5,11,0,0
/global/archives/13130,Taiwan,2,2,1,2,64,8,0,0
/global/archives/13130,United States,2,2,2,1,3.5,10,0,0
/global/archives/13329,Japan,2,2,1,2,3,7,0,0
/global/archives/13329,South Korea,2,2,2,1,10.5,10,0,0
/global/archives/13437,Malaysia,2,2,2,1,34,8,0,0
/global/archives/13595,India,2,1,1,2,0,5,0,0
/global/archives/13595,Japan,2,2,2,1,22,10,0,0
/global/archives/13595,South Korea,2,2,2,1,122.5,9,0,0
/global/archives/13780,India,2,2,1,2,0,6,0,0
/global/archives/13780,Taiwan,2,2,1,2,3,9,0,0
/global/archives/13780,United States,2,2,2,1,164,10,0,0
/global/archives/1398,Vietnam,2,2,1,2,43,10,0,0
/global/archives/1399,United Arab Emirates,2,2,2,1,30.5,9,0,0
/global/archives/14065,Germany,2,2,2,1,166,9,0,0
/global/archives/14193,India,2,1,1,2,112,8,0,0
/global/archives/14193,Sweden,2,1,1,2,407,8,0,0
/global/archives/14226,South Korea,2,2,2,1,10.5,10,0,0
/global/archives/14243,South Korea,2,2,2,1,0.5,7,0,0
/global/archives/14415,United States,2,2,1,2,35,9,0,0
/global/archives/14634,United States,2,3,2,1,2.5,11,0,0
/global/archives/14690,South Korea,2,1,1,2,13,8,0,0
/global/archives/14766,India,2,2,1,2,0,8,0,0
/global/archives/14896,South Korea,2,1,1,2,120,9,0,0
/global/archives/15204,Taiwan,2,2,2,1,17.5,11,0,0
/global/archives/15374,South Korea,2,2,2,1,11.5,9,0,0
/global/archives/15374,Venezuela,2,1,1,2,0,4,0,0
/global/archives/15462,United States,2,2,2,1,17.5,9,0,0
/global/archives/15490,Thailand,2,2,1,2,0,7,0,0
/global/archives/15490,United States,2,2,2,1,1,9,0,0
/global/archives/15574,South Korea,2,2,2,1,15.5,9,0,0
/global/archives/15610,Canada,2,1,1,2,22,9,0,0
/global/archives/15638,South Korea,2,1,1,2,2,6,0,0
/global/archives/15664,India,2,2,2,1,16,8,0,0
/global/archives/15687,India,2,2,2,1,34.5,10,0,0
/global/archives/15687,Thailand,2,1,1,2,19,9,0,0
/global/archives/15840,Malaysia,2,2,1,2,283,9,0,0
/global/archives/15865,United States,2,2,2,1,43,8,0,0
/global/archives/15937,Australia,2,2,2,1,0.5,8,0,0
/global/archives/15964,Singapore,2,1,1,2,14,9,0,0
/global/archives/16060,South Korea,2,3,2,1,5,11,0,0
/global/archives/16154,South Korea,2,4,2,1,17,11,0,0
/global/archives/16376,South Korea,2,2,2,1,0,8,0,0
/global/archives/16463,India,2,2,1,2,15,9,0,0
/global/archives/16463,Singapore,2,4,1,2,0,11,0,0
/global/archives/16463,South Korea,2,2,2,1,25.5,7,0,0
/global/archives/16493,Australia,2,2,2,1,9.5,9,0,0
/global/archives/16532,India,2,2,2,1,23.5,10,0,0
/global/archives/16532,United Arab Emirates,2,2,2,1,39.5,9,0,0
/global/archives/16532,Vietnam,2,2,2,1,87.5,10,0,0
/global/archives/16834,Finland,2,2,2,1,5,8,0,0
/global/archives/16939,Singapore,2,1,1,2,36,9,0,0
/global/archives/17022,United States,2,2,1,2,12,9,0,0
/global/archives/17047,Thailand,2,1,1,2,0,6,0,0
/global/archives/17169,United States,2,2,2,1,27.5,8,0,0
/global/archives/17216,Germany,2,2,2,1,162.5,10,0,0
/global/archives/17216,Japan,2,1,1,2,1,7,0,0
/global/archives/17356,South Korea,2,1,1,2,24,8,0,0
/global/archives/17356,Sweden,2,1,1,2,3,6,0,0
/global/archives/17386,Mexico,2,2,1,2,43,10,0,0
/global/archives/17426,Hong Kong,2,2,2,1,15,9,0,0
/global/archives/17426,Switzerland,2,2,2,1,77.5,9,0,0
/global/archives/17426,United Kingdom,2,3,2,1,1,9,0,0
/global/archives/17426,United States,2,2,2,1,8.5,10,0,0
/global/archives/17460,United States,2,2,2,1,20,11,0,0
/global/archives/17476,South Korea,2,2,2,1,117.5,9,0,0
/global/archives/17499,Sri Lanka,2,1,1,2,366,10,0,0
/global/archives/17569,South Korea,2,3,2,1,37,10,0,0
/global/archives/17796,United States,2,2,2,1,0,8,0,0
/global/archives/17817,India,2,1,1,2,24,8,0,0
/global/archives/17950,Brunei,2,3,1,2,0,9,0,0
/global/archives/17965,Hungary,2,2,2,1,6.5,8,0,0
/global/archives/17978,South Korea,2,2,1,2,0,7,0,0
/global/archives/17989,India,2,1,1,2,45,6,0,0
/global/archives/17989,United States,2,2,2,1,36.5,9,0,0
/global/archives/17990,South Korea,2,1,1,2,2,8,0,0
/global/archives/18065,Germany,2,2,2,1,13.5,8,0,0
/global/archives/18065,United Arab Emirates,2,1,1,2,21,8,0,0
/global/archives/18107,Australia,2,2,2,1,17,10,0,0
/global/archives/18107,India,2,2,2,1,2,8,0,0
/global/archives/18107,Singapore,2,1,1,2,48,8,0,0
/global/archives/18107,United Arab Emirates,2,2,2,1,76,10,0,0
/global/archives/18167,United States,2,2,2,1,12,8,0,0
/global/archives/18208,Hungary,2,2,1,2,34,6,0,0
/global/archives/18208/5-인천서구자원봉사센터-사랑의-밥차-봉사활동,South Korea,2,1,1,2,9,10,0,0
/global/archives/18301,France,2,2,2,1,36,9,0,0
/global/archives/18301,South Korea,2,2,2,1,17.5,10,0,0
/global/archives/18361,Finland,2,3,3,0.6666666666666666,2,8,0,0
/global/archives/18361,Singapore,2,2,1,2,3,9,0,0
/global/archives/18361,United States,2,1,1,2,312,10,0,0
/global/archives/18388,(not set),2,2,2,1,0,8,0,0
/global/archives/18421,India,2,2,1,2,179,6,0,0
/global/archives/18436,Japan,2,1,1,2,12,8,0,0
/global/archives/18478,South Korea,2,1,1,2,12,8,0,0
/global/archives/18500,Panama,2,2,1,2,43,9,0,0
/global/archives/18546,Canada,2,2,2,1,0,7,0,0
/global/archives/18546,China,2,3,2,1,0,9,0,0
/global/archives/18608,Australia,2,2,1,2,2,8,0,0
/global/archives/18608,Finland,2,3,3,0.6666666666666666,15,7,0,0
/global/archives/18608,Hungary,2,3,2,1,17.5,9,0,0
