# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20241007
# 종료일: 20241013
페이지 경로 및 화면 클래스,국가,조회수,활성 사용자,활성 사용자당 조회수,활성 사용자당 평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/archives/17356,Japan,3,3,1,34,13,0,0
/global/archives/17356,Singapore,3,1,3,176,16,0,0
/global/archives/17426,United States,3,3,1,4.666666666666667,14,0,0
/global/archives/17460,United States,3,3,1,66.33333333333333,14,0,0
/global/archives/17569,South Korea,3,2,1.5,83,12,0,0
/global/archives/17623,United States,3,2,1.5,0,11,0,0
/global/archives/17817,United States,3,2,1.5,49,13,0,0
/global/archives/17950,South Korea,3,2,1.5,32.5,14,0,0
/global/archives/18107,France,3,3,1,52,13,0,0
/global/archives/18107,Iran,3,2,1.5,430.5,12,0,0
/global/archives/18283,Singapore,3,2,1.5,6.5,11,0,0
/global/archives/18374,South Korea,3,2,1.5,3.5,10,0,0
/global/archives/18388,South Korea,3,2,1.5,158,12,0,0
/global/archives/18436,India,3,2,1.5,18,15,0,0
/global/archives/18445,Spain,3,1,3,0,10,0,0
/global/archives/18546,Australia,3,2,1.5,42.5,13,0,0
/global/archives/18546,Malaysia,3,2,1.5,102.5,11,0,0
/global/archives/18608,Australia,3,2,1.5,29.5,15,0,0
/global/archives/18608,Japan,3,2,1.5,23.5,14,0,0
/global/archives/18608,Spain,3,1,3,44,12,0,0
/global/archives/18659,Malaysia,3,1,3,67,11,0,0
/global/archives/18659,South Korea,3,3,1,29.666666666666668,15,0,0
/global/archives/18989,India,3,3,1,45,12,0,0
/global/archives/18989,Poland,3,0,0,0,9,0,0
/global/archives/18989,South Korea,3,4,0.75,13.75,13,0,0
/global/archives/19078,Japan,3,3,1,35.333333333333336,15,0,0
/global/archives/19095,Chile,3,3,1,4,11,0,0
/global/archives/19149,Hungary,3,1,3,90,9,0,0
/global/archives/19149,India,3,3,1,9.333333333333334,13,0,0
/global/archives/19149,Norway,3,3,1,22,15,0,0
/global/archives/19149,United Kingdom,3,3,1,9.333333333333334,14,0,0
/global/archives/19154,South Korea,3,1,3,5,11,0,0
/global/archives/19154,United States,3,3,1,57.666666666666664,12,0,0
/global/archives/2293,Poland,3,2,1.5,46,12,0,0
/global/archives/2329,India,3,1,3,50,13,0,0
/global/archives/3741,Hong Kong,3,2,1.5,36,13,0,0
/global/archives/3962,United States,3,2,1.5,27.5,13,0,0
/global/archives/6216,United States,3,3,1,51,16,0,0
/global/archives/6377,Philippines,3,2,1.5,23,11,0,0
/global/archives/648,United States,3,1,3,149,12,0,0
/global/archives/6824,China,3,2,1.5,159,11,0,0
/global/archives/7740,Singapore,3,3,1,25,13,0,0
/global/archives/9695,United States,3,2,1.5,22.5,12,0,0
/global/archives/9709,South Korea,3,1,3,17,13,0,0
/global/archives/category/corporates,China,3,2,1.5,9,9,0,0
/global/archives/category/corporates,South Korea,3,2,1.5,3,10,0,0
/global/archives/category/corporates/sk-earthon,Malaysia,3,2,1.5,50.5,11,0,0
/global/archives/category/corporates/sk-energy,Australia,3,1,3,87,12,0,0
/global/archives/category/corporates/sk-energy,India,3,3,1,20,12,0,0
/global/archives/category/corporates/sk-innovation,Hungary,3,1,3,41,9,0,0
/global/archives/category/corporates/sk-innovation,South Korea,3,3,1,7.333333333333333,12,0,0
/global/archives/category/corporates/sk-on,Hungary,3,1,3,64,9,0,0
/global/archives/category/corporates/sk-on,India,3,3,1,92,11,0,0
/global/archives/category/insight/expert-voice,South Korea,3,3,1,2.6666666666666665,12,0,0
/global/archives/category/press-room,China,3,3,1,8.333333333333334,10,0,0
/global/archives/category/press-room/financial-results,Japan,3,2,1.5,10,12,0,0
/global/archives/category/press-room/financial-results,Malaysia,3,1,3,30,12,0,0
/global/archives/tag/bayu-undan-ccs-project,South Korea,3,1,3,14,13,0,0
/global/archives/tag/europe,Spain,3,1,3,84,12,0,0
/global/archives/tag/ncm811,Singapore,3,1,3,10,9,0,0
/global/archives/tag/refrigerants,South Korea,3,1,3,8,11,0,0
/global/archives/tag/ulsan-complex,Finland,3,1,3,25,12,0,0
/global/latestnews,Singapore,3,3,1,15.333333333333334,10,0,0
/global/legal-notices,United States,3,3,1,7.333333333333333,14,0,0
/global/sustainability-report,United States,3,3,1,5,15,0,0
/global/,Argentina,2,0,0,0,6,0,0
/global/,Chile,2,2,1,7,11,0,0
/global/,Malaysia,2,2,1,26,10,0,0
/global/archives/10133,Hungary,2,2,1,0.5,8,0,0
/global/archives/10774,Canada,2,1,2,55,9,0,0
/global/archives/10774,South Korea,2,2,1,34,10,0,0
/global/archives/10774,United States,2,1,2,18,9,0,0
/global/archives/10835,India,2,1,2,0,6,0,0
/global/archives/10985,Singapore,2,1,2,16,8,0,0
/global/archives/10985,United States,2,2,1,18,8,0,0
/global/archives/10985,Vietnam,2,2,1,61.5,7,0,0
/global/archives/11004,Japan,2,2,1,56,9,0,0
/global/archives/11087,India,2,2,1,34,10,0,0
/global/archives/11087,Italy,2,2,1,21,9,0,0
/global/archives/11161,Russia,2,2,1,28,10,0,0
/global/archives/11161,South Korea,2,2,1,90.5,12,0,0
/global/archives/11400,Japan,2,1,2,0,6,0,0
/global/archives/11512,South Korea,2,2,1,2,8,0,0
/global/archives/11807,United States,2,2,1,1,9,0,0
/global/archives/12022,Philippines,2,2,1,62,8,0,0
/global/archives/12022,Singapore,2,2,1,7,9,0,0
/global/archives/12022,South Korea,2,2,1,58,9,0,0
/global/archives/12147,Romania,2,1,2,45,9,0,0
/global/archives/12147,Singapore,2,2,1,69.5,10,0,0
/global/archives/12190,France,2,1,2,52,9,0,0
/global/archives/12891,South Korea,2,1,2,66,8,0,0
/global/archives/12950,Austria,2,2,1,0,3,0,0
/global/archives/13036,South Korea,2,2,1,19.5,13,0,0
/global/archives/13130,Germany,2,1,2,88,8,0,0
/global/archives/13130,United States,2,2,1,4,10,0,0
/global/archives/13329,South Korea,2,2,1,17.5,11,0,0
/global/archives/13850,United States,2,2,1,33.5,11,0,0
/global/archives/14078,India,2,1,2,102,7,0,0
/global/archives/14146,India,2,2,1,42,8,0,0
/global/archives/14226,Japan,2,2,1,17.5,8,0,0
/global/archives/14491,Belgium,2,2,1,1.5,9,0,0
/global/archives/14491,South Korea,2,2,1,0,6,0,0
/global/archives/14491,United Kingdom,2,1,2,5,8,0,0
/global/archives/14491,United States,2,1,2,14,8,0,0
/global/archives/14493,India,2,1,2,48,8,0,0
/global/archives/14770,South Korea,2,1,2,67,9,0,0
/global/archives/14788,Singapore,2,1,2,56,6,0,0
/global/archives/15204,United States,2,1,2,30,8,0,0
/global/archives/15259,India,2,1,2,0,4,0,0
/global/archives/15374,Indonesia,2,1,2,75,9,0,0
/global/archives/15374,Saudi Arabia,2,2,1,0,10,0,0
/global/archives/15374,United States,2,2,1,3,8,0,0
/global/archives/15462,Japan,2,1,2,12,9,0,0
/global/archives/15462,South Korea,2,2,1,8,6,0,0
/global/archives/15462,United States,2,2,1,7,9,0,0
/global/archives/15574,South Korea,2,2,1,8.5,8,0,0
/global/archives/15664,Germany,2,1,2,0,6,0,0
/global/archives/15664,India,2,1,2,423,8,0,0
/global/archives/15664,Indonesia,2,1,2,2,7,0,0
/global/archives/15687,United States,2,1,2,2,6,0,0
/global/archives/15689,South Korea,2,1,2,51,7,0,0
/global/archives/15865,Spain,2,1,2,319,9,0,0
/global/archives/15902,South Korea,2,1,2,19,8,0,0
/global/archives/16060,Malaysia,2,1,2,32,8,0,0
/global/archives/16154,India,2,1,2,0,6,0,0
/global/archives/16286,United States,2,1,2,0,8,0,0
/global/archives/16376,Spain,2,2,1,0,8,0,0
/global/archives/16463,China,2,1,2,66,7,0,0
/global/archives/16463,Singapore,2,2,1,40.5,6,0,0
/global/archives/16493,India,2,2,1,66,7,0,0
/global/archives/16904,South Korea,2,1,2,146,9,0,0
/global/archives/16939,United States,2,2,1,67,9,0,0
/global/archives/16970,India,2,2,1,42.5,10,0,0
/global/archives/17216,India,2,2,1,13,9,0,0
/global/archives/17216,Singapore,2,2,1,3,9,0,0
/global/archives/17216,United States,2,2,1,124,7,0,0
/global/archives/17313,Indonesia,2,1,2,112,8,0,0
/global/archives/17356,India,2,1,2,0,4,0,0
/global/archives/17356,Spain,2,2,1,10.5,8,0,0
/global/archives/17356,Switzerland,2,2,1,8,11,0,0
/global/archives/17386,Morocco,2,1,2,1,7,0,0
/global/archives/17386,United States,2,2,1,11.5,11,0,0
/global/archives/17426,China,2,2,1,29.5,10,0,0
/global/archives/17426,Germany,2,1,2,17,9,0,0
/global/archives/17446,Austria,2,2,1,7.5,8,0,0
/global/archives/17446,United States,2,2,1,11,9,0,0
/global/archives/17460,Pakistan,2,2,1,4,9,0,0
/global/archives/17476,United States,2,2,1,0,9,0,0
/global/archives/17499,Spain,2,1,2,32,8,0,0
/global/archives/17569,France,2,2,1,17,9,0,0
/global/archives/17737,Germany,2,2,1,0,12,0,0
/global/archives/17737,United States,2,2,1,25,10,0,0
/global/archives/17817,India,2,1,2,20,7,0,0
/global/archives/17893,South Korea,2,2,1,5.5,8,0,0
/global/archives/17990,India,2,2,1,10,7,0,0
/global/archives/18022,Egypt,2,2,1,0,7,0,0
/global/archives/18022,India,2,2,1,9,9,0,0
/global/archives/18022,South Korea,2,2,1,12,10,0,0
/global/archives/18065,Germany,2,1,2,187,9,0,0
/global/archives/18065,India,2,1,2,17,6,0,0
/global/archives/18065,Japan,2,2,1,0,10,0,0
/global/archives/18107,Canada,2,2,1,0.5,9,0,0
/global/archives/18107,Indonesia,2,2,1,391.5,11,0,0
/global/archives/18107,Singapore,2,2,1,0,10,0,0
/global/archives/18107,South Korea,2,2,1,17,10,0,0
/global/archives/18140,India,2,0,0,0,6,0,0
/global/archives/18283,United States,2,2,1,16,12,0,0
/global/archives/18332,Philippines,2,1,2,82,7,0,0
/global/archives/18374,Hungary,2,1,2,37,5,0,0
/global/archives/18546,Hong Kong,2,2,1,5,12,0,0
/global/archives/18546,India,2,3,0.6666666666666666,19,10,0,0
/global/archives/18608,Poland,2,1,2,6,7,0,0
/global/archives/18608,United Kingdom,2,2,1,5,9,0,0
/global/archives/18639,United States,2,2,1,49.5,8,0,0
/global/archives/18708,United States,2,2,1,162,9,0,0
/global/archives/18770,France,2,1,2,16,8,0,0
/global/archives/18770,Norway,2,2,1,21.5,10,0,0
/global/archives/18770,United States,2,2,1,10,8,0,0
/global/archives/18989,Germany,2,1,2,0,8,0,0
/global/archives/19014,Norway,2,2,1,24.5,10,0,0
/global/archives/19045,(not set),2,2,1,0,8,0,0
/global/archives/19045,Australia,2,2,1,10.5,11,0,0
/global/archives/19045,India,2,2,1,0,8,0,0
/global/archives/19045,Japan,2,1,2,75,8,0,0
/global/archives/19045,United States,2,2,1,77,9,0,0
/global/archives/19078,(not set),2,3,0.6666666666666666,0,9,0,0
/global/archives/19078,Finland,2,1,2,0,7,0,0
/global/archives/19078,Latvia,2,0,0,0,6,0,0
/global/archives/19128,Norway,2,2,1,11,11,0,0
/global/archives/19149,Germany,2,2,1,2,7,0,0
/global/archives/19154,Norway,2,2,1,29.5,10,0,0
/global/archives/19179,Germany,2,2,1,3,8,0,0
/global/archives/19179,Singapore,2,2,1,1.5,9,0,0
/global/archives/19202,Germany,2,2,1,21.5,7,0,0
/global/archives/19202,India,2,2,1,17,6,0,0
/global/archives/19202,Norway,2,2,1,33.5,10,0,0
/global/archives/253,Malaysia,2,2,1,49,10,0,0
/global/archives/3123,United States,2,2,1,26,11,0,0
/global/archives/3393,Poland,2,2,1,8.5,10,0,0
/global/archives/3820,India,2,1,2,0,7,0,0
/global/archives/3820,United States,2,2,1,9.5,8,0,0
/global/archives/449,United States,2,2,1,34.5,8,0,0
/global/archives/4776,China,2,2,1,31,12,0,0
/global/archives/4844,Japan,2,1,2,91,9,0,0
/global/archives/5357,United States,2,1,2,24,7,0,0
/global/archives/6623,India,2,1,2,0,6,0,0
/global/archives/7302,Indonesia,2,1,2,119,9,0,0
/global/archives/733,Slovakia,2,1,2,80,9,0,0
/global/archives/733,Taiwan,2,1,2,0,7,0,0
/global/archives/7445,Croatia,2,1,2,0,6,0,0
/global/archives/7445,Ukraine,2,1,2,209,9,0,0
/global/archives/7596,Spain,2,2,1,0,7,0,0
/global/archives/7906,United States,2,2,1,98,7,0,0
/global/archives/8087,Japan,2,1,2,12,7,0,0
/global/archives/8152,Germany,2,1,2,8,10,0,0
/global/archives/822,France,2,1,2,23,7,0,0
/global/archives/8310,China,2,2,1,12.5,9,0,0
/global/archives/8899,United States,2,2,1,98,11,0,0
/global/archives/8972,South Korea,2,2,1,94,12,0,0
/global/archives/9096,Germany,2,1,2,60,8,0,0
/global/archives/9668,United Kingdom,2,2,1,36,10,0,0
/global/archives/9709,India,2,2,1,17.5,9,0,0
/global/archives/9740,Germany,2,1,2,18,11,0,0
/global/archives/9910,Singapore,2,3,0.6666666666666666,125.66666666666667,14,0,0
/global/archives/category/corporate/sk-energy,South Korea,2,2,1,2,9,0,0
/global/archives/category/corporate/sk-enmove,Indonesia,2,2,1,18.5,10,0,0
/global/archives/category/corporate/sk-enmove,South Korea,2,1,2,2,6,0,0
/global/archives/category/corporates,Germany,2,1,2,83,8,0,0
/global/archives/category/corporates,Spain,2,1,2,12,8,0,0
/global/archives/category/corporates/sk-energy,Germany,2,2,1,11,7,0,0
/global/archives/category/corporates/sk-enmove,Indonesia,2,2,1,41.5,8,0,0
/global/archives/category/corporates/sk-enterm,South Korea,2,1,2,24,8,0,0
/global/archives/category/corporates/sk-ie-technology,South Korea,2,2,1,4,8,0,0
/global/archives/category/corporates/sk-on,China,2,1,2,48,7,0,0
/global/archives/category/corporates/sk-on,France,2,1,2,42,8,0,0
/global/archives/category/insight,Singapore,2,1,2,19,7,0,0
/global/archives/category/people,China,2,2,1,2,5,0,0
/global/archives/category/people/inno-people,South Korea,2,2,1,7.5,7,0,0
/global/archives/category/people/sustainability,United Kingdom,2,2,1,287.5,6,0,0
/global/archives/category/press-room,Japan,2,1,2,24,7,0,0
/global/archives/category/press-room,South Korea,2,2,1,1,9,0,0
/global/archives/category/press-room/financial-results,Italy,2,1,2,47,7,0,0
/global/archives/category/press-room/issue-fact,Singapore,2,2,1,7.5,8,0,0
/global/archives/category/press-room/issue-fact,United States,2,3,0.6666666666666666,18.333333333333332,10,0,0
/global/archives/category/press-room/press-release,China,2,2,1,59,6,0,0
/global/archives/category/press-room/press-release,France,2,1,2,16,7,0,0
/global/archives/category/press-room/press-release,Germany,2,2,1,86,8,0,0
/global/archives/category/press-room/press-release,Poland,2,2,1,4.5,10,0,0
/global/archives/category/press-room/press-release,South Korea,2,1,2,10,9,0,0
/global/archives/category/press-room/press-release,United Kingdom,2,2,1,8.5,6,0,0
/global/archives/category/social-value/csr-program,United States,2,2,1,5,10,0,0
/global/archives/category/social-value/opinions,United States,2,2,1,5,10,0,0
/global/archives/category/social-value/social-enterprise,United States,2,2,1,4.5,10,0,0
/global/archives/tag/1-4-butanediol,South Korea,2,2,1,11,10,0,0
/global/archives/tag/carbon-capture,South Korea,2,1,2,22,9,0,0
/global/archives/tag/carbon-capture-and-storage,South Korea,2,1,2,18,8,0,0
