# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: SK이노베이션(한글)
# 속성: SK이노베이션 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240201
# 종료일: 20240229
페이지 경로 및 화면 클래스,기기 카테고리,조회수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,전환,총 수익
/archives/98756,desktop,20,12,1.6666666666666667,52.583333333333336,83,0,0
/archives/category/business/sk-enterm,mobile,20,14,1.4285714285714286,7.571428571428571,82,0,0
/archives/category/business/sk-geo-centric,mobile,20,13,1.5384615384615385,26,69,0,0
/archives/109977,desktop,19,15,1.2666666666666666,50,92,0,0
/archives/110120,mobile,19,18,1.0555555555555556,4.611111111111111,82,0,0
/archives/112513,desktop,19,17,1.1176470588235294,31.294117647058822,75,0,0
/archives/24686,tablet,19,19,1,93.3157894736842,95,0,0
/archives/26127,mobile,19,16,1.1875,28.375,94,0,0
/archives/80564,desktop,19,17,1.1176470588235294,84.47058823529412,81,0,0
/archives/80568,desktop,19,17,1.1176470588235294,14.352941176470589,93,0,0
/archives/90963,desktop,19,16,1.1875,29.5,80,0,0
/archives/9463,mobile,19,19,1,16.63157894736842,92,0,0
/archives/99547,desktop,19,16,1.1875,44.5,87,0,0
/archives/category/field-news/inno-people,mobile,19,11,1.7272727272727273,35.09090909090909,74,0,0
/archives/tag/일하는-방식의-혁신,desktop,19,11,1.7272727272727273,23,81,0,0
/archives/105707,desktop,18,17,1.0588235294117647,13.823529411764707,80,0,0
/archives/106205,mobile,18,17,1.0588235294117647,37.11764705882353,89,0,0
/archives/112815,desktop,18,11,1.6363636363636365,47.09090909090909,71,0,0
/archives/112995,desktop,18,15,1.2,18.733333333333334,76,0,0
/archives/113226,mobile,18,17,1.0588235294117647,37.411764705882355,78,0,0
/archives/21617,mobile,18,18,1,48.611111111111114,91,0,0
/archives/7348,desktop,18,18,1,139.83333333333334,95,0,0
/archives/8171,mobile,18,16,1.125,20.6875,85,0,0
/archives/8544,desktop,18,18,1,28.11111111111111,89,0,0
/archives/89053,desktop,18,16,1.125,44.125,87,0,0
/archives/94311,desktop,18,17,1.0588235294117647,24.764705882352942,85,0,0
/archives/tag/sk-battery-america,desktop,18,10,1.8,18.3,78,0,0
/archives/tag/세대공감-clan,mobile,18,4,4.5,57.75,59,0,0
/archives/100553,desktop,17,17,1,37.94117647058823,86,0,0
/archives/107388,desktop,17,15,1.1333333333333333,43.266666666666666,80,0,0
/archives/108569,mobile,17,8,2.125,42.625,59,0,0
/archives/109603,desktop,17,11,1.5454545454545454,61.09090909090909,71,0,0
/archives/110015,mobile,17,14,1.2142857142857142,89.71428571428571,80,0,0
/archives/21354,desktop,17,15,1.1333333333333333,30.4,81,0,0
/archives/34624,desktop,17,13,1.3076923076923077,58,78,0,0
/archives/36348,mobile,17,15,1.1333333333333333,40.266666666666666,77,0,0
/archives/37693,mobile,17,16,1.0625,33.875,78,0,0
/archives/38098,desktop,17,15,1.1333333333333333,26.666666666666668,81,0,0
/archives/55989,desktop,17,11,1.5454545454545454,27.363636363636363,68,0,0
/archives/93157,desktop,17,14,1.2142857142857142,48.92857142857143,83,0,0
/archives/96387,desktop,17,9,1.8888888888888888,161,72,0,0
/archives/97463,mobile,17,8,2.125,27.625,62,0,0
/archives/9807,desktop,17,13,1.3076923076923077,27.23076923076923,70,0,0
/archives/98767,desktop,17,14,1.2142857142857142,21.5,81,0,0
/archives/99361,mobile,17,15,1.1333333333333333,15.733333333333333,71,0,0
/archives/101465,desktop,16,9,1.7777777777777777,59.666666666666664,67,0,0
/archives/104532,desktop,16,11,1.4545454545454546,35.27272727272727,71,0,0
/archives/104596,desktop,16,12,1.3333333333333333,37.25,68,0,0
/archives/105264,mobile,16,13,1.2307692307692308,9,62,0,0
/archives/105676,mobile,16,13,1.2307692307692308,28.615384615384617,70,0,0
/archives/105770,desktop,16,12,1.3333333333333333,62.333333333333336,68,0,0
/archives/105821,mobile,16,8,2,17,57,0,0
/archives/107925,desktop,16,15,1.0666666666666667,129.13333333333333,59,0,0
/archives/10815,desktop,16,16,1,62.3125,86,0,0
/archives/108874,desktop,16,16,1,16.0625,73,0,0
/archives/110206,desktop,16,12,1.3333333333333333,168.58333333333334,75,0,0
/archives/110323,mobile,16,14,1.1428571428571428,31.071428571428573,74,0,0
/archives/111394,desktop,16,12,1.3333333333333333,43.916666666666664,55,0,0
/archives/111968,desktop,16,11,1.4545454545454546,164.8181818181818,72,0,0
/archives/112036,desktop,16,11,1.4545454545454546,41.09090909090909,61,0,0
/archives/112046,desktop,16,11,1.4545454545454546,207.54545454545453,63,0,0
/archives/112250,desktop,16,14,1.1428571428571428,25.071428571428573,67,0,0
/archives/112418,mobile,16,13,1.2307692307692308,33.07692307692308,69,0,0
/archives/113159,mobile,16,16,1,43.3125,64,0,0
/archives/14875,desktop,16,15,1.0666666666666667,10.6,90,0,0
/archives/23352,mobile,16,13,1.2307692307692308,15.615384615384615,69,0,0
/archives/47000,mobile,16,14,1.1428571428571428,30.428571428571427,74,0,0
/archives/51614,desktop,16,16,1,41,83,0,0
/archives/7268,desktop,16,14,1.1428571428571428,58.57142857142857,78,0,0
/archives/83571,mobile,16,15,1.0666666666666667,112.4,73,0,0
/archives/86834,desktop,16,13,1.2307692307692308,29.846153846153847,77,0,0
/archives/87921,desktop,16,15,1.0666666666666667,66.06666666666666,75,0,0
/archives/96752,desktop,16,14,1.1428571428571428,52.785714285714285,67,0,0
/archives/96768,desktop,16,12,1.3333333333333333,61.583333333333336,78,0,0
/archives/96846,desktop,16,15,1.0666666666666667,49.6,93,0,0
/archives/97077,mobile,16,14,1.1428571428571428,111.92857142857143,75,0,0
/archives/98731,mobile,16,13,1.2307692307692308,75.6923076923077,69,0,0
/archives/category/social-news/csr,desktop,16,9,1.7777777777777777,14.444444444444445,69,0,0
/privacy-policy,desktop,16,14,1.1428571428571428,27.142857142857142,62,0,0
/archives/100553,mobile,15,13,1.1538461538461537,20.46153846153846,68,0,0
/archives/105499,desktop,15,11,1.3636363636363635,83.63636363636364,67,0,0
/archives/10557,desktop,15,14,1.0714285714285714,30.928571428571427,77,0,0
/archives/107738,mobile,15,9,1.6666666666666667,70.77777777777777,57,0,0
/archives/108569,desktop,15,8,1.875,29.75,50,0,0
/archives/10963,mobile,15,14,1.0714285714285714,20.857142857142858,74,0,0
/archives/112239,desktop,15,15,1,23,75,0,0
/archives/113186,desktop,15,13,1.1538461538461537,54.92307692307692,65,0,0
/archives/114084,mobile,15,9,1.6666666666666667,63.333333333333336,52,0,0
/archives/20706,desktop,15,14,1.0714285714285714,31.142857142857142,66,0,0
/archives/68608,desktop,15,13,1.1538461538461537,30.923076923076923,67,0,0
/archives/88198,desktop,15,11,1.3636363636363635,118.45454545454545,68,0,0
/archives/90543,desktop,15,12,1.25,34.333333333333336,73,0,0
/archives/9512,desktop,15,15,1,38.8,79,0,0
/archives/95380,desktop,15,10,1.5,362.4,64,0,0
/archives/9660,desktop,15,8,1.875,46.125,65,0,0
/archives/97693,mobile,15,12,1.25,73.83333333333333,75,0,0
/archives/tag/sk에너지-축구단,mobile,15,8,1.875,11,64,0,0
/archives/101248,desktop,14,14,1,59.357142857142854,67,0,0
/archives/104439,mobile,14,12,1.1666666666666667,81.83333333333333,63,0,0
