# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240901
# 종료일: 20240930
페이지 경로 및 화면 클래스,국가,조회수,세션수,활성 사용자,활성 사용자당 조회수,활성 사용자당 평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/archives/category/corporates/sk-enterm,Singapore,18,7,5,3.6,48.4,75,0,0
/global/archives/15374,Singapore,17,16,11,1.5454545454545454,28.181818181818183,72,0,0
/global/archives/16060,Japan,17,18,13,1.3076923076923077,50.92307692307692,72,0,0
/global/archives/17216,United States,17,17,16,1.0625,22.125,69,0,0
/global/archives/18608,South Korea,17,14,12,1.4166666666666667,10.25,66,0,0
/global/archives/category/corporates/sk-on,United States,17,14,12,1.4166666666666667,21.25,65,0,0
/global/archives/category/press-room/press-release,France,17,17,15,1.1333333333333333,5.733333333333333,61,0,0
/global/archives/tag/sko,South Korea,17,17,15,1.1333333333333333,12.266666666666667,85,0,0
/global/,Hong Kong,16,11,10,1.6,9.2,67,0,0
/global/,Indonesia,16,9,5,3.2,60.4,75,0,0
/global/archives/10774,South Korea,16,15,15,1.0666666666666667,15,71,0,0
/global/archives/15374,South Korea,16,17,13,1.2307692307692308,85.23076923076923,72,0,0
/global/archives/17426,South Korea,16,14,11,1.4545454545454546,23.727272727272727,72,0,0
/global/archives/18283,India,16,19,11,1.4545454545454546,19.181818181818183,63,0,0
/global/archives/18608,Singapore,16,13,11,1.4545454545454546,20.636363636363637,69,0,0
/global/archives/18659,South Korea,16,18,12,1.3333333333333333,5.083333333333333,61,0,0
/global/archives/19078,Thailand,16,21,13,1.2307692307692308,158,86,0,0
/global/archives/3820,Germany,16,14,12,1.3333333333333333,50.333333333333336,75,0,0
/global/archives/category/corporates/sk-earthon,Vietnam,16,13,13,1.2307692307692308,21.76923076923077,59,0,0
/global/archives/category/corporates/sk-enterm,India,16,18,5,3.2,9.4,57,0,0
/global/archives/category/corporates/sk-on,Japan,16,8,4,4,100.25,60,0,0
/global/archives/17499,United States,15,15,13,1.1538461538461537,109.84615384615384,71,0,0
/global/archives/17595,South Korea,15,18,11,1.3636363636363635,23.09090909090909,72,0,0
/global/archives/19078,France,15,19,15,1,24.733333333333334,66,0,0
/global/archives/category/corporates,India,15,14,10,1.5,11,58,0,0
/global/archives/category/corporates,Japan,15,8,7,2.142857142857143,28,58,0,0
/global/archives/category/corporates/sk-innovation,India,15,14,12,1.25,11.416666666666666,55,0,0
/global/archives/category/corporates/sk-innovation,Singapore,15,14,12,1.25,6.75,58,0,0
/global/archives/category/press-room/press-release,South Korea,15,14,12,1.25,14.416666666666666,59,0,0
/global/legal-notices,South Korea,15,19,6,2.5,119.5,64,0,0
/global/archives/14491,India,14,13,9,1.5555555555555556,67.22222222222223,55,0,0
/global/archives/15007,South Korea,14,13,10,1.4,47.1,64,0,0
/global/archives/16463,Hong Kong,14,7,3,4.666666666666667,17.333333333333332,54,0,0
/global/archives/16532,Indonesia,14,9,6,2.3333333333333335,44.833333333333336,46,0,0
/global/archives/18065,United States,14,16,13,1.0769230769230769,48.23076923076923,58,0,0
/global/archives/18140,South Korea,14,17,9,1.5555555555555556,13.88888888888889,56,0,0
/global/archives/18608,Hong Kong,14,11,5,2.8,36.4,56,0,0
/global/archives/18659,Japan,14,11,10,1.4,21.7,60,0,0
/global/archives/18659,Singapore,14,14,9,1.5555555555555556,66.44444444444444,54,0,0
/global/archives/18783,South Korea,14,14,10,1.4,9.5,56,0,0
/global/archives/19078,Canada,14,16,12,1.1666666666666667,19,64,0,0
/global/archives/tag/2024-q2,United States,14,6,4,3.5,25.25,55,0,0
/global/,Hungary,13,11,8,1.625,75,54,0,0
/global/,Spain,13,11,6,2.1666666666666665,18.5,54,0,0
/global/,Thailand,13,8,7,1.8571428571428572,54.57142857142857,55,0,0
/global/archives/11807,Japan,13,8,4,3.25,80.5,51,0,0
/global/archives/13780,Singapore,13,9,5,2.6,56,46,0,0
/global/archives/16060,South Korea,13,14,10,1.3,18.8,52,0,0
/global/archives/17426,China,13,10,6,2.1666666666666665,77.66666666666667,49,0,0
/global/archives/17460,Pakistan,13,14,13,1,14.923076923076923,58,0,0
/global/archives/17569,India,13,14,10,1.3,24.4,55,0,0
/global/archives/17623,India,13,12,11,1.1818181818181819,13.454545454545455,51,0,0
/global/archives/18546,Australia,13,15,11,1.1818181818181819,23.454545454545453,62,0,0
/global/archives/19014,South Korea,13,9,5,2.6,9.4,50,0,0
/global/archives/19078,Austria,13,18,9,1.4444444444444444,22.666666666666668,61,0,0
/global/archives/4612,Japan,13,6,3,4.333333333333333,89.33333333333333,40,0,0
/global/archives/6216,Japan,13,13,8,1.625,44.125,58,0,0
/global/archives/category/corporate/sk-geo-centric,Japan,13,9,5,2.6,65.8,51,0,0
/global/archives/category/corporates/sk-earthon,South Korea,13,7,5,2.6,12,41,0,0
/global/archives/category/corporates/sk-geo-centric,Japan,13,4,4,3.25,34.25,46,0,0
/global/archives/category/corporates/sk-on,China,13,9,6,2.1666666666666665,94.33333333333333,42,0,0
/global/archives/category/insight,South Korea,13,9,5,2.6,8.2,49,0,0
/global/archives/category/press-room/financial-results,Germany,13,5,3,4.333333333333333,44,52,0,0
/global/archives/category/press-room/financial-results,Hong Kong,13,7,4,3.25,15.75,44,0,0
/global/archives/category/press-room/financial-results,South Korea,13,5,4,3.25,43.5,51,0,0
/global/archives/tag/vwbe,United States,13,10,8,1.625,14.25,54,0,0
/global/archives/12022,United States,12,12,12,1,16.75,58,0,0
/global/archives/12274/skee,South Korea,12,13,12,1,18.5,64,0,0
/global/archives/12950,United States,12,11,8,1.5,29,55,0,0
/global/archives/15664,South Korea,12,12,10,1.2,24.7,54,0,0
/global/archives/16532,Malaysia,12,12,9,1.3333333333333333,44.888888888888886,48,0,0
/global/archives/16834,India,12,11,10,1.2,41.5,52,0,0
/global/archives/18283,(not set),12,12,12,1,0,48,0,0
/global/archives/18608,India,12,14,10,1.2,57.7,58,0,0
/global/archives/18770,Hungary,12,13,9,1.3333333333333333,21.555555555555557,46,0,0
/global/archives/19078,Indonesia,12,14,9,1.3333333333333333,17.555555555555557,54,0,0
/global/archives/4776,China,12,8,7,1.7142857142857142,84.28571428571429,50,0,0
/global/archives/5892,South Korea,12,11,11,1.0909090909090908,25.181818181818183,54,0,0
/global/archives/category/corporates,Singapore,12,6,5,2.4,8.2,49,0,0
/global/archives/category/corporates,South Korea,12,9,9,1.3333333333333333,14.555555555555555,45,0,0
/global/archives/category/insight/trend_report,South Korea,12,13,8,1.5,24.25,47,0,0
/global/archives/category/press-room/press-release,United Kingdom,12,7,7,1.7142857142857142,15.714285714285714,51,0,0
/global/archives/tag/nickel,United States,12,12,12,1,6.916666666666667,53,0,0
/global/,Canada,11,8,8,1.375,18.5,49,0,0
/global/archives/10939,Malaysia,11,10,10,1.1,87,48,0,0
/global/archives/12022,India,11,11,11,1,24.181818181818183,54,0,0
/global/archives/12072,United States,11,12,9,1.2222222222222223,62.333333333333336,56,0,0
/global/archives/13780,South Korea,11,10,10,1.1,10.3,50,0,0
/global/archives/16060,United States,11,12,10,1.1,24.1,46,0,0
/global/archives/16376,India,11,10,2,5.5,32.5,36,0,0
/global/archives/17216,India,11,13,7,1.5714285714285714,12.857142857142858,45,0,0
/global/archives/17595,India,11,14,8,1.375,22.75,43,0,0
/global/archives/18107,Indonesia,11,11,7,1.5714285714285714,75.14285714285714,45,0,0
/global/archives/18708,South Korea,11,16,8,1.375,6.25,48,0,0
/global/archives/18989,United States,11,11,11,1,61.09090909090909,52,0,0
/global/archives/19154,South Korea,11,10,9,1.2222222222222223,5.222222222222222,42,0,0
/global/archives/3820,France,11,13,7,1.5714285714285714,24.285714285714285,53,0,0
/global/archives/9910,Singapore,11,11,11,1,40.27272727272727,54,0,0
/global/archives/category/corporates/sk-energy,United States,11,10,10,1.1,23.5,41,0,0
/global/archives/category/corporates/sk-incheon-petrochem,India,11,10,3,3.6666666666666665,20.333333333333332,37,0,0
/global/archives/category/press-room,India,11,5,5,2.2,60.4,42,0,0
/global/archives/category/press-room/financial-results,China,11,4,4,2.75,90.75,41,0,0
/global/archives/tag/malaysia,Vietnam,11,11,11,1,8.181818181818182,33,0,0
/global/archives/tag/solid-power,United States,11,6,6,1.8333333333333333,28.166666666666668,49,0,0
/pagead/aclk,Germany,11,9,9,1.2222222222222223,0,38,0,0
/global/,Taiwan,10,9,8,1.25,7.625,40,0,0
/global/archives/12692,Philippines,10,8,5,2,75.8,42,0,0
/global/archives/13521,United States,10,11,9,1.1111111111111112,23.77777777777778,50,0,0
/global/archives/14065,Poland,10,8,3,3.3333333333333335,0,31,0,0
/global/archives/14264,India,10,5,2,5,234.5,38,0,0
/global/archives/15374,Indonesia,10,10,4,2.5,63.75,37,0,0
/global/archives/15409,United Kingdom,10,12,3,3.3333333333333335,49.333333333333336,43,0,0
/global/archives/16060,India,10,14,7,1.4285714285714286,13.571428571428571,46,0,0
/global/archives/16060,Singapore,10,11,9,1.1111111111111112,15.333333333333334,47,0,0
/global/archives/17595,Japan,10,5,4,2.5,20,35,0,0
/global/archives/17817,India,10,11,6,1.6666666666666667,22.5,36,0,0
/global/archives/18107,Canada,10,8,8,1.25,54.625,46,0,0
/global/archives/18140,India,10,10,2,5,7.5,31,0,0
/global/archives/18283,Norway,10,13,10,1,31.6,52,0,0
/global/archives/18361,United States,10,11,10,1,21.7,40,0,0
/global/archives/18690,South Korea,10,12,10,1,2.8,43,0,0
/global/archives/18743,South Korea,10,8,7,1.4285714285714286,33.57142857142857,37,0,0
/global/archives/18753,India,10,14,3,3.3333333333333335,11.666666666666666,33,0,0
/global/archives/18753,Singapore,10,10,7,1.4285714285714286,13.428571428571429,42,0,0
/global/archives/19045,Japan,10,10,9,1.1111111111111112,29.555555555555557,44,0,0
/global/archives/6377,United States,10,9,8,1.25,1.75,39,0,0
/global/archives/9910,South Korea,10,12,8,1.25,74.5,48,0,0
/global/archives/category/corporate/sk-energy,Singapore,10,10,6,1.6666666666666667,18,46,0,0
/global/archives/category/corporates/sk-earthon,India,10,10,1,10,17,30,0,0
/global/archives/category/corporates/sk-enmove,India,10,8,3,3.3333333333333335,15,33,0,0
/global/archives/category/corporates/sk-enterm,South Korea,10,4,4,2.5,10.5,42,0,0
/global/archives/category/corporates/sk-ie-technology,India,10,10,2,5,6,31,0,0
/global/archives/category/corporates/sk-innovation,United States,10,9,8,1.25,18.75,36,0,0
/global/archives/category/corporates/sk-rading-international,India,10,11,3,3.3333333333333335,6.333333333333333,31,0,0
/global/archives/category/press-room/financial-results,France,10,6,5,2,23.6,42,0,0
/global/archives/category/press-room/financial-results,United Kingdom,10,7,5,2,24.8,40,0,0
/global/archives/tag/financial-results,France,10,4,3,3.3333333333333335,11.666666666666666,37,0,0
/global/archives/tag/skba,United States,10,6,5,2,21.2,38,0,0
/global/,Argentina,9,9,1,9,8,28,0,0
/global/archives/13521,South Korea,9,9,8,1.125,20.5,39,0,0
/global/archives/14193,South Korea,9,8,6,1.5,34.5,39,0,0
/global/archives/14243,United Kingdom,9,10,2,4.5,115,38,0,0
/global/archives/14634,United States,9,9,8,1.125,16.125,38,0,0
/global/archives/15374,Malaysia,9,10,8,1.125,56.625,41,0,0
/global/archives/15374,United States,9,7,7,1.2857142857142858,102.85714285714286,40,0,0
/global/archives/15490,South Korea,9,11,8,1.125,70.25,48,0,0
/global/archives/15840,Malaysia,9,10,8,1.125,25.375,41,0,0
/global/archives/16463,South Korea,9,9,8,1.125,24,46,0,0
/global/archives/16480,South Korea,9,10,3,3,7,33,0,0
/global/archives/16493,Japan,9,6,5,1.8,52.2,34,0,0
/global/archives/16532,Vietnam,9,10,8,1.125,63.875,39,0,0
/global/archives/17426,Japan,9,8,6,1.5,21.833333333333332,39,0,0
/global/archives/17990,India,9,9,7,1.2857142857142858,64.57142857142857,40,0,0
/global/archives/18107,Australia,9,7,6,1.5,57.5,38,0,0
/global/archives/18140,Singapore,9,10,3,3,12.666666666666666,30,0,0
/global/archives/18283,South Korea,9,11,9,1,22.555555555555557,45,0,0
/global/archives/18283,United States,9,9,9,1,12.444444444444445,36,0,0
/global/archives/18301,United States,9,9,9,1,12.777777777777779,41,0,0
/global/archives/18388,United States,9,11,9,1,69.66666666666667,47,0,0
/global/archives/18445,India,9,11,7,1.2857142857142858,40.285714285714285,38,0,0
/global/archives/18608,China,9,9,7,1.2857142857142858,122.14285714285714,34,0,0
/global/archives/18608,United Kingdom,9,10,7,1.2857142857142858,56.285714285714285,38,0,0
/global/archives/18659,India,9,8,7,1.2857142857142858,23.857142857142858,32,0,0
/global/archives/19078,Italy,9,9,8,1.125,1.25,34,0,0
/global/archives/19078,Switzerland,9,7,6,1.5,24.833333333333332,37,0,0
/global/archives/19095,India,9,11,3,3,3,34,0,0
/global/archives/2293,Poland,9,10,9,1,36,44,0,0
/global/archives/3820,Singapore,9,11,6,1.5,30,39,0,0
/global/archives/6216,Germany,9,11,8,1.125,18,45,0,0
/global/archives/6216,Singapore,9,9,4,2.25,87.5,43,0,0
/global/archives/6253,India,9,8,6,1.5,28,34,0,0
/global/archives/9910,Indonesia,9,10,3,3,49.666666666666664,34,0,0
/global/archives/9910,United Kingdom,9,10,6,1.5,103.83333333333333,42,0,0
/global/archives/category/corporates/sk-innovation,China,9,7,5,1.8,16.8,32,0,0
/global/archives/category/people/inno-people,United States,9,7,7,1.2857142857142858,24.571428571428573,32,0,0
/global/archives/category/press-room,South Korea,9,6,6,1.5,19.166666666666668,35,0,0
/global/who-we-are,Singapore,9,9,8,1.125,13.125,42,0,0
/global/,France,8,7,6,1.3333333333333333,24.666666666666668,38,0,0
/global/,Ukraine,8,4,4,2,29.75,34,0,0
/global/archives/12306,South Korea,8,8,7,1.1428571428571428,44.714285714285715,33,0,0
/global/archives/12688,South Korea,8,6,6,1.3333333333333333,138.16666666666666,32,0,0
/global/archives/13595,United States,8,8,8,1,48.875,38,0,0
/global/archives/14491,Hong Kong,8,11,7,1.1428571428571428,23.142857142857142,40,0,0
/global/archives/15259,United Kingdom,8,2,1,8,133,33,0,0
/global/archives/15865,India,8,8,2,4,92,28,0,0
/global/archives/15937,Indonesia,8,8,2,4,39,25,0,0
/global/archives/16060,Germany,8,7,1,8,0,23,0,0
/global/archives/16532,Singapore,8,9,7,1.1428571428571428,28.857142857142858,37,0,0
/global/archives/16970,India,8,8,5,1.6,11.4,36,0,0
/global/archives/17356,United States,8,7,6,1.3333333333333333,62.833333333333336,35,0,0
/global/archives/17595,United States,8,9,6,1.3333333333333333,48.333333333333336,34,0,0
/global/archives/17950,India,8,8,5,1.6,171,34,0,0
/global/archives/17950,Singapore,8,8,4,2,25.75,32,0,0
/global/archives/18107,United Kingdom,8,9,8,1,40.5,38,0,0
/global/archives/18361,China,8,8,3,2.6666666666666665,22,28,0,0
/global/archives/18361,India,8,8,6,1.3333333333333333,18.666666666666668,29,0,0
/global/archives/18546,Indonesia,8,7,3,2.6666666666666665,14.333333333333334,26,0,0
/global/archives/18659,(not set),8,8,8,1,0,32,0,0
/global/archives/18690,United States,8,6,5,1.6,16.4,28,0,0
/global/archives/18770,United Kingdom,8,10,6,1.3333333333333333,205.5,38,0,0
/global/archives/19014,Poland,8,10,6,1.3333333333333333,150.66666666666666,40,0,0
/global/archives/3820,United States,8,9,8,1,22.375,37,0,0
/global/archives/7245,United States,8,10,7,1.1428571428571428,37.57142857142857,41,0,0
/global/archives/7445,India,8,7,7,1.1428571428571428,17.142857142857142,31,0,0
/global/archives/7596,Spain,8,7,7,1.1428571428571428,17.571428571428573,29,0,0
/global/archives/7670,South Korea,8,6,6,1.3333333333333333,5.166666666666667,31,0,0
/global/archives/category/corporate/sk-energy,Japan,8,7,5,1.6,15.8,35,0,0
/global/archives/category/corporates,China,8,4,4,2,33,30,0,0
/global/archives/category/corporates/sk-innovation,Japan,8,6,5,1.6,19.6,32,0,0
/global/archives/category/people,India,8,4,4,2,11,29,0,0
/global/archives/category/people,South Korea,8,7,7,1.1428571428571428,4,32,0,0
/global/archives/category/press-room/financial-results,Japan,8,4,3,2.6666666666666665,10.666666666666666,28,0,0
/global/archives/category/press-room/financial-results,Kuwait,8,5,1,8,71,31,0,0
/global/archives/category/press-room/issue-fact,Singapore,8,7,6,1.3333333333333333,6.666666666666667,30,0,0
/global/archives/category/press-room/issue-fact,United States,8,7,6,1.3333333333333333,6.833333333333333,29,0,0
/global/archives/tag/pbat,India,8,5,5,1.6,16.4,31,0,0
/global/archives/tag/sinopec-sk-wuhan-petrochemical,United Kingdom,8,7,4,2,13.25,35,0,0
/global/archives/tag/sken,South Korea,8,7,7,1.1428571428571428,16.571428571428573,39,0,0
/global/latestnews,Hong Kong,8,1,1,8,137,31,0,0
/global/,Iceland,7,1,1,7,69,26,0,0
/global/archives/1058,South Korea,7,7,3,2.3333333333333335,15.666666666666666,25,0,0
/global/archives/10767,South Korea,7,6,5,1.4,33.4,24,0,0
/global/archives/10913,India,7,6,4,1.75,10.75,25,0,0
/global/archives/10939,Thailand,7,7,4,1.75,143.5,33,0,0
/global/archives/11004,South Korea,7,7,5,1.4,71.6,32,0,0
/global/archives/11161,India,7,10,5,1.4,83.6,35,0,0
/global/archives/11400,Singapore,7,7,7,1,15,34,0,0
/global/archives/12106,Indonesia,7,6,5,1.4,16.2,26,0,0
/global/archives/12220,South Korea,7,4,2,3.5,9.5,22,0,0
/global/archives/14309,United States,7,7,7,1,0,27,0,0
/global/archives/14766,India,7,6,4,1.75,19.5,26,0,0
/global/archives/15664,India,7,7,5,1.4,40.4,29,0,0
/global/archives/15937,Japan,7,4,2,3.5,145.5,23,0,0
/global/archives/16448,India,7,7,3,2.3333333333333335,3.6666666666666665,21,0,0
/global/archives/16480,India,7,7,4,1.75,16.75,28,0,0
/global/archives/16532,Japan,7,7,5,1.4,42.2,26,0,0
/global/archives/16834,Singapore,7,9,7,1,7.285714285714286,33,0,0
/global/archives/17047,United States,7,6,6,1.1666666666666667,79.5,33,0,0
/global/archives/17169,India,7,9,5,1.4,11.6,30,0,0
/global/archives/17426,France,7,7,6,1.1666666666666667,14.333333333333334,36,0,0
/global/archives/17426,Germany,7,6,5,1.4,34.4,33,0,0
/global/archives/17426,Vietnam,7,5,5,1.4,13,28,0,0
/global/archives/17569,China,7,6,4,1.75,20,28,0,0
/global/archives/17569,United Kingdom,7,7,6,1.1666666666666667,0,26,0,0
/global/archives/18107,India,7,7,7,1,160.71428571428572,35,0,0
/global/archives/18107,South Korea,7,5,5,1.4,59.6,32,0,0
/global/archives/18374,South Korea,7,6,6,1.1666666666666667,31,26,0,0
/global/archives/18388,(not set),7,7,7,1,0,28,0,0
/global/archives/18421,Singapore,7,6,2,3.5,82,29,0,0
/global/archives/18546,Germany,7,8,6,1.1666666666666667,39.5,32,0,0
/global/archives/18608,Austria,7,6,5,1.4,198.4,27,0,0
/global/archives/18608,Taiwan,7,7,2,3.5,0.5,22,0,0
/global/archives/18690,Spain,7,5,5,1.4,69,31,0,0
