# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240805
# 종료일: 20240811
페이지 경로 및 화면 클래스,세션 소스,조회수,세션수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/pagead/aclk,google,19,17,17,1.1176470588235294,0,67,0,0
/global/archives/15374,google,17,22,14,1.2142857142857142,22.857142857142858,83,0,0
/global/archives/18608,bing,17,12,6,2.8333333333333335,194.83333333333334,69,0,0
/global/archives/12022,google,15,16,14,1.0714285714285714,14.142857142857142,68,0,0
/global/archives/18608,skinnovation.com,15,13,7,2.142857142857143,158.42857142857142,61,0,0
/global/archives/18690,(direct),15,16,13,1.1538461538461537,41.38461538461539,57,0,0
/global/archives/category/corporates,google,15,10,10,1.5,11.6,59,0,0
/global/,eng.sk-on.com,14,10,8,1.75,24,62,0,0
/global/archives/18065,google,14,14,10,1.4,44.6,60,0,0
/global/archives/18361,google,14,16,12,1.1666666666666667,43.666666666666664,63,0,0
/global/archives/category/press-room/press-release,google,14,10,10,1.4,44.5,55,0,0
/global/archives/category/press-room/press-release,skinnovation.com,14,7,4,3.5,102.75,54,0,0
/global/,cn.bing.com,13,5,3,4.333333333333333,40,47,0,0
/global/archives/15374,(direct),13,11,11,1.1818181818181819,20.818181818181817,54,0,0
/global/archives/15490,google,13,15,10,1.3,26.5,57,0,0
/global/archives/17499,google,13,12,11,1.1818181818181819,73.27272727272727,53,0,0
/global/archives/18140,google,13,12,1,13,0,39,0,0
/global/archives/15664,google,12,11,8,1.5,26.375,50,0,0
/global/archives/17426,(direct),12,11,10,1.2,11.4,45,0,0
/global/archives/15687,google,11,13,10,1.1,28,56,0,0
/global/archives/17426,skinnovation.com,11,3,2,5.5,168,45,0,0
/global/archives/18388,google,11,10,7,1.5714285714285714,46.285714285714285,43,0,0
/global/archives/18608,cn.bing.com,11,10,4,2.75,167.25,44,0,0
/global/archives/category/corporates/sk-geo-centric,google,11,8,5,2.2,14.8,39,0,0
/global/archives/tag/sk-gc-americas,google,11,8,7,1.5714285714285714,30.285714285714285,47,0,0
/global/archives/10774,google,10,11,9,1.1111111111111112,16.333333333333332,49,0,0
/global/archives/11087,google,10,12,7,1.4285714285714286,75.85714285714286,47,0,0
/global/archives/13595,google,10,8,7,1.4285714285714286,40,49,0,0
/global/archives/17950,google,10,11,10,1,36.9,46,0,0
/global/archives/18283,google,10,10,8,1.25,12.25,44,0,0
/global/archives/18623,(direct),10,8,7,1.4285714285714286,6.142857142857143,34,0,0
/global/archives/18639,(direct),10,10,10,1,5.6,39,0,0
/global/archives/18690,google,10,10,10,1,21.3,43,0,0
/global/archives/11004,google,9,10,5,1.8,43.6,38,0,0
/global/archives/11807,(direct),9,14,6,1.5,72.66666666666667,46,0,0
/global/archives/13521,google,9,9,9,1,13.555555555555555,41,0,0
/global/archives/16463,google,9,9,6,1.5,33.833333333333336,40,0,0
/global/archives/17623,google,9,11,9,1,239.88888888888889,51,0,0
/global/archives/17817,google,9,11,7,1.2857142857142858,49,38,0,0
/global/archives/18283,(direct),9,10,7,1.2857142857142858,0.7142857142857143,35,0,0
/global/archives/18659,linkedin.com,9,9,7,1.2857142857142858,21.714285714285715,38,0,0
/global/archives/489,google,9,7,5,1.8,29.4,35,0,0
/global/archives/category/press-room/financial-results,skinnovation.com,9,5,3,3,30.666666666666668,32,0,0
/global/archives/tag/ecopro-bm,google,9,3,2,4.5,42.5,35,0,0
/global/archives/tag/g-15-ap-block,google,9,8,8,1.125,6.125,44,0,0
/global/sustainability-report,google,9,9,4,2.25,15,51,0,0
/global/,eng.skearthon.com,8,6,6,1.3333333333333333,18.833333333333332,38,0,0
/global/archives/13780,google,8,10,8,1,15.25,41,0,0
/global/archives/15374,skenergy.com,8,3,3,2.6666666666666665,60.666666666666664,27,0,0
/global/archives/16613,(direct),8,1,1,8,29,30,0,0
/global/archives/17569,google,8,9,6,1.3333333333333333,80.33333333333333,38,0,0
/global/archives/17595,google,8,10,6,1.3333333333333333,47.833333333333336,38,0,0
/global/archives/18436,skinnovation.com,8,9,6,1.3333333333333333,42.333333333333336,35,0,0
/global/archives/9548,(direct),8,6,6,1.3333333333333333,11.166666666666666,29,0,0
/global/archives/category/corporate/sk-energy,skenergy.com,8,4,4,2,14.5,28,0,0
/global/archives/category/corporates/sk-on,eng.sk-on.com,8,6,4,2,165.75,32,0,0
/global/archives/category/people,google,8,6,5,1.6,15.4,27,0,0
/global/archives/category/press-room,bing,8,3,3,2.6666666666666665,17.666666666666668,28,0,0
/global/archives/category/press-room,google,8,8,8,1,21.25,31,0,0
/global/archives/category/press-room/financial-results,(direct),8,4,3,2.6666666666666665,23,31,0,0
/global/,eng.skgeocentric.com,7,4,2,3.5,26,26,0,0
/global/,linkedin.com,7,5,1,7,15,27,0,0
/global/archives/10913,google,7,7,5,1.4,12.8,31,0,0
/global/archives/14491,google,7,7,7,1,14.285714285714286,31,0,0
/global/archives/15592,(direct),7,5,3,2.3333333333333335,24,25,0,0
/global/archives/16939,m.facebook.com,7,4,3,2.3333333333333335,6,23,0,0
/global/archives/17356,skenmove.com,7,8,7,1,57.714285714285715,28,0,0
/global/archives/17595,(direct),7,8,3,2.3333333333333335,79.33333333333333,20,0,0
/global/archives/17737,google,7,8,7,1,200.28571428571428,35,0,0
/global/archives/18374,google,7,9,7,1,18.142857142857142,27,0,0
/global/archives/18388,(direct),7,6,5,1.4,0,21,0,0
/global/archives/18639,ozmailer.com,7,5,3,2.3333333333333335,8.666666666666666,25,0,0
/global/archives/18659,ozmailer.com,7,6,4,1.75,16.75,28,0,0
/global/archives/3820,google,7,9,7,1,38.285714285714285,34,0,0
/global/archives/6377,google,7,4,4,1.75,14,28,0,0
/global/archives/7445,google,7,6,6,1.1666666666666667,23.5,31,0,0
/global/archives/822,google,7,8,6,1.1666666666666667,7.833333333333333,35,0,0
/global/archives/9548,cafe.naver.com,7,6,6,1.1666666666666667,41.166666666666664,34,0,0
/global/archives/category/corporate/sk-enmove,skenmove.com,7,5,5,1.4,75.2,33,0,0
/global/archives/category/corporates/sk-earthon,google,7,7,7,1,13.428571428571429,30,0,0
/global/archives/tag/pouch-type-battery,google,7,6,6,1.1666666666666667,8.666666666666666,33,0,0
/global/archives/10774,(direct),6,6,6,1,168.5,25,0,0
/global/archives/10835,google,6,5,5,1.2,29.8,24,0,0
/global/archives/10939,google,6,6,5,1.2,21.6,28,0,0
/global/archives/11853,google,6,6,3,2,16.666666666666668,22,0,0
/global/archives/12072,google,6,5,4,1.5,60.5,27,0,0
/global/archives/13329,google,6,7,6,1,14.666666666666666,26,0,0
/global/archives/14264,google,6,7,6,1,6.666666666666667,30,0,0
/global/archives/14634,google,6,6,6,1,75.5,27,0,0
/global/archives/15462,google,6,4,4,1.5,17,25,0,0
/global/archives/15840,google,6,5,3,2,86,27,0,0
/global/archives/15985,google,6,7,6,1,9.166666666666666,24,0,0
/global/archives/17047,google,6,3,2,3,67,23,0,0
/global/archives/17169,google,6,6,5,1.2,70.6,27,0,0
/global/archives/17426,cn.bing.com,6,5,5,1.2,13.8,24,0,0
/global/archives/18361,(direct),6,5,3,2,1,19,0,0
/global/archives/3962,google,6,4,3,2,152.33333333333334,30,0,0
/global/archives/7476,google,6,6,3,2,21.333333333333332,22,0,0
/global/archives/category/corporates,skinnovation.com,6,3,2,3,95.5,23,0,0
/global/archives/category/corporates/sk-energy,google,6,5,5,1.2,22.2,24,0,0
/global/archives/category/corporates/sk-enterm,google,6,5,4,1.5,15.75,26,0,0
/global/archives/category/press-room/financial-results,cn.bing.com,6,4,2,3,12,24,0,0
/global/archives/category/press-room/issue-fact,skinnovation.com,6,4,4,1.5,21.25,24,0,0
/global/sustainability-report,(direct),6,6,6,1,1.6666666666666667,22,0,0
/global/,chn.sk-on.com,5,3,3,1.6666666666666667,34.666666666666664,18,0,0
/global/archives/1058,google,5,5,4,1.25,9.5,22,0,0
/global/archives/11400,google,5,5,3,1.6666666666666667,14.333333333333334,22,0,0
/global/archives/12106,google,5,7,5,1,11,23,0,0
/global/archives/12147,google,5,6,6,0.8333333333333334,14.666666666666666,25,0,0
/global/archives/14243,skenmove.com,5,5,4,1.25,35.25,21,0,0
/global/archives/14770,google,5,4,4,1.25,7.5,21,0,0
/global/archives/15574,google,5,7,4,1.25,13.5,22,0,0
/global/archives/15687,skenmove.com,5,6,5,1,205,25,0,0
/global/archives/16376,google,5,5,3,1.6666666666666667,3.3333333333333335,17,0,0
/global/archives/16493,google,5,4,4,1.25,14.5,22,0,0
/global/archives/16787,(direct),5,5,5,1,6,17,0,0
/global/archives/16834,google,5,5,5,1,10.6,23,0,0
/global/archives/17426,bing,5,5,3,1.6666666666666667,35.333333333333336,23,0,0
/global/archives/17499,(direct),5,7,4,1.25,168.25,25,0,0
/global/archives/17569,skenmove.com,5,4,4,1.25,45.25,24,0,0
/global/archives/17950,(direct),5,4,4,1.25,117.5,20,0,0
/global/archives/17989,(direct),5,4,3,1.6666666666666667,1.6666666666666667,17,0,0
/global/archives/17990,google,5,4,3,1.6666666666666667,66,21,0,0
/global/archives/18374,(direct),5,5,3,1.6666666666666667,0,15,0,0
/global/archives/18421,(direct),5,5,5,1,21.2,18,0,0
/global/archives/18546,linkedin.com,5,5,5,1,12.4,22,0,0
/global/archives/18546,skinnovation.com,5,4,4,1.25,100.5,16,0,0
/global/archives/18608,eng.sk-on.com,5,4,3,1.6666666666666667,4.666666666666667,18,0,0
/global/archives/18608,linkedin.com,5,4,4,1.25,4.5,21,0,0
/global/archives/18639,google,5,4,4,1.25,39.75,18,0,0
/global/archives/6216,(direct),5,5,4,1.25,147.75,23,0,0
/global/archives/6216,aol,5,1,1,5,736,19,0,0
/global/archives/9548,m.cafe.naver.com,5,5,5,1,7,21,0,0
/global/archives/9668,(direct),5,4,3,1.6666666666666667,18.333333333333332,21,0,0
/global/archives/category/corporates/sk-on,(direct),5,5,2,2.5,35.5,15,0,0
/global/archives/category/press-room,eng.sk-on.com,5,3,3,1.6666666666666667,73.66666666666667,20,0,0
/global/archives/category/press-room,skinnovation.com,5,4,4,1.25,16.5,19,0,0
/global/archives/category/press-room/financial-results,yahoo,5,2,1,5,24,20,0,0
/global/archives/tag/solid-power,google,5,4,4,1.25,28.75,24,0,0
/global/archives/tag/vwbe,google,5,4,3,1.6666666666666667,2,20,0,0
/global/archives/10535,google,4,5,4,1,79.5,21,0,0
/global/archives/10985,google,4,4,4,1,60,22,0,0
/global/archives/11286,google,4,2,1,4,34,14,0,0
/global/archives/11400,(direct),4,5,5,0.8,18.8,16,0,0
/global/archives/11415,google,4,5,3,1.3333333333333333,11.666666666666666,18,0,0
/global/archives/12471,google,4,6,5,0.8,91,18,0,0
/global/archives/12692,google,4,4,3,1.3333333333333333,70,20,0,0
/global/archives/14065,google,4,4,3,1.3333333333333333,21,19,0,0
/global/archives/14415,google,4,3,2,2,21,16,0,0
/global/archives/14491,(direct),4,4,4,1,5.25,15,0,0
/global/archives/14766,google,4,5,4,1,23.25,19,0,0
/global/archives/15259,google,4,2,2,2,278,17,0,0
/global/archives/15574,skenmove.com,4,2,2,2,37,13,0,0
/global/archives/15610,google,4,4,4,1,116.25,17,0,0
/global/archives/15664,(direct),4,2,2,2,51,15,0,0
/global/archives/16060,google,4,5,3,1.3333333333333333,18.666666666666668,20,0,0
/global/archives/16131,google,4,4,4,1,16.5,19,0,0
/global/archives/16448,google,4,4,4,1,69.25,18,0,0
/global/archives/16480,google,4,3,3,1.3333333333333333,2,14,0,0
/global/archives/17169,(direct),4,3,2,2,172,13,0,0
/global/archives/17356,google,4,4,4,1,37.5,20,0,0
/global/archives/17978,google,4,5,5,0.8,4.6,20,0,0
/global/archives/18022,google,4,3,3,1.3333333333333333,65.33333333333333,18,0,0
/global/archives/18065,(direct),4,4,4,1,3.75,13,0,0
/global/archives/18361,skinnovation.com,4,3,2,2,105.5,16,0,0
/global/archives/18436,(direct),4,4,4,1,79,16,0,0
/global/archives/18445,google,4,4,4,1,36.5,21,0,0
/global/archives/18478,google,4,5,3,1.3333333333333333,8.666666666666666,18,0,0
/global/archives/18571,(direct),4,4,2,2,70,14,0,0
/global/archives/18608,eng.skgeocentric.com,4,4,2,2,28.5,16,0,0
/global/archives/18659,eng.skearthon.com,4,3,2,2,37,16,0,0
/global/archives/18659,marketscreener.com,4,1,1,4,0,10,0,0
/global/archives/3709,(direct),4,2,2,2,4,11,0,0
/global/archives/4776,cn.bing.com,4,4,4,1,33.5,19,0,0
/global/archives/6807,(direct),4,7,4,1,2,21,0,0
/global/archives/7670,google,4,4,2,2,57.5,17,0,0
/global/archives/7906,google,4,5,2,2,76.5,16,0,0
/global/archives/9548,naver,4,4,4,1,10.25,19,0,0
/global/archives/category/corporates/sk-ie-technology,google,4,4,4,1,17.25,16,0,0
/global/archives/category/corporates/sk-innovation,skinnovation.com,4,4,4,1,13.5,15,0,0
/global/archives/category/corporates/sk-on,cn.bing.com,4,2,2,2,16.5,12,0,0
/global/archives/category/corporates/sk-on,eng.skgeocentric.com,4,3,1,4,8,15,0,0
/global/archives/category/corporates/sk-on,naver,4,5,4,1,5.5,21,0,0
/global/archives/category/insight,(direct),4,5,5,0.8,10.2,18,0,0
/global/archives/category/people,(direct),4,6,5,0.8,4.6,16,0,0
/global/archives/category/people/sustainability,google,4,3,2,2,14.5,16,0,0
/global/archives/category/press-room,(direct),4,3,3,1.3333333333333333,20,13,0,0
/global/archives/tag/1-4-butanediol,bing,4,3,1,4,16,13,0,0
/global/archives/tag/2024-q2,yahoo,4,2,1,4,33,16,0,0
/global/archives/tag/sk-block-427,google,4,3,3,1.3333333333333333,14.333333333333334,15,0,0
/global/archives/tag/skei-singapore,google,4,3,3,1.3333333333333333,3.3333333333333335,19,0,0
/global/,yahoo,3,2,1,3,42,11,0,0
/global/archives/10031,google,3,3,1,3,13,12,0,0
/global/archives/10159,google,3,1,1,3,21,14,0,0
/global/archives/10654,google,3,3,3,1,5.666666666666667,13,0,0
/global/archives/10913,(direct),3,3,3,1,4.666666666666667,12,0,0
/global/archives/11147,google,3,3,3,1,32.333333333333336,15,0,0
/global/archives/11161,google,3,4,3,1,3.6666666666666665,16,0,0
/global/archives/11429,google,3,2,2,1.5,8,10,0,0
/global/archives/11807,google,3,4,3,1,209,18,0,0
/global/archives/12220,google,3,3,2,1.5,7.5,12,0,0
/global/archives/12274/skee,google,3,3,3,1,10.666666666666666,17,0,0
/global/archives/12950,(direct),3,3,3,1,13.666666666666666,15,0,0
/global/archives/13130,(direct),3,3,3,1,0,12,0,0
/global/archives/14226,google,3,4,3,1,41.333333333333336,15,0,0
/global/archives/14309,(direct),3,3,3,1,9.333333333333334,13,0,0
/global/archives/14565,google,3,3,3,1,2,13,0,0
/global/archives/15204,google,3,3,3,1,15.666666666666666,14,0,0
/global/archives/15259,cn.bing.com,3,3,1,3,220,10,0,0
/global/archives/15259,skinnovation.com,3,1,1,3,40,12,0,0
/global/archives/15462,(direct),3,3,2,1.5,27.5,14,0,0
/global/archives/15490,(direct),3,3,3,1,5.666666666666667,13,0,0
/global/archives/15654,google,3,3,3,1,11.666666666666666,13,0,0
/global/archives/15964,google,3,3,2,1.5,49.5,15,0,0
/global/archives/16532,google,3,5,4,0.75,56.25,16,0,0
/global/archives/16939,google,3,4,3,1,6.333333333333333,15,0,0
/global/archives/16970,google,3,4,3,1,6.333333333333333,16,0,0
/global/archives/17623,(direct),3,2,2,1.5,43,11,0,0
/global/archives/1768,google,3,3,3,1,12,13,0,0
/global/archives/17844,google,3,3,2,1.5,1.5,14,0,0
/global/archives/18065,bing,3,2,2,1.5,22.5,10,0,0
/global/archives/18065,cn.bing.com,3,4,2,1.5,55,11,0,0
/global/archives/18140,(direct),3,3,3,1,0,11,0,0
/global/archives/18268,google,3,2,2,1.5,7.5,11,0,0
/global/archives/18301,google,3,3,3,1,27.333333333333332,15,0,0
/global/archives/18436,google,3,4,3,1,1.6666666666666667,14,0,0
/global/archives/18445,skinnovation.com,3,3,3,1,338,15,0,0
/global/archives/18546,bing,3,3,3,1,30,14,0,0
/global/archives/18546,skenergy.com,3,3,0,0,0,9,0,0
/global/archives/18608,yahoo,3,2,1,3,104,13,0,0
/global/archives/18659,(not set),3,6,4,0.75,4,13,0,0
/global/archives/18659,link.naver.com,3,1,1,3,46,11,0,0
/global/archives/2675,(direct),3,2,1,3,25,12,0,0
/global/archives/3123,google,3,3,3,1,98.33333333333333,15,0,0
/global/archives/3820,(direct),3,3,3,1,2,11,0,0
/global/archives/3820,bing,3,4,2,1.5,4.5,15,0,0
/global/archives/4308,google,3,3,2,1.5,26.5,15,0,0
/global/archives/4612,(direct),3,2,2,1.5,0,11,0,0
/global/archives/6014,google,3,4,3,1,1,13,0,0
/global/archives/6623,google,3,2,2,1.5,14.5,14,0,0
/global/archives/6807,bing,3,3,3,1,27,15,0,0
/global/archives/6824,cn.bing.com,3,3,3,1,6.666666666666667,10,0,0
/global/archives/7906,(direct),3,4,2,1.5,0,12,0,0
/global/archives/8350,google,3,2,2,1.5,8,10,0,0
/global/archives/9548,naver.com,3,3,3,1,10,13,0,0
/global/archives/9740,bing,3,3,1,3,0,9,0,0
/global/archives/category/corporates,bing,3,2,2,1.5,16,12,0,0
/global/archives/category/corporates/sk-earthon,eng.skgeocentric.com,3,3,1,3,4,10,0,0
/global/archives/category/corporates/sk-enterm,eng.skgeocentric.com,3,3,1,3,5,10,0,0
/global/archives/category/corporates/sk-ie-technology,eng.skgeocentric.com,3,3,1,3,3,11,0,0
/global/archives/category/corporates/sk-innovation,bing,3,3,3,1,20.333333333333332,11,0,0
/global/archives/category/corporates/sk-on,usc-excel.officeapps.live.com,3,3,1,3,2,14,0,0
/global/archives/category/corporates/sk-rading-international,eng.skgeocentric.com,3,3,1,3,2,10,0,0
/global/archives/category/corporates/sk-rading-international,google,3,2,2,1.5,28.5,13,0,0
/global/archives/category/insight,bing,3,2,2,1.5,7,12,0,0
/global/archives/category/insight/expert-voice,skinnovation.com,3,1,1,3,65,12,0,0
/global/archives/category/people/inno-people,google,3,3,3,1,9.666666666666666,12,0,0
/global/archives/category/press-room,gateway.zscalerthree.net,3,3,1,3,0,12,0,0
/global/archives/category/press-room/financial-results,eng.skgeocentric.com,3,2,2,1.5,16,12,0,0
/global/archives/category/press-room/press-release,skenmove.com,3,3,2,1.5,48,13,0,0
/global/archives/tag/best-oil-company,google,3,2,2,1.5,5.5,12,0,0
/global/archives/tag/bmic,google,3,2,2,1.5,1,13,0,0
/global/archives/tag/military,google,3,1,1,3,11,12,0,0
/global/archives/tag/ncm811,google,3,2,2,1.5,2,15,0,0
/global/archives/tag/rhee-jang-weon,google,3,2,2,1.5,6.5,9,0,0
/global/archives/tag/sk-hi-tech-battery-materials-poland,google,3,3,3,1,8.333333333333334,15,0,0
/global/archives/tag/sk-tank-terminal,google,3,1,1,3,38,12,0,0
/global/archives/tag/sk综合化学,google,3,3,3,1,5.333333333333333,14,0,0
/global/latestnews,linkedin.com,3,4,1,3,24,13,0,0
/global/latestnews,skinnovation.com,3,3,3,1,33,12,0,0
/global/sustainability-report,bing,3,2,2,1.5,15.5,12,0,0
/global/,(not set),2,1,1,2,21,9,0,0
/global/,bing,2,2,2,1,6.5,9,0,0
/global/,newsletter,2,2,1,2,2,7,0,0
/global/,skenmove.com,2,2,2,1,8,7,0,0
/global/archives/10133,(direct),2,2,2,1,26.5,8,0,0
/global/archives/10511,(direct),2,1,1,2,16,6,0,0
/global/archives/10746,google,2,1,1,2,215,10,0,0
/global/archives/10767,google,2,2,2,1,96,10,0,0
/global/archives/10985,bing,2,2,2,1,13.5,11,0,0
/global/archives/11082,(direct),2,2,2,1,3.5,9,0,0
/global/archives/11512,google,2,3,2,1,85.5,9,0,0
/global/archives/11527,google,2,4,2,1,0,11,0,0
/global/archives/11537,google,2,2,2,1,0,6,0,0
/global/archives/12008,(direct),2,2,2,1,0,8,0,0
/global/archives/12147,eng.sk-on.com,2,1,1,2,8,5,0,0
/global/archives/12306,google,2,2,2,1,7,9,0,0
/global/archives/12667,google,2,1,1,2,26,8,0,0
/global/archives/12950,google,2,1,1,2,18,9,0,0
/global/archives/13036,google,2,2,2,1,8,8,0,0
/global/archives/13103,google,2,2,1,2,11,9,0,0
/global/archives/13130,google,2,3,2,1,36.5,11,0,0
/global/archives/13130,skinnovation.com,2,2,1,2,20,9,0,0
/global/archives/1337,google,2,1,1,2,216,9,0,0
/global/archives/13437,google,2,1,1,2,38,9,0,0
/global/archives/13521,bing,2,2,2,1,24.5,10,0,0
/global/archives/13595,(direct),2,1,1,2,4,6,0,0
/global/archives/13748,google,2,2,2,1,41.5,8,0,0
/global/archives/13804,cn.bing.com,2,1,1,2,71,8,0,0
/global/archives/13804,google,2,3,2,1,5.5,10,0,0
/global/archives/13879,google,2,2,2,1,1,9,0,0
/global/archives/14004,google,2,2,2,1,49.5,9,0,0
/global/archives/14226,(direct),2,2,2,1,0,7,0,0
/global/archives/14243,google,2,2,2,1,13,11,0,0
/global/archives/14309,bing,2,3,2,1,29,10,0,0
/global/archives/14309,skinnovation.com,2,1,1,2,82,8,0,0
/global/archives/14541,google,2,1,1,2,14,10,0,0
/global/archives/14628,(direct),2,3,2,1,0,9,0,0
/global/archives/1493,google,2,2,2,1,57.5,10,0,0
/global/archives/15103,google,2,3,2,1,16,12,0,0
/global/archives/15259,(direct),2,1,1,2,85,9,0,0
/global/archives/15317,google,2,1,1,2,114,7,0,0
/global/archives/15353,google,2,2,2,1,35,11,0,0
/global/archives/16060,sktradinginternational.com,2,2,2,1,21.5,10,0,0
/global/archives/16154,google,2,2,2,1,23.5,7,0,0
/global/archives/16286,google,2,2,2,1,1.5,7,0,0
/global/archives/16448,(direct),2,2,1,2,0,6,0,0
/global/archives/16532,bing,2,2,2,1,65,10,0,0
/global/archives/16563,(direct),2,1,1,2,0,4,0,0
/global/archives/16583,google,2,2,2,1,100,9,0,0
/global/archives/16834,(direct),2,3,1,2,1,8,0,0
/global/archives/16925,google,2,2,2,1,33.5,10,0,0
/global/archives/16939,(direct),2,2,2,1,14,8,0,0
/global/archives/17022,google,2,2,2,1,12.5,10,0,0
/global/archives/17216,(direct),2,2,2,1,12.5,8,0,0
/global/archives/17460,google,2,2,2,1,25,11,0,0
/global/archives/17476,google,2,2,2,1,47.5,11,0,0
/global/archives/17697,google,2,1,1,2,107,9,0,0
/global/archives/18208,skinnovation.com,2,2,2,1,193.5,8,0,0
/global/archives/18283,bing,2,3,2,1,43,9,0,0
/global/archives/18374,eng.sk-on.com,2,1,1,2,42,8,0,0
/global/archives/18374,skinnovation.com,2,1,1,2,28,7,0,0
/global/archives/18421,eng.skgeocentric.com,2,1,1,2,54,8,0,0
/global/archives/18478,skinnovation.com,2,2,2,1,19.5,10,0,0
/global/archives/18546,BenchmarkEmail,2,2,2,1,2,8,0,0
/global/archives/18546,chn.sk-on.com,2,1,1,2,60,7,0,0
/global/archives/18571,google,2,2,2,1,6,9,0,0
/global/archives/18608,m.facebook.com,2,1,1,2,1,8,0,0
/global/archives/18623,newsletter,2,2,1,2,5,7,0,0
/global/archives/2293,google,2,2,2,1,16,10,0,0
/global/archives/298,google,2,3,2,1,75.5,11,0,0
/global/archives/3123,(direct),2,1,1,2,33,8,0,0
/global/archives/3197,google,2,2,2,1,9.5,8,0,0
/global/archives/3568,(direct),2,2,1,2,10,7,0,0
/global/archives/3674,(direct),2,2,2,1,7,7,0,0
/global/archives/3689,cn.bing.com,2,1,1,2,77,8,0,0
/global/archives/3962,bing,2,2,2,1,43.5,10,0,0
/global/archives/4077,(direct),2,1,1,2,9,7,0,0
/global/archives/4308,bing,2,2,2,1,22.5,10,0,0
/global/archives/4360,google,2,2,2,1,129.5,12,0,0
/global/archives/4705,google,2,2,2,1,52,9,0,0
/global/archives/4751,google,2,2,2,1,2.5,9,0,0
/global/archives/4921,google,2,2,2,1,14,10,0,0
/global/archives/5679,lens.google.com,2,3,1,2,1,9,0,0
/global/archives/5892,duckduckgo,2,2,1,2,5,9,0,0
/global/archives/6313,google,2,2,2,1,104.5,9,0,0
/global/archives/6343,(direct),2,2,2,1,0,7,0,0
/global/archives/6517,google,2,3,2,1,10.5,10,0,0
/global/archives/6546,(direct),2,2,2,1,0,7,0,0
/global/archives/6734,bing,2,2,1,2,20,7,0,0
/global/archives/6760,google,2,1,1,2,327,8,0,0
/global/archives/6807,google,2,2,2,1,24.5,8,0,0
/global/archives/7031,google,2,2,2,1,21.5,8,0,0
/global/archives/7177,google,2,2,2,1,1,8,0,0
/global/archives/7292,google,2,2,2,1,26,8,0,0
/global/archives/7784,bing,2,2,1,2,102,11,0,0
/global/archives/7870,google,2,2,2,1,13.5,10,0,0
/global/archives/7919,google,2,2,2,1,20.5,9,0,0
/global/archives/8152,google,2,2,1,2,82,8,0,0
/global/archives/9079,google,2,1,1,2,10,8,0,0
/global/archives/9493,(direct),2,2,2,1,69.5,7,0,0
/global/archives/9493,google,2,2,2,1,23.5,11,0,0
/global/archives/9509,google,2,2,2,1,17,9,0,0
/global/archives/9616,google,2,2,2,1,29,8,0,0
/global/archives/9709,google,2,2,2,1,7,9,0,0
/global/archives/9740,google,2,3,2,1,108.5,12,0,0
/global/archives/9740,skenergy.com,2,1,1,2,12,8,0,0
/global/archives/9908,google,2,2,2,1,28,12,0,0
/global/archives/9910,copilot.microsoft.com,2,1,1,2,23,8,0,0
/global/archives/category/corporate/sk-earthon,bing,2,1,1,2,11,8,0,0
/global/archives/category/corporate/sk-rading-international,sktradinginternational.com,2,2,2,1,6.5,9,0,0
