# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240708
# 종료일: 20240714
페이지 경로 및 화면 클래스,기기 카테고리,조회수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/archives/1058,desktop,9,3,3,78.33333333333333,35,0,0
/global/archives/12306,desktop,9,7,1.2857142857142858,25,38,0,0
/global/archives/13595,desktop,9,8,1.125,24.125,37,0,0
/global/archives/14800,desktop,9,9,1,83.66666666666667,43,0,0
/global/archives/16060,desktop,9,8,1.125,107.5,40,0,0
/global/archives/17216,mobile,9,9,1,48.111111111111114,41,0,0
/global/archives/17569,desktop,9,5,1.8,17,41,0,0
/global/archives/17623,desktop,9,7,1.2857142857142858,42.285714285714285,39,0,0
/global/archives/17844,desktop,9,5,1.8,12.2,42,0,0
/global/archives/18107,desktop,9,8,1.125,97.125,42,0,0
/global/archives/18436,mobile,9,8,1.125,30.625,35,0,0
/global/archives/9668,desktop,9,5,1.8,17,42,0,0
/global/archives/category/corporates/sk-earthon,desktop,9,4,2.25,88.75,37,0,0
/global/terms-and-conditions,desktop,9,6,1.5,13.5,35,0,0
/global/archives/12274/skee,desktop,8,8,1,9.875,44,0,0
/global/archives/14065,desktop,8,6,1.3333333333333333,29.5,28,0,0
/global/archives/15007,desktop,8,6,1.3333333333333333,34.833333333333336,36,0,0
/global/archives/16448,desktop,8,6,1.3333333333333333,23.333333333333332,32,0,0
/global/archives/17737,desktop,8,7,1.1428571428571428,25,41,0,0
/global/archives/17817,desktop,8,5,1.6,46,32,0,0
/global/archives/17817,mobile,8,4,2,0,25,0,0
/global/archives/2293,mobile,8,6,1.3333333333333333,6.666666666666667,35,0,0
/global/archives/9709,desktop,8,6,1.3333333333333333,30.666666666666668,36,0,0
/global/archives/category/corporates/sk-energy,mobile,8,2,4,149,30,0,0
/global/archives/category/corporates/sk-enmove,desktop,8,4,2,63.5,32,0,0
/global/archives/category/corporates/sk-geo-centric,desktop,8,7,1.1428571428571428,18.428571428571427,31,0,0
/global/archives/category/corporates/sk-ie-technology,desktop,8,6,1.3333333333333333,20,32,0,0
/global/archives/tag/rhee-jang-weon,desktop,8,7,1.1428571428571428,10,38,0,0
/global/archives/16060,mobile,7,5,1.4,7.6,22,0,0
/global/archives/18140,desktop,7,7,1,27.714285714285715,31,0,0
/global/archives/18283,mobile,7,6,1.1666666666666667,1.5,27,0,0
/global/archives/18332,desktop,7,6,1.1666666666666667,250.33333333333334,25,0,0
/global/archives/category/corporate/sk-energy,desktop,7,7,1,20.428571428571427,32,0,0
/global/archives/category/corporate/sk-on,desktop,7,3,2.3333333333333335,29,25,0,0
/global/archives/category/insight/trend_report,desktop,7,6,1.1666666666666667,18.333333333333332,28,0,0
/global/privacy-policy,desktop,7,3,2.3333333333333335,46.666666666666664,26,0,0
/global/archives/10774,mobile,6,3,2,265,24,0,0
/global/archives/11596,desktop,6,5,1.2,49,24,0,0
/global/archives/12008,desktop,6,5,1.2,22.6,29,0,0
/global/archives/12220,desktop,6,6,1,15.5,28,0,0
/global/archives/14493,desktop,6,5,1.2,11.2,24,0,0
/global/archives/14766,desktop,6,5,1.2,18,24,0,0
/global/archives/15259,desktop,6,5,1.2,5.2,22,0,0
/global/archives/15687,mobile,6,6,1,23.5,28,0,0
/global/archives/16970,desktop,6,5,1.2,145.4,25,0,0
/global/archives/17514,desktop,6,4,1.5,144.75,25,0,0
/global/archives/17623,mobile,6,6,1,13.666666666666666,26,0,0
/global/archives/311,desktop,6,3,2,41.333333333333336,29,0,0
/global/archives/3962,desktop,6,5,1.2,42,26,0,0
/global/archives/7292,mobile,6,6,1,1.3333333333333333,23,0,0
/global/archives/10939,desktop,5,4,1.25,21.25,20,0,0
/global/archives/11537,mobile,5,2,2.5,180.5,22,0,0
/global/archives/11853,desktop,5,5,1,11.6,21,0,0
/global/archives/12603,desktop,5,4,1.25,8.25,21,0,0
/global/archives/13130,desktop,5,4,1.25,21.5,21,0,0
/global/archives/13804,desktop,5,5,1,55.8,25,0,0
/global/archives/14766,mobile,5,5,1,6,20,0,0
/global/archives/15840,desktop,5,5,1,37,25,0,0
/global/archives/16532,desktop,5,5,1,17.4,20,0,0
/global/archives/16624,mobile,5,4,1.25,17.25,25,0,0
/global/archives/17010,desktop,5,4,1.25,27,17,0,0
/global/archives/17446,desktop,5,5,1,4.2,21,0,0
/global/archives/17476,mobile,5,5,1,43.4,22,0,0
/global/archives/17965,desktop,5,5,1,57,24,0,0
/global/archives/17978,desktop,5,3,1.6666666666666667,35,19,0,0
/global/archives/18022,desktop,5,5,1,22.8,27,0,0
/global/archives/3709,desktop,5,5,1,30.4,27,0,0
/global/archives/4482,desktop,5,3,1.6666666666666667,30,24,0,0
/global/archives/5892,desktop,5,5,1,26.4,25,0,0
/global/archives/7761,desktop,5,3,1.6666666666666667,37.666666666666664,17,0,0
/global/archives/8327,desktop,5,5,1,40.6,21,0,0
/global/archives/category/corporate/sk-enmove,desktop,5,4,1.25,19.5,24,0,0
/global/archives/category/press-room/issue-fact,desktop,5,5,1,4.8,19,0,0
/global/archives/tag/all-solid-state-battery,desktop,5,1,5,47,21,0,0
/global/archives/tag/sk-global-forum,desktop,5,3,1.6666666666666667,10,21,0,0
/global/archives/10654,desktop,4,4,1,246,19,0,0
/global/archives/11037,desktop,4,4,1,47.25,18,0,0
/global/archives/11161,desktop,4,2,2,116.5,20,0,0
/global/archives/11527,desktop,4,4,1,12.75,20,0,0
/global/archives/12036,mobile,4,2,2,123.5,16,0,0
/global/archives/13327,desktop,4,3,1.3333333333333333,70.66666666666667,18,0,0
/global/archives/13748,desktop,4,4,1,16.25,16,0,0
/global/archives/14226,desktop,4,4,1,26.75,18,0,0
/global/archives/14309,desktop,4,3,1.3333333333333333,18,14,0,0
/global/archives/14333,desktop,4,3,1.3333333333333333,16.666666666666668,17,0,0
/global/archives/14770,desktop,4,4,1,28.25,19,0,0
/global/archives/15490,mobile,4,2,2,29.5,16,0,0
/global/archives/15592,desktop,4,4,1,4.5,18,0,0
/global/archives/15937,desktop,4,4,1,0.5,17,0,0
/global/archives/16131,mobile,4,1,4,4,12,0,0
/global/archives/16286,desktop,4,4,1,25.75,17,0,0
/global/archives/16480,desktop,4,3,1.3333333333333333,15,17,0,0
/global/archives/16493,desktop,4,3,1.3333333333333333,35.666666666666664,17,0,0
/global/archives/16532,mobile,4,4,1,7.75,17,0,0
/global/archives/17022,desktop,4,4,1,79.75,20,0,0
/global/archives/17169,mobile,4,4,1,35,17,0,0
/global/archives/17313,desktop,4,4,1,29.25,15,0,0
/global/archives/17499,mobile,4,4,1,182.5,21,0,0
/global/archives/17569,mobile,4,2,2,62,16,0,0
/global/archives/17796,desktop,4,3,1.3333333333333333,72.66666666666667,16,0,0
/global/archives/18374,mobile,4,3,1.3333333333333333,16,14,0,0
/global/archives/18421,mobile,4,4,1,1.75,11,0,0
/global/archives/4612,desktop,4,4,1,74.5,18,0,0
/global/archives/6253,mobile,4,1,4,48,14,0,0
/global/archives/653,desktop,4,4,1,75.5,19,0,0
/global/archives/7245,desktop,4,4,1,0.75,13,0,0
/global/archives/7292,desktop,4,2,2,120,18,0,0
/global/archives/7710,desktop,4,3,1.3333333333333333,24,19,0,0
/global/archives/8230,desktop,4,1,4,63,15,0,0
/global/archives/category/corporate/sk-energy,mobile,4,2,2,32.5,15,0,0
/global/archives/category/corporate/sk-incheon-petrochem,desktop,4,3,1.3333333333333333,25,19,0,0
/global/archives/category/corporates,mobile,4,3,1.3333333333333333,2,13,0,0
/global/archives/category/corporates/sk-innovation,mobile,4,3,1.3333333333333333,22.333333333333332,12,0,0
/global/archives/category/insight,mobile,4,4,1,34.25,12,0,0
/global/archives/category/press-room/financial-results,mobile,4,3,1.3333333333333333,5,13,0,0
/global/archives/tag/2023-sk-global-forum,desktop,4,3,1.3333333333333333,4,17,0,0
/global/archives/tag/2023-sk-global-forum,mobile,4,3,1.3333333333333333,7,17,0,0
/global/archives/tag/bmic,desktop,4,1,4,100,17,0,0
/global/archives/tag/chinaplas,desktop,4,1,4,33,16,0,0
/global/archives/tag/ecopro-bm,desktop,4,3,1.3333333333333333,6,20,0,0
/global/archives/tag/georgia,desktop,4,2,2,12,16,0,0
/global/archives/10133,desktop,3,2,1.5,7.5,13,0,0
/global/archives/10913,desktop,3,3,1,17,11,0,0
/global/archives/10985,desktop,3,3,1,51.333333333333336,11,0,0
/global/archives/11537,desktop,3,2,1.5,94,10,0,0
/global/archives/12072,desktop,3,2,1.5,52,15,0,0
/global/archives/12878,desktop,3,3,1,313.6666666666667,11,0,0
/global/archives/13595,mobile,3,1,3,86,11,0,0
/global/archives/13795,desktop,3,3,1,22.666666666666668,12,0,0
/global/archives/13981,desktop,3,3,1,5.666666666666667,15,0,0
/global/archives/14193,desktop,3,2,1.5,170.5,13,0,0
/global/archives/14634,mobile,3,2,1.5,63.5,12,0,0
/global/archives/14740,desktop,3,2,1.5,46.5,16,0,0
/global/archives/15067,desktop,3,2,1.5,4,13,0,0
/global/archives/15204,desktop,3,3,1,13.666666666666666,13,0,0
/global/archives/15353,desktop,3,2,1.5,241.5,10,0,0
/global/archives/15430,desktop,3,3,1,11.666666666666666,16,0,0
/global/archives/15623,desktop,3,2,1.5,11,12,0,0
/global/archives/15638,desktop,3,3,1,24,11,0,0
/global/archives/15689,desktop,3,2,1.5,63.5,14,0,0
/global/archives/16334,desktop,3,3,1,27.333333333333332,13,0,0
/global/archives/16376,desktop,3,3,1,27,15,0,0
/global/archives/16376,mobile,3,2,1.5,12,13,0,0
/global/archives/16448,mobile,3,2,1.5,124,14,0,0
/global/archives/16613,mobile,3,1,3,88,10,0,0
/global/archives/16624,desktop,3,3,1,78.66666666666667,14,0,0
/global/archives/17047,desktop,3,2,1.5,55,11,0,0
/global/archives/17047,mobile,3,1,3,4,6,0,0
/global/archives/17990,mobile,3,3,1,62,12,0,0
/global/archives/18332,mobile,3,3,1,83,11,0,0
/global/archives/253,desktop,3,3,1,7.333333333333333,19,0,0
/global/archives/4844,desktop,3,3,1,12.333333333333334,12,0,0
/global/archives/6216,mobile,3,2,1.5,30,14,0,0
/global/archives/6253,desktop,3,3,1,28.666666666666668,15,0,0
/global/archives/6504,desktop,3,1,3,18,11,0,0
/global/archives/6834,desktop,3,3,1,29.666666666666668,18,0,0
/global/archives/7168,desktop,3,3,1,45.333333333333336,13,0,0
/global/archives/7961,desktop,3,3,1,230.66666666666666,14,0,0
/global/archives/category/corporates/sk-incheon-petrochem,desktop,3,3,1,11.666666666666666,14,0,0
/global/archives/category/people/sustainability,desktop,3,2,1.5,9.5,10,0,0
/global/archives/tag/1-4-butanediol,desktop,3,1,3,14,13,0,0
/global/archives/tag/energy-super-station,desktop,3,3,1,13.666666666666666,16,0,0
/global/archives/tag/financial-results,desktop,3,2,1.5,4.5,13,0,0
/global/archives/tag/germany,desktop,3,2,1.5,28,15,0,0
/global/archives/tag/hr-manager,desktop,3,1,3,26,14,0,0
/global/archives/tag/lithium-ion-battery,desktop,3,2,1.5,84,15,0,0
/global/archives/tag/pouch-type-battery,desktop,3,3,1,6.333333333333333,16,0,0
/global/archives/tag/san-jose,desktop,3,2,1.5,14.5,14,0,0
/global/archives/tag/sk-battery-america,mobile,3,1,3,23,11,0,0
/global/archives/tag/sk-global-forum,mobile,3,3,1,5.333333333333333,12,0,0
/global/archives/tag/sk-hi-tech-battery-materials-poland,desktop,3,2,1.5,3.5,13,0,0
/global/archives/tag/sko,desktop,3,3,1,4,15,0,0
/global/archives/tag/sk综合化学,desktop,3,2,1.5,19.5,14,0,0
/global/terms-and-conditions,mobile,3,1,3,16,10,0,0
/global/404,desktop,2,1,2,4,8,0,0
/global/404,mobile,2,1,2,7,9,0,0
/global/archives/10328,mobile,2,1,2,117,8,0,0
/global/archives/10511,desktop,2,2,1,33.5,7,0,0
/global/archives/10654,mobile,2,1,2,0,7,0,0
/global/archives/10767,desktop,2,2,1,57,10,0,0
/global/archives/10835,desktop,2,2,1,9.5,7,0,0
/global/archives/10897,desktop,2,2,1,36,8,0,0
/global/archives/10985,mobile,2,2,1,0,8,0,0
/global/archives/11004,desktop,2,2,1,46.5,10,0,0
/global/archives/11037,mobile,2,1,2,137,8,0,0
/global/archives/11087,mobile,2,2,1,24.5,7,0,0
/global/archives/11147,desktop,2,2,1,6,10,0,0
/global/archives/11237,desktop,2,1,2,22,8,0,0
/global/archives/11415,desktop,2,2,1,11.5,12,0,0
/global/archives/11596,mobile,2,1,2,205,8,0,0
/global/archives/11807,desktop,2,2,1,4,9,0,0
/global/archives/11853,mobile,2,2,1,22,9,0,0
/global/archives/11916,desktop,2,2,1,10,7,0,0
/global/archives/12008,mobile,2,2,1,3.5,8,0,0
/global/archives/12022,mobile,2,2,1,84.5,12,0,0
/global/archives/12147,desktop,2,2,1,21,10,0,0
/global/archives/12269,desktop,2,1,2,27,8,0,0
/global/archives/12306,mobile,2,2,1,7,9,0,0
/global/archives/12373,desktop,2,2,1,35.5,7,0,0
/global/archives/12475,desktop,2,1,2,188,7,0,0
/global/archives/1257,desktop,2,2,1,43.5,9,0,0
/global/archives/12667,desktop,2,2,1,172.5,11,0,0
/global/archives/13374,mobile,2,2,1,0,8,0,0
/global/archives/13513,desktop,2,2,1,64.5,8,0,0
/global/archives/13669,desktop,2,2,1,15,7,0,0
/global/archives/13850,mobile,2,1,2,79,8,0,0
/global/archives/13932,desktop,2,2,1,73.5,9,0,0
/global/archives/14030,desktop,2,2,1,45,9,0,0
/global/archives/14078,desktop,2,2,1,36,8,0,0
/global/archives/14179,desktop,2,2,1,10,7,0,0
/global/archives/14219,desktop,2,2,1,38.5,11,0,0
/global/archives/14243,mobile,2,2,1,240.5,9,0,0
/global/archives/14415,desktop,2,2,1,26.5,9,0,0
/global/archives/14541,desktop,2,1,2,332,7,0,0
/global/archives/14565,desktop,2,2,1,11.5,6,0,0
/global/archives/14628,desktop,2,2,1,27,10,0,0
/global/archives/14755,mobile,2,1,2,37,6,0,0
/global/archives/14755를,desktop,2,2,1,2.5,10,0,0
/global/archives/14800,mobile,2,2,1,75,7,0,0
/global/archives/15103,mobile,2,1,2,1,8,0,0
/global/archives/15153,desktop,2,2,1,0,7,0,0
/global/archives/15353,mobile,2,1,2,62,9,0,0
/global/archives/15623,mobile,2,2,1,0,6,0,0
/global/archives/15760,desktop,2,2,1,10.5,8,0,0
/global/archives/15865,desktop,2,1,2,103,6,0,0
/global/archives/16154,mobile,2,1,2,162,8,0,0
/global/archives/16463,mobile,2,3,0.6666666666666666,16.666666666666668,11,0,0
/global/archives/16480,mobile,2,2,1,71,9,0,0
/global/archives/16613,desktop,2,2,1,5,7,0,0
/global/archives/16881,desktop,2,2,1,6,9,0,0
/global/archives/16881,mobile,2,2,1,37,8,0,0
/global/archives/16904,desktop,2,1,2,59,8,0,0
/global/archives/16952,desktop,2,2,1,8.5,9,0,0
/global/archives/17144,desktop,2,2,1,7,6,0,0
/global/archives/17144,mobile,2,2,1,2,7,0,0
/global/archives/17292,desktop,2,2,1,12.5,7,0,0
/global/archives/17356,mobile,2,1,2,0,5,0,0
/global/archives/17386,desktop,2,2,1,7,9,0,0
/global/archives/17595,mobile,2,2,1,0,10,0,0
/global/archives/17737,mobile,2,2,1,42,8,0,0
/global/archives/17796,mobile,2,2,1,0,5,0,0
/global/archives/17844,mobile,2,1,2,0,7,0,0
/global/archives/17863,desktop,2,2,1,18,8,0,0
/global/archives/17863,mobile,2,2,1,281,7,0,0
/global/archives/17893,desktop,2,2,1,3.5,10,0,0
/global/archives/17989,mobile,2,2,1,1,8,0,0
/global/archives/18167,desktop,2,2,1,1.5,8,0,0
/global/archives/18301,desktop,2,2,1,16.5,9,0,0
/global/archives/2329,desktop,2,2,1,31,10,0,0
/global/archives/253,mobile,2,1,2,0,7,0,0
/global/archives/2576,mobile,2,1,2,170,9,0,0
/global/archives/3674,desktop,2,2,1,15,10,0,0
/global/archives/3709,mobile,2,1,2,47,9,0,0
/global/archives/3820,mobile,2,2,1,20.5,9,0,0
/global/archives/3962,mobile,2,2,1,2,9,0,0
/global/archives/4751,desktop,2,2,1,13,10,0,0
/global/archives/489,mobile,2,2,1,109.5,10,0,0
/global/archives/497,desktop,2,2,1,15.5,10,0,0
/global/archives/507,desktop,2,1,2,8,10,0,0
/global/archives/5339,desktop,2,2,1,173.5,10,0,0
/global/archives/6313,desktop,2,2,1,6,8,0,0
/global/archives/6658,desktop,2,1,2,0,8,0,0
/global/archives/6710,desktop,2,2,1,12,8,0,0
/global/archives/6870,desktop,2,1,2,23,8,0,0
/global/archives/733,mobile,2,2,1,14,8,0,0
/global/archives/7445,desktop,2,2,1,2.5,9,0,0
/global/archives/7476,desktop,2,1,2,55,7,0,0
/global/archives/7740,desktop,2,1,2,153,8,0,0
/global/archives/7775,mobile,2,2,1,58,8,0,0
/global/archives/7794,desktop,2,1,2,601,8,0,0
/global/archives/7906,desktop,2,2,1,33.5,11,0,0
/global/archives/7991,mobile,2,1,2,198,8,0,0
/global/archives/8310,desktop,2,2,1,12.5,8,0,0
/global/archives/8400,desktop,2,2,1,8.5,9,0,0
/global/archives/8899,desktop,2,2,1,47.5,11,0,0
/global/archives/9509,desktop,2,2,1,8.5,10,0,0
/global/archives/9548,desktop,2,1,2,2,8,0,0
/global/archives/9616,desktop,2,2,1,0,10,0,0
/global/archives/9668,mobile,2,2,1,5,8,0,0
/global/archives/9695,desktop,2,1,2,278,9,0,0
/global/archives/9740,desktop,2,2,1,8,8,0,0
/global/archives/9951,mobile,2,1,2,78,8,0,0
/global/archives/9978,desktop,2,1,2,51,7,0,0
/global/archives/category/ces/ces-2023,desktop,2,2,1,2,8,0,0
/global/archives/category/corporates/sk-earthon,mobile,2,1,2,10,8,0,0
/global/archives/category/corporates/sk-enterm,mobile,2,1,2,0,6,0,0
/global/archives/category/corporates/sk-geo-centric,mobile,2,1,2,7,5,0,0
/global/archives/category/corporates/sk-ie-technology,mobile,2,2,1,11,7,0,0
/global/archives/category/insight/expert-voice,desktop,2,2,1,0,7,0,0
/global/archives/category/people/ceo-leaders,desktop,2,2,1,7.5,9,0,0
/global/archives/category/people/onsite-report,desktop,2,2,1,5.5,8,0,0
/global/archives/tag/battery-monitoring-integrated-circuit,desktop,2,1,2,47,8,0,0
/global/archives/tag/biofuel,desktop,2,1,2,320,6,0,0
/global/archives/tag/board-of-directors,desktop,2,1,2,9,9,0,0
/global/archives/tag/europe,desktop,2,2,1,8.5,10,0,0
/global/archives/tag/ev-battery,desktop,2,1,2,28,9,0,0
/global/archives/tag/green-bonds,desktop,2,1,2,21,9,0,0
/global/archives/tag/ivancsa,desktop,2,2,1,11.5,10,0,0
/global/archives/tag/mdi,desktop,2,1,2,6,8,0,0
/global/archives/tag/ncm9,desktop,2,2,1,9.5,10,0,0
/global/archives/tag/northvolt,mobile,2,1,2,14,9,0,0
/global/archives/tag/orevac,desktop,2,1,2,121,9,0,0
/global/archives/tag/san-jose,mobile,2,1,2,30,7,0,0
/global/archives/tag/shanghai,desktop,2,2,1,3.5,10,0,0
/global/archives/tag/singapore,desktop,2,1,2,18,9,0,0
/global/archives/tag/skba,desktop,2,1,2,23,7,0,0
/global/archives/tag/skba,mobile,2,2,1,5,9,0,0
/global/archives/tag/skbmp,desktop,2,2,1,36.5,10,0,0
/global/archives/tag/skea,desktop,2,2,1,14.5,11,0,0
/global/archives/tag/skei-singapore,desktop,2,2,1,3.5,8,0,0
/global/archives/tag/skipc,desktop,2,2,1,12.5,10,0,0
/global/archives/tag/solid-power,desktop,2,2,1,31,11,0,0
/global/archives/tag/tesla,mobile,2,1,2,11,8,0,0
/global/archives/tag/vwbe,desktop,2,2,1,8.5,9,0,0
/global/archives/tag/vwbe,mobile,2,2,1,7.5,11,0,0
/global/archives/tag/中国,desktop,2,2,1,21.5,10,0,0
/global/who-we-are,desktop,2,2,1,4.5,8,0,0
/global/archives/,desktop,1,1,1,4,6,0,0
/global/archives/10159,desktop,1,1,1,21,5,0,0
/global/archives/10264,mobile,1,1,1,49,6,0,0
/global/archives/10310,desktop,1,1,1,42,4,0,0
/global/archives/1043,mobile,1,1,1,15,5,0,0
/global/archives/10460,desktop,1,1,1,33,5,0,0
/global/archives/10535,desktop,1,1,1,8,5,0,0
/global/archives/10535,mobile,1,1,1,33,5,0,0
/global/archives/10610,mobile,1,1,1,8,5,0,0
/global/archives/10697,mobile,1,1,1,5,5,0,0
/global/archives/10802,desktop,1,1,1,56,5,0,0
/global/archives/10872,desktop,1,1,1,39,3,0,0
/global/archives/10872,mobile,1,1,1,183,6,0,0
/global/archives/10939,mobile,1,1,1,219,4,0,0
/global/archives/10977,desktop,1,1,1,0,5,0,0
/global/archives/11010,desktop,1,1,1,13,6,0,0
/global/archives/11058,desktop,1,1,1,3,5,0,0
/global/archives/11180,desktop,1,1,1,158,5,0,0
/global/archives/11189,mobile,1,1,1,39,4,0,0
/global/archives/11400,desktop,1,1,1,0,4,0,0
/global/archives/11400,mobile,1,1,1,308,5,0,0
/global/archives/11475,desktop,1,1,1,10,6,0,0
/global/archives/11512,desktop,1,1,1,3,4,0,0
/global/archives/1175,desktop,1,1,1,0,2,0,0
/global/archives/11807,mobile,1,1,1,192,5,0,0
/global/archives/11830,desktop,1,1,1,37,4,0,0
/global/archives/11937,desktop,1,1,1,30,4,0,0
/global/archives/11992,desktop,1,1,1,6,5,0,0
/global/archives/12036,desktop,1,1,1,10,5,0,0
/global/archives/12072,mobile,1,1,1,0,4,0,0
/global/archives/12091,mobile,1,1,1,40,5,0,0
/global/archives/12147,mobile,1,1,1,0,4,0,0
/global/archives/12190,desktop,1,1,1,122,4,0,0
/global/archives/12190,mobile,1,1,1,18,5,0,0
/global/archives/12269,mobile,1,1,1,40,5,0,0
/global/archives/12389,desktop,1,1,1,1,5,0,0
/global/archives/12389,mobile,1,1,1,0,4,0,0
/global/archives/12471,desktop,1,1,1,5,4,0,0
/global/archives/12603,mobile,1,1,1,51,4,0,0
/global/archives/12688,desktop,1,1,1,0,4,0,0
/global/archives/12692,desktop,1,1,1,102,7,0,0
