# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240708
# 종료일: 20240714
페이지 경로 및 화면 클래스,국가,조회수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/archives/category/insight/trend_report,South Korea,11,3,3.6666666666666665,36.666666666666664,39,0,0
/global/archives/category/press-room/financial-results,South Korea,11,4,2.75,23.75,44,0,0
/global/archives/category/press-room/financial-results,United Kingdom,11,6,1.8333333333333333,15,46,0,0
/global/archives/category/press-room/press-release,Japan,11,4,2.75,35.5,41,0,0
/global/archives/15374,South Korea,10,8,1.25,67.75,46,0,0
/global/archives/17426,Singapore,10,4,2.5,92.25,37,0,0
/global/archives/17514,Taiwan,10,1,10,659,45,0,0
/global/archives/17623,South Korea,10,8,1.25,37.625,44,0,0
/global/archives/17737,South Korea,10,9,1.1111111111111112,28.77777777777778,49,0,0
/global/archives/18065,United States,10,10,1,7.5,39,0,0
/global/archives/6824,China,10,4,2.5,130.75,41,0,0
/global/archives/category/press-room/financial-results,United States,10,7,1.4285714285714286,24.714285714285715,42,0,0
/global/latestnews,United States,10,7,1.4285714285714286,27.571428571428573,38,0,0
/global/,Singapore,9,6,1.5,20,37,0,0
/global/archives/17169,United States,9,7,1.2857142857142858,64.85714285714286,42,0,0
/global/archives/18065,South Korea,9,5,1.8,20,33,0,0
/global/archives/18445,India,9,9,1,11.88888888888889,36,0,0
/global/archives/18445,United Kingdom,9,11,0.8181818181818182,4.454545454545454,35,0,0
/global/archives/2293,Poland,9,7,1.2857142857142858,5.857142857142857,39,0,0
/global/archives/category/corporates,China,9,6,1.5,20.833333333333332,28,0,0
/global/archives/category/corporates/sk-enterm,South Korea,9,6,1.5,5.666666666666667,38,0,0
/global/archives/category/press-room,United States,9,7,1.2857142857142858,19,36,0,0
/global/archives/category/press-room/press-release,South Korea,9,6,1.5,11.166666666666666,35,0,0
/global/,Germany,8,10,0.8,12.5,40,0,0
/global/archives/12274/skee,South Korea,8,8,1,9.875,44,0,0
/global/archives/14755,South Korea,8,5,1.6,14.6,35,0,0
/global/archives/14800,United States,8,8,1,90.125,39,0,0
/global/archives/15664,United States,8,7,1.1428571428571428,27,34,0,0
/global/archives/17216,United States,8,8,1,7,36,0,0
/global/archives/17426,India,8,3,2.6666666666666665,399,33,0,0
/global/archives/18065,Singapore,8,7,1.1428571428571428,76.71428571428571,32,0,0
/global/archives/18283,South Korea,8,4,2,2,28,0,0
/global/archives/18283,United States,8,7,1.1428571428571428,53.42857142857143,32,0,0
/global/archives/18388,Germany,8,7,1.1428571428571428,44,31,0,0
/global/archives/18421,China,8,4,2,49.75,28,0,0
/global/archives/18478,Japan,8,3,2.6666666666666665,86.33333333333333,31,0,0
/global/archives/category/corporates/sk-earthon,Malaysia,8,3,2.6666666666666665,108,32,0,0
/global/archives/category/corporates/sk-on,Germany,8,5,1.6,16.4,33,0,0
/global/archives/category/press-room/financial-results,Hong Kong,8,3,2.6666666666666665,39.666666666666664,33,0,0
/global/terms-and-conditions,United States,8,4,2,18.25,30,0,0
/global/,Taiwan,7,4,1.75,17,28,0,0
/global/archives/13780,Japan,7,5,1.4,10.4,32,0,0
/global/archives/16624,South Korea,7,6,1.1666666666666667,46.666666666666664,33,0,0
/global/archives/17426,China,7,3,2.3333333333333335,12,30,0,0
/global/archives/17426,South Korea,7,5,1.4,13.2,31,0,0
/global/archives/17595,Germany,7,2,3.5,46,28,0,0
/global/archives/17817,India,7,3,2.3333333333333335,0,22,0,0
/global/archives/18065,India,7,3,2.3333333333333335,22.666666666666668,29,0,0
/global/archives/18065,Japan,7,3,2.3333333333333335,152,28,0,0
/global/archives/18361,United States,7,6,1.1666666666666667,23.666666666666668,28,0,0
/global/archives/18388,France,7,6,1.1666666666666667,1.8333333333333333,27,0,0
/global/archives/18388,United Kingdom,7,5,1.4,238.4,28,0,0
/global/archives/18421,India,7,6,1.1666666666666667,16.166666666666668,28,0,0
/global/archives/18436,Singapore,7,5,1.4,5.4,28,0,0
/global/archives/18478,United Kingdom,7,7,1,9,27,0,0
/global/archives/9668,South Korea,7,3,2.3333333333333335,25.666666666666668,34,0,0
/global/archives/category/corporates,South Korea,7,4,1.75,254,28,0,0
/global/archives/category/corporates/sk-energy,Taiwan,7,1,7,260,27,0,0
/global/archives/category/corporates/sk-enmove,United States,7,3,2.3333333333333335,77,28,0,0
/global/archives/category/corporates/sk-innovation,Japan,7,3,2.3333333333333335,22.666666666666668,27,0,0
/global/archives/category/press-room/financial-results,Japan,7,3,2.3333333333333335,29.666666666666668,28,0,0
/global/archives/tag/sk-global-forum,United States,7,5,1.4,8.8,28,0,0
/global/latestnews,India,7,6,1.1666666666666667,22.333333333333332,25,0,0
/global/archives/13595,United States,6,3,2,50,24,0,0
/global/archives/13780,Hong Kong,6,4,1.5,46.5,21,0,0
/global/archives/15374,United States,6,6,1,13.166666666666666,23,0,0
/global/archives/15664,China,6,1,6,163,21,0,0
/global/archives/16060,Japan,6,3,2,266.6666666666667,22,0,0
/global/archives/16463,United States,6,6,1,33.5,29,0,0
/global/archives/16939,South Korea,6,4,1.5,2.5,27,0,0
/global/archives/17426,United States,6,5,1.2,6.6,25,0,0
/global/archives/17514,South Korea,6,3,2,271,25,0,0
/global/archives/17569,South Korea,6,3,2,17.333333333333332,27,0,0
/global/archives/17950,South Korea,6,5,1.2,57,23,0,0
/global/archives/18283,China,6,3,2,262.6666666666667,24,0,0
/global/archives/18283,Germany,6,6,1,21.333333333333332,27,0,0
/global/archives/18361,South Korea,6,4,1.5,22.5,22,0,0
/global/archives/18421,United States,6,5,1.2,59.8,20,0,0
/global/archives/18478,Germany,6,4,1.5,18.75,26,0,0
/global/archives/18478,Singapore,6,5,1.2,2.2,23,0,0
/global/archives/6216,South Korea,6,5,1.2,14.6,35,0,0
/global/archives/6216,United States,6,6,1,30,32,0,0
/global/archives/6253,India,6,3,2,44.666666666666664,25,0,0
/global/archives/category/corporates,India,6,3,2,147.33333333333334,24,0,0
/global/archives/category/corporates,Malaysia,6,2,3,17.5,23,0,0
/global/archives/category/corporates/sk-innovation,Germany,6,4,1.5,30.25,23,0,0
/global/archives/category/insight,United States,6,6,1,14,21,0,0
/global/archives/category/people,United States,6,6,1,4.166666666666667,18,0,0
/global/archives/category/press-room,China,6,5,1.2,6.6,19,0,0
/global/archives/category/press-room,Germany,6,1,6,80,22,0,0
/global/archives/category/press-room/financial-results,Malaysia,6,1,6,129,24,0,0
/global/archives/category/press-room/financial-results,United Arab Emirates,6,1,6,32,24,0,0
/global/archives/category/press-room/press-release,Saudi Arabia,6,1,6,92,23,0,0
/global/privacy-policy,South Korea,6,2,3,70,24,0,0
/global/,Sri Lanka,5,1,5,20,18,0,0
/global/archives/1058,Belgium,5,2,2.5,74,21,0,0
/global/archives/14491,Japan,5,2,2.5,80.5,18,0,0
/global/archives/14491,United States,5,4,1.25,44.5,22,0,0
/global/archives/15353,Singapore,5,3,1.6666666666666667,28.666666666666668,21,0,0
/global/archives/15490,South Korea,5,5,1,31,26,0,0
/global/archives/15490,United States,5,5,1,51.4,26,0,0
/global/archives/15687,India,5,4,1.25,191.25,20,0,0
/global/archives/17356,United States,5,3,1.6666666666666667,50,24,0,0
/global/archives/17844,United Kingdom,5,1,5,41,20,0,0
/global/archives/18107,United States,5,5,1,200,25,0,0
/global/archives/18361,Netherlands,5,7,0.7142857142857143,0.42857142857142855,17,0,0
/global/archives/18436,United Kingdom,5,5,1,6,21,0,0
/global/archives/category/corporate/sk-on,Taiwan,5,1,5,59,18,0,0
/global/archives/category/corporates,Netherlands,5,6,0.8333333333333334,7.333333333333333,12,0,0
/global/archives/category/corporates/sk-on,Singapore,5,2,2.5,22,21,0,0
/global/archives/category/insight,China,5,3,1.6666666666666667,7.666666666666667,17,0,0
/global/archives/category/insight,Netherlands,5,6,0.8333333333333334,11.166666666666666,16,0,0
/global/archives/category/people,India,5,3,1.6666666666666667,11.666666666666666,16,0,0
/global/archives/category/press-room/financial-results,Canada,5,3,1.6666666666666667,107.66666666666667,21,0,0
/global/archives/tag/all-solid-state-battery,Sweden,5,1,5,47,21,0,0
/global/,Hong Kong,4,4,1,6.75,16,0,0
/global/,Hungary,4,3,1.3333333333333333,16.666666666666668,20,0,0
/global/404,South Korea,4,2,2,5.5,17,0,0
/global/archives/1058,Germany,4,1,4,87,14,0,0
/global/archives/10774,South Korea,4,3,1.3333333333333333,21.666666666666668,13,0,0
/global/archives/11087,India,4,4,1,17,19,0,0
/global/archives/11087,United States,4,4,1,33,20,0,0
/global/archives/12306,South Korea,4,3,1.3333333333333333,56.666666666666664,22,0,0
/global/archives/13521,South Korea,4,4,1,8.25,20,0,0
/global/archives/14491,Singapore,4,4,1,48.5,21,0,0
/global/archives/14634,United States,4,4,1,41.75,18,0,0
/global/archives/14755,United States,4,3,1.3333333333333333,41.666666666666664,15,0,0
/global/archives/14766,South Korea,4,3,1.3333333333333333,23,19,0,0
/global/archives/14766,United States,4,4,1,7.5,16,0,0
/global/archives/15462,Germany,4,2,2,0.5,14,0,0
/global/archives/15664,United Kingdom,4,3,1.3333333333333333,13.333333333333334,19,0,0
/global/archives/15687,Pakistan,4,3,1.3333333333333333,27.333333333333332,18,0,0
/global/archives/16448,South Korea,4,2,2,20,14,0,0
/global/archives/16463,Hong Kong,4,2,2,7.5,16,0,0
/global/archives/16939,Japan,4,3,1.3333333333333333,18,20,0,0
/global/archives/17169,South Korea,4,4,1,8.75,19,0,0
/global/archives/17356,India,4,3,1.3333333333333333,17.666666666666668,13,0,0
/global/archives/17978,China,4,2,2,47.5,15,0,0
/global/archives/18065,Malaysia,4,1,4,223,17,0,0
/global/archives/18065,United Arab Emirates,4,1,4,58,17,0,0
/global/archives/18283,Japan,4,3,1.3333333333333333,21.333333333333332,17,0,0
/global/archives/18374,China,4,3,1.3333333333333333,38.333333333333336,15,0,0
/global/archives/18374,Netherlands,4,4,1,0.25,11,0,0
/global/archives/18374,South Korea,4,3,1.3333333333333333,313.3333333333333,13,0,0
/global/archives/18388,Australia,4,4,1,443.5,20,0,0
/global/archives/18388,Canada,4,3,1.3333333333333333,0,17,0,0
/global/archives/18388,India,4,3,1.3333333333333333,12.333333333333334,15,0,0
/global/archives/18388,Netherlands,4,4,1,0.75,6,0,0
/global/archives/18388,Sri Lanka,4,1,4,25,15,0,0
/global/archives/18436,China,4,3,1.3333333333333333,27.666666666666668,12,0,0
/global/archives/7292,United Arab Emirates,4,4,1,0,16,0,0
/global/archives/7710,South Korea,4,3,1.3333333333333333,24,19,0,0
/global/archives/8230,India,4,1,4,63,15,0,0
/global/archives/category/corporates,United States,4,4,1,17.25,14,0,0
/global/archives/category/corporates/sk-energy,China,4,3,1.3333333333333333,5.666666666666667,11,0,0
/global/archives/category/corporates/sk-energy,South Korea,4,2,2,106,16,0,0
/global/archives/category/corporates/sk-innovation,India,4,4,1,2.5,13,0,0
/global/archives/category/corporates/sk-innovation,United Kingdom,4,1,4,28,16,0,0
/global/archives/category/corporates/sk-on,Hungary,4,2,2,24.5,14,0,0
/global/archives/category/insight,South Korea,4,4,1,28.75,13,0,0
/global/archives/category/people,Netherlands,4,4,1,17,11,0,0
/global/archives/category/press-room,India,4,3,1.3333333333333333,17.666666666666668,15,0,0
/global/archives/category/press-room,Singapore,4,1,4,11,16,0,0
/global/archives/category/press-room,South Korea,4,2,2,16.5,15,0,0
/global/archives/category/press-room/financial-results,Belgium,4,1,4,32,16,0,0
/global/archives/category/press-room/financial-results,Vietnam,4,1,4,15,15,0,0
/global/archives/category/press-room/press-release,Singapore,4,3,1.3333333333333333,12,15,0,0
/global/archives/category/press-room/press-release,Switzerland,4,2,2,56,16,0,0
/global/archives/category/press-room/press-release,United Kingdom,4,3,1.3333333333333333,19.333333333333332,17,0,0
/global/archives/tag/2023-sk-global-forum,South Korea,4,3,1.3333333333333333,4,17,0,0
/global/archives/tag/bmic,South Korea,4,1,4,100,17,0,0
/global/archives/tag/chinaplas,China,4,1,4,33,16,0,0
/global/archives/tag/san-jose,United States,4,2,2,26.5,16,0,0
/global/sustainability-report,Philippines,4,3,1.3333333333333333,18,19,0,0
/global/sustainability-report,South Korea,4,4,1,2.25,20,0,0
/global/,Italy,3,1,3,11,11,0,0
/global/archives/10654,South Korea,3,3,1,327.6666666666667,15,0,0
/global/archives/10654,United States,3,2,1.5,0.5,11,0,0
/global/archives/10985,Malaysia,3,3,1,29,12,0,0
/global/archives/11161,Singapore,3,1,3,134,14,0,0
/global/archives/11537,Taiwan,3,1,3,305,14,0,0
/global/archives/12008,Japan,3,2,1.5,3,14,0,0
/global/archives/12022,Netherlands,3,3,1,13.666666666666666,17,0,0
/global/archives/12036,Taiwan,3,1,3,247,12,0,0
/global/archives/12106,Canada,3,1,3,105,12,0,0
/global/archives/12106,United States,3,3,1,0,13,0,0
/global/archives/13130,United States,3,3,1,8.666666666666666,13,0,0
/global/archives/13521,Germany,3,3,1,15.333333333333334,14,0,0
/global/archives/13521,United States,3,2,1.5,50.5,14,0,0
/global/archives/14065,Hong Kong,3,1,3,98,9,0,0
/global/archives/14634,United Kingdom,3,1,3,2,12,0,0
/global/archives/15007,South Korea,3,3,1,21.333333333333332,14,0,0
/global/archives/15007,Türkiye,3,1,3,12,11,0,0
/global/archives/15103,United States,3,2,1.5,5,11,0,0
/global/archives/15374,Taiwan,3,2,1.5,145.5,15,0,0
/global/archives/15490,Hong Kong,3,1,3,44,10,0,0
/global/archives/15490,India,3,1,3,30,11,0,0
/global/archives/15623,China,3,3,1,7.333333333333333,11,0,0
/global/archives/15664,India,3,2,1.5,25,13,0,0
/global/archives/15689,United States,3,2,1.5,63.5,14,0,0
/global/archives/15840,Malaysia,3,3,1,35.333333333333336,16,0,0
/global/archives/16060,China,3,3,1,0,9,0,0
/global/archives/16131,India,3,0,0,0,9,0,0
/global/archives/16376,India,3,2,1.5,28.5,13,0,0
/global/archives/16463,India,3,3,1,5,15,0,0
/global/archives/16613,Sri Lanka,3,1,3,88,10,0,0
/global/archives/16834,Japan,3,2,1.5,176.5,14,0,0
/global/archives/16834,United States,3,3,1,43.666666666666664,10,0,0
/global/archives/16939,Germany,3,2,1.5,2,15,0,0
/global/archives/16970,Japan,3,2,1.5,196.5,11,0,0
/global/archives/17010,South Korea,3,2,1.5,34,12,0,0
/global/archives/17047,United States,3,1,3,4,6,0,0
/global/archives/17216,India,3,3,1,18.666666666666668,13,0,0
/global/archives/17216,Japan,3,3,1,8,16,0,0
/global/archives/17216,South Korea,3,3,1,28.333333333333332,14,0,0
/global/archives/17426,France,3,2,1.5,43,15,0,0
/global/archives/17426,Philippines,3,2,1.5,10,11,0,0
/global/archives/17426,United Kingdom,3,1,3,54,12,0,0
/global/archives/17426,Vietnam,3,1,3,32,13,0,0
/global/archives/17569,Pakistan,3,1,3,89,11,0,0
/global/archives/17595,South Korea,3,3,1,38,15,0,0
/global/archives/17817,United Kingdom,3,1,3,3,11,0,0
/global/archives/17950,Japan,3,1,3,81,12,0,0
/global/archives/17989,Japan,3,2,1.5,21,12,0,0
/global/archives/17989,South Korea,3,3,1,15.666666666666666,11,0,0
/global/archives/17990,Germany,3,2,1.5,46.5,11,0,0
/global/archives/17990,United States,3,3,1,62,12,0,0
/global/archives/18065,Australia,3,2,1.5,3.5,10,0,0
/global/archives/18065,Hong Kong,3,3,1,3.6666666666666665,12,0,0
/global/archives/18107,Japan,3,3,1,8.666666666666666,15,0,0
/global/archives/18140,(not set),3,3,1,0,12,0,0
/global/archives/18283,Netherlands,3,3,1,1.3333333333333333,10,0,0
/global/archives/18283,Switzerland,3,3,1,57,14,0,0
/global/archives/18332,South Korea,3,3,1,428.6666666666667,10,0,0
/global/archives/18361,China,3,2,1.5,66,9,0,0
/global/archives/18361,India,3,3,1,47.666666666666664,10,0,0
/global/archives/18361,Spain,3,3,1,7,13,0,0
/global/archives/18361,United Kingdom,3,2,1.5,12,13,0,0
/global/archives/18374,Japan,3,2,1.5,20,13,0,0
/global/archives/18388,Indonesia,3,3,1,0,11,0,0
/global/archives/18436,Hong Kong,3,2,1.5,0,10,0,0
/global/archives/18436,Philippines,3,2,1.5,113.5,10,0,0
/global/archives/18436,Vietnam,3,1,3,124,14,0,0
/global/archives/18445,Australia,3,3,1,12.666666666666666,13,0,0
/global/archives/18445,Japan,3,3,1,43,12,0,0
/global/archives/3709,South Korea,3,2,1.5,23.5,15,0,0
/global/archives/3820,United States,3,3,1,61,14,0,0
/global/archives/6504,India,3,1,3,18,11,0,0
/global/archives/653,India,3,3,1,94.33333333333333,14,0,0
/global/archives/7292,United States,3,1,3,0,12,0,0
/global/archives/8327,South Korea,3,3,1,27.333333333333332,12,0,0
/global/archives/category/corporate/sk-energy,China,3,3,1,23,11,0,0
/global/archives/category/corporate/sk-energy,Taiwan,3,1,3,43,12,0,0
/global/archives/category/corporates,Germany,3,2,1.5,50.5,12,0,0
/global/archives/category/corporates/sk-energy,India,3,2,1.5,5,11,0,0
/global/archives/category/corporates/sk-energy,United States,3,3,1,15.666666666666666,12,0,0
/global/archives/category/corporates/sk-enterm,Vietnam,3,2,1.5,19.5,13,0,0
/global/archives/category/corporates/sk-geo-centric,China,3,2,1.5,62,10,0,0
/global/archives/category/corporates/sk-geo-centric,South Korea,3,3,1,1.6666666666666667,12,0,0
/global/archives/category/corporates/sk-ie-technology,Poland,3,2,1.5,21.5,9,0,0
/global/archives/category/corporates/sk-innovation,South Korea,3,3,1,8,11,0,0
/global/archives/category/corporates/sk-on,Italy,3,2,1.5,46.5,15,0,0
/global/archives/category/corporates/sk-on,Taiwan,3,3,1,18,14,0,0
/global/archives/category/people,South Korea,3,2,1.5,2.5,12,0,0
/global/archives/category/press-room/financial-results,China,3,3,1,12.666666666666666,9,0,0
/global/archives/category/press-room/financial-results,Germany,3,2,1.5,17,14,0,0
/global/archives/category/press-room/press-release,China,3,2,1.5,64,11,0,0
/global/archives/category/press-room/press-release,Philippines,3,2,1.5,14.5,12,0,0
/global/archives/tag/1-4-butanediol,South Korea,3,1,3,14,13,0,0
/global/archives/tag/2023-sk-global-forum,United States,3,2,1.5,10.5,13,0,0
/global/archives/tag/germany,Germany,3,2,1.5,28,15,0,0
/global/archives/tag/hr-manager,India,3,1,3,26,14,0,0
/global/archives/tag/rhee-jang-weon,United States,3,3,1,23.333333333333332,17,0,0
/global/archives/tag/sk-battery-america,United States,3,1,3,23,11,0,0
/global/archives/tag/skba,South Korea,3,2,1.5,16.5,12,0,0
/global/archives/tag/sko,South Korea,3,3,1,4,15,0,0
/global/,Belgium,2,1,2,8,10,0,0
/global/,Malaysia,2,2,1,27.5,9,0,0
/global/,Netherlands,2,2,1,0,3,0,0
/global/,Philippines,2,1,2,0,7,0,0
/global/,Portugal,2,1,2,14,8,0,0
/global/,Spain,2,1,2,21,8,0,0
/global/,Vietnam,2,2,1,6.5,8,0,0
/global/archives/10133,South Korea,2,1,2,15,9,0,0
/global/archives/10328,Vietnam,2,1,2,117,8,0,0
/global/archives/10511,South Korea,2,2,1,33.5,7,0,0
/global/archives/10774,India,2,2,1,201,12,0,0
/global/archives/10913,Japan,2,2,1,7,6,0,0
/global/archives/10939,United States,2,1,2,31,10,0,0
/global/archives/11037,Singapore,2,2,1,50.5,9,0,0
/global/archives/11037,Taiwan,2,1,2,137,8,0,0
/global/archives/11087,Japan,2,2,1,46,10,0,0
/global/archives/11147,Singapore,2,2,1,6,10,0,0
/global/archives/11237,India,2,1,2,22,8,0,0
/global/archives/11527,India,2,2,1,15,11,0,0
/global/archives/11537,Japan,2,1,2,56,8,0,0
/global/archives/11537,South Korea,2,1,2,53,6,0,0
/global/archives/11596,India,2,1,2,1,6,0,0
/global/archives/11596,South Korea,2,2,1,68.5,10,0,0
/global/archives/11596,Taiwan,2,1,2,205,8,0,0
/global/archives/11853,Canada,2,2,1,5,11,0,0
/global/archives/11853,South Korea,2,2,1,4.5,7,0,0
/global/archives/12008,Ukraine,2,2,1,38,10,0,0
/global/archives/12022,India,2,2,1,56,12,0,0
/global/archives/12072,United Kingdom,2,1,2,11,10,0,0
/global/archives/12072,United States,2,2,1,46.5,9,0,0
/global/archives/12106,India,2,1,2,1,7,0,0
/global/archives/12190,South Korea,2,2,1,70,9,0,0
/global/archives/12220,South Korea,2,2,1,23,12,0,0
/global/archives/12220,United States,2,2,1,12.5,9,0,0
/global/archives/12306,Ukraine,2,2,1,7,7,0,0
/global/archives/12306,United Kingdom,2,1,2,5,7,0,0
/global/archives/12475,China,2,1,2,188,7,0,0
/global/archives/12603,South Korea,2,1,2,11,8,0,0
/global/archives/12878,South Korea,2,2,1,0,8,0,0
/global/archives/13130,India,2,1,2,60,8,0,0
/global/archives/13327,United Kingdom,2,1,2,212,8,0,0
/global/archives/13374,Vietnam,2,2,1,0,8,0,0
/global/archives/13513,India,2,2,1,64.5,8,0,0
/global/archives/13521,Italy,2,1,2,19,10,0,0
/global/archives/13521,Philippines,2,2,1,38.5,9,0,0
/global/archives/13521,Sweden,2,2,1,105,10,0,0
/global/archives/13521,United Kingdom,2,2,1,28.5,8,0,0
/global/archives/13595,Taiwan,2,2,1,8,6,0,0
/global/archives/13804,China,2,2,1,28.5,10,0,0
/global/archives/13850,United States,2,1,2,79,8,0,0
/global/archives/14193,Japan,2,1,2,197,9,0,0
/global/archives/14226,Japan,2,2,1,10,9,0,0
/global/archives/14309,Singapore,2,1,2,42,6,0,0
/global/archives/14333,Malaysia,2,1,2,50,9,0,0
/global/archives/14333,United States,2,2,1,0,8,0,0
/global/archives/14491,Hong Kong,2,2,1,15.5,8,0,0
/global/archives/14491,South Korea,2,1,2,90,10,0,0
/global/archives/14493,South Korea,2,1,2,0,7,0,0
/global/archives/14541,Vietnam,2,1,2,332,7,0,0
/global/archives/14628,United States,2,2,1,27,10,0,0
/global/archives/14634,India,2,1,2,0,6,0,0
/global/archives/14634,Türkiye,2,1,2,96,8,0,0
/global/archives/14740,Austria,2,1,2,59,11,0,0
/global/archives/14755를,South Korea,2,2,1,2.5,10,0,0
/global/archives/14770,Austria,2,2,1,6,9,0,0
/global/archives/14800,South Korea,2,2,1,21,7,0,0
/global/archives/1493,United States,2,2,1,6.5,9,0,0
/global/archives/15067,India,2,1,2,8,7,0,0
/global/archives/15153,South Korea,2,2,1,0,7,0,0
/global/archives/15259,India,2,1,2,26,8,0,0
/global/archives/15374,India,2,2,1,210,10,0,0
/global/archives/15374,Singapore,2,2,1,2.5,8,0,0
/global/archives/15462,Austria,2,2,1,0,10,0,0
/global/archives/15462,India,2,2,1,83.5,12,0,0
/global/archives/15462,United States,2,2,1,0,8,0,0
/global/archives/15490,Canada,2,2,1,3.5,9,0,0
/global/archives/15490,Netherlands,2,1,2,56,9,0,0
/global/archives/15592,South Korea,2,2,1,5.5,9,0,0
/global/archives/15623,South Korea,2,1,2,0,7,0,0
/global/archives/15664,South Korea,2,2,1,4,9,0,0
/global/archives/15664,Taiwan,2,1,2,38,6,0,0
/global/archives/15687,Indonesia,2,2,1,27,9,0,0
/global/archives/15687,United States,2,2,1,367,11,0,0
/global/archives/15937,Malaysia,2,2,1,18,11,0,0
/global/archives/15937,United States,2,2,1,1,6,0,0
/global/archives/16060,United States,2,2,1,13,11,0,0
/global/archives/16448,Indonesia,2,2,1,20.5,10,0,0
/global/archives/16448,Taiwan,2,1,2,235,8,0,0
/global/archives/16480,India,2,2,1,3.5,9,0,0
/global/archives/16493,South Korea,2,1,2,107,9,0,0
/global/archives/16493,United States,2,2,1,9.5,9,0,0
/global/archives/16532,Malaysia,2,2,1,9,8,0,0
/global/archives/16834,Hungary,2,1,2,40,9,0,0
/global/archives/16834,Saudi Arabia,2,1,2,123,10,0,0
/global/archives/16834,Singapore,2,2,1,2.5,9,0,0
/global/archives/16881,India,2,2,1,42.5,11,0,0
/global/archives/16904,China,2,1,2,59,8,0,0
/global/archives/17022,South Korea,2,2,1,133,11,0,0
/global/archives/17047,China,2,1,2,109,7,0,0
/global/archives/17216,China,2,2,1,0,5,0,0
/global/archives/17216,Singapore,2,2,1,73,11,0,0
/global/archives/17216,United Kingdom,2,1,2,0,7,0,0
/global/archives/17292,South Korea,2,2,1,12.5,7,0,0
/global/archives/17313,South Korea,2,2,1,43.5,7,0,0
/global/archives/17356,South Korea,2,1,2,415,8,0,0
/global/archives/17426,Germany,2,2,1,2,9,0,0
/global/archives/17426,Hong Kong,2,2,1,2,7,0,0
/global/archives/17446,South Korea,2,2,1,10.5,7,0,0
/global/archives/17476,South Korea,2,2,1,108.5,10,0,0
/global/archives/17476,United States,2,2,1,0,8,0,0
/global/archives/17499,India,2,2,1,122,10,0,0
/global/archives/17499,Libya,2,1,2,341,7,0,0
